"w1_p1_m1","N_ST_008_020","1","1","C8_S20_06","1","23.15609","-2.259219","0","w1_p1_m1","None","0","None",
"w1_p1_m2","N_ST_008_020","1","1","C8_S20_06","1","23.18029","-3.838136","0","w1_p1_m2","None","0","None",
"w1_p1_m3","N_ST_008_020","1","1","C8_S20_06","1","23.02739","-1.015108","0","w1_p1_m3","None","0","None",
"w1_p2_m1","N_ST_008_020","1","2","C8_S20_07","1","28.00356","-3.466028","0","w1_p2_m1","RightToLeft","6","None",
"w1_p2_m2","N_ST_008_020","1","2","C8_S20_07","1","27.3378","-1.160548","0","w1_p2_m2","RightToLeft","6","None",
"w1_p3_m1","N_ST_008_020","1","3","C8_S20_06","1","25.31589","-1.727671","0","w1_p3_m1","RightToLeft","20","None",
"w1_p3_m2","N_ST_008_020","1","3","C8_S20_06","1","20.60079","-3.251096","0","w1_p3_m2","RightToLeft","20","None",
"w1_p4_m1","N_ST_008_020","1","4","C8_S20_01","1","10","-3.149346","0","w1_p4_m1","LeftToRight","4","None",
"w1_p4_m2","N_ST_008_020","1","4","C8_S20_01","1","10","-2.2","0","w1_p4_m2","LeftToRight","10","None",
"w2_p1_m1","N_ST_008_020","2","1","C8_S20_03","1","43.86533","-3.865539","0","w2_p1_m1","None","0","None",
"w2_p1_m2","N_ST_008_020","2","1","C8_S20_03","1","42.51397","-2.728678","0","w2_p1_m2","None","0","None",
"w2_p1_m3","N_ST_008_020","2","1","C8_S20_03","1","44.10128","-1.977921","0","w2_p1_m3","None","0","None",
"w2_p1_m4","N_ST_008_020","2","1","C8_S20_03","1","42.70702","-0.7981597","0","w2_p1_m4","None","0","None",
"w2_p2_m1","N_ST_008_020","2","2","C8_S20_03","1","30.31926","-2.947597","0","w2_p2_m1","LeftToRight","3","None",
"w2_p2_m2","N_ST_008_020","2","2","C8_S20_03","1","30.48206","-1.787648","0","w2_p2_m2","LeftToRight","3","None",
"w2_p3_m1","N_ST_008_020","2","3","C8_S20_01","1","46.61675","-3.770885","0","w2_p3_m1","RightToLeft","7","None",
"w2_p3_m2","N_ST_008_020","2","3","C8_S20_01","1","47.71071","-2.676925","0","w2_p3_m2","RightToLeft","7","None",
"w2_p3_m3","N_ST_008_020","2","3","C8_S20_01","1","46.2092","-1.776016","0","w2_p3_m3","RightToLeft","7","None",
"w2_p4_m1","N_ST_008_020","2","4","C8_S20_08","1","49.57688","-3.470582","0","w2_p4_m1","RightToLeft","4","None",
"w2_p4_m2","N_ST_008_020","2","4","C8_S20_08","1","49.29803","-1.175411","0","w2_p4_m2","RightToLeft","4","None",
"w3_p1_m1","N_ST_008_020","3","1","C8_S20_09","1","63.18106","-2.55334","0","w3_p1_m1","None","0","None",
"w3_p2_m1","N_ST_008_020","3","2","C8_S20_03","1","65.69355","-4.297093","0","w3_p2_m1","RightToLeft","5","None",
"w3_p2_m2","N_ST_008_020","3","2","C8_S20_03","1","65.49604","-0.8312228","0","w3_p2_m2","RightToLeft","5","None",
"w3_p3_m1","N_ST_008_020","3","3","C8_S20_05","1","68.09254","-2.990217","0","w3_p3_m1","RightToLeft","5","None",
"w3_p3_m2","N_ST_008_020","3","3","C8_S20_05","1","67.95139","-1.691571","0","w3_p3_m2","RightToLeft","5","None",
"w3_p4_m1","N_ST_008_020","3","4","C8_S20_01","1","51.13347","-3.140198","0","w3_p4_m1","LeftToRight","5","None",
"w3_p4_m2","N_ST_008_020","3","4","C8_S20_02","1","51.40773","-1.2987","0","w3_p4_m2","LeftToRight","5","None",
"w3_p5_m1","N_ST_008_020","3","5","C8_S20_08","1","69.64015","-1.062701","0","w3_p5_m1","RightToLeft","5","None",
"w3_p5_m2","N_ST_008_020","3","5","C8_S20_08","1","70","-3.240802","0","w3_p5_m2","RightToLeft","5","None",
"w3_p5_m3","N_ST_008_020","3","5","C8_S20_08","1","69.84324","-2.244896","0","w3_p5_m3","RightToLeft","5","None",
