"1","1","Wave1_Work1_Front1","CH10_F_C557_G1","AD_N_P3_002_013_Wave1",
"1","1","Wave1_Work1_Front2","CH10_F_C557_G1","AD_N_P3_002_013_Wave1",
"1","1","Wave1_Work1_Middle1","CH10_M_C559_G1","AD_N_P3_002_013_Wave1",
"1","1","Wave1_Work1_Back1","CH10_B_C544_G1","AD_N_P3_002_013_Wave1",
"1","1","Wave1_Work1_Back2","CH10_B_C544_G1","AD_N_P3_002_013_Wave1",
"2","1","Wave2_Work1_Front1","CH10_F_C557_G1","AD_N_P3_002_013_Wave2",
"2","1","Wave2_Work1_Front2","CH10_F_C557_G1","AD_N_P3_002_013_Wave2",
"2","1","Wave2_Work1_Middle1","CH10_M_C559_G1","AD_N_P3_002_013_Wave2",
"2","1","Wave2_Work1_Middle2","CH10_M_C559_G1","AD_N_P3_002_013_Wave2",
"2","1","Wave2_Work1_Back1","CH10_B_C594_G1","AD_N_P3_002_013_Wave2",
