"Wave1_Work1_Front1","N_St_005_002","1","1","Mon_027_S01_G","0","0","None","None",
"Wave1_Work1_Front2","N_St_005_002","1","1","Mon_027_S01_G","0","0","None","None",
"Wave1_Work1_Middle1","N_St_005_002","1","1","Mon_057_S01_G","0","0","None","None",
"Wave1_Work1_Back1","N_St_005_002","1","1","Mon_025_S01_G","0","0","None","None",
"Wave1_Work1_Back2","N_St_005_002","1","1","Mon_025_S01_G","0","0","None","None",
"Wave2_Work1_Front1","N_St_005_002","2","1","Mon_030_S01_B","0","0","None","None",
"Wave2_Work1_Front2","N_St_005_002","2","1","Mon_030_S01_B","0","0","None","None",
"Wave2_Work1_Middle1","N_St_005_002","2","1","Mon_057_S01_B","0","0","None","None",
"Wave2_Work1_Back1","N_St_005_002","2","1","Mon_025_S01_G","0","0","None","None",
"Wave2_Work1_Back2","N_St_005_002","2","1","Mon_025_S01_G","0","0","None","None",
"Wave3_Work1_Front1","N_St_005_002","3","1","Mon_030_S01_B","0","0","None","None",
"Wave3_Work1_Front2","N_St_005_002","3","1","Mon_030_S01_B","0","0","None","None",
"Wave3_Work1_Middle1","N_St_005_002","3","1","Mon_525_S01_R","0","0","None","None",
"Wave3_Work1_Back1","N_St_005_002","3","1","Mon_025_S01_R","0","0","None","None",
"Wave3_Work1_Back2","N_St_005_002","3","1","Mon_025_S01_R","0","0","None","None",
