"1","1","Wave1_Work1_Front1","CH14_F_C549_G1","AD_N_P4_002_015_Wave1",
"1","1","Wave1_Work1_Front2","CH14_F_C549_G1","AD_N_P4_002_015_Wave1",
"1","1","Wave1_Work1_Middle1","CH14_M_C547_G1","AD_N_P4_002_015_Wave1",
"1","1","Wave1_Work1_Back1","CH14_B_C543_G1","AD_N_P4_002_015_Wave1",
"1","1","Wave1_Work1_Back2","CH14_B_C543_G1","AD_N_P4_002_015_Wave1",
"2","2","Wave2_Work2_Front1","CH14_F_C538_G1","AD_N_P4_002_015_Wave2",
"2","2","Wave2_Work2_Front2","CH14_F_C538_G1","AD_N_P4_002_015_Wave2",
"2","2","Wave2_Work2_Back1","CH14_B_C550_G1","AD_N_P4_002_015_Wave2",
"2","2","Wave2_Work2_Back2","CH14_B_C010_G2","AD_N_P4_002_015_Wave2",
"2","2","Wave2_Work2_Back3","CH14_B_C550_G1","AD_N_P4_002_015_Wave2",
