"Wave1_Work1_Front1","N_St_003_020","1","1","Mon_532_S01_R","0","0","None","None",
"Wave1_Work1_Middle1","N_St_003_020","1","1","Mon_533_S01_R","0","0","None","None",
"Wave1_Work1_Back1","N_St_003_020","1","1","Mon_528_S01_G","0","0","None","None",
"Wave1_Work1_Back2","N_St_003_020","1","1","Mon_528_S01_G","0","0","None","None",
"Wave1_Work1_Back3","N_St_003_020","1","1","Mon_528_S01_G","0","0","None","None",
"Wave2_Work1_Front1","N_St_003_020","2","1","Mon_532_S01_R","0","0","None","None",
"Wave2_Work1_Front2","N_St_003_020","2","1","Mon_532_S01_R","0","0","None","None",
"Wave2_Work1_Middle2","N_St_003_020","2","1","Mon_531_S01_R","0","0","None","None",
"Wave2_Work1_Back1","N_St_003_020","2","1","Mon_528_S01_G","0","0","None","None",
"Wave2_Work1_Back2","N_St_003_020","2","1","Mon_528_S01_G","0","0","None","None",
"Wave3_Work1_Front1","N_St_003_020","3","1","Mon_535_S01_G","0","0","None","ChapterBoss",
"Wave3_Work1_Middle1","N_St_003_020","3","1","Mon_533_S01_R","0","0","None","None",
"Wave3_Work1_Middle2","N_St_003_020","3","1","Mon_531_S01_R","0","0","None","None",
"Wave3_Work1_Back1","N_St_003_020","3","1","Mon_534_S01_R","0","0","None","None",
"Wave3_Work1_Back2","N_St_003_020","3","1","Mon_534_S01_R","0","0","None","None",
