"w4_p1_m1","E_ST_001_006","4","1","C2_S01_27","1","25.02191","-3.057894","0","w4_p1_m1","None","0","None",
"w4_p1_m2","E_ST_001_006","4","1","C2_S01_29","1","20.08368","-1.336309","0","w4_p1_m2","None","0","None",
"w4_p1_m3","E_ST_001_006","4","1","C2_S01_38","1","18.72453","-3.37503","0","w4_p1_m3","None","0","None",
"w4_p1_m4","E_ST_001_006","4","1","C2_S01_45","1","21.94117","-1.970578","0","w4_p1_m4","None","0","None",
"w2_p1_m1","E_ST_001_006","2","1","C2_S01_906","1","47.17599","-2.604846","0","w2_p1_m1","None","0","None",
"w2_p2_m1","E_ST_001_006","2","2","C2_S01_61","1","51.16751","-2.033017","0","w2_p2_m1","RightToLeft","5","None",
"w2_p2_m2","E_ST_001_006","2","2","C2_S01_61","1","50.98141","-4.367041","0","w2_p2_m2","RightToLeft","5","None",
"w2_p2_m3","E_ST_001_006","2","2","C2_S01_60","1","48.17251","-4.6","0","w2_p2_m3","RightToLeft","5","None",
"w2_p2_m4","E_ST_001_006","2","2","C2_S01_60","1","50.43776","-0.7426507","0","w2_p2_m4","RightToLeft","5","None",
"w2_p2_m5","E_ST_001_006","2","2","C2_S01_62","1","53.38258","-2.736065","0","w2_p2_m5","RightToLeft","5","None",
