"1","1","Wave1_Work1_Front1","CH17_F_C514_G1","AD_N_P5_001_010_Wave1",
"1","1","Wave1_Work1_Front2","CH17_F_C514_G1","AD_N_P5_001_010_Wave1",
"1","1","Wave1_Work1_Front3","CH17_F_C514_G1","AD_N_P5_001_010_Wave1",
"1","1","Wave1_Work1_Middle1","CH17_M_C515_G1","AD_N_P5_001_010_Wave1",
"2","1","Wave2_Work1_Front1","CH17_F_C516_G1","AD_N_P5_001_010_Wave2",
"2","1","Wave2_Work1_Front2","CH17_F_C520_G1","AD_N_P5_001_010_Wave2",
"2","1","Wave2_Work1_Front3","CH17_F_C516_G1","AD_N_P5_001_010_Wave2",
"2","1","Wave2_Work1_Middle1","CH17_M_C609_G1","AD_N_P5_001_010_Wave2",
"2","1","Wave2_Work1_Back1","CH17_B_C114_G2","AD_N_P5_001_010_Wave2",
"2","1","Wave2_Work1_Back2","CH17_B_C517_G1","AD_N_P5_001_010_Wave2",
