"1","1","Wave1_Work1_Front1","F_049_G3","EventAdventure002_H_002_Wave1",
"1","1","Wave1_Work1_Front2","F_049_G3","EventAdventure002_H_002_Wave1",
"1","1","Wave1_Work1_Front3","F_049_G3","EventAdventure002_H_002_Wave1",
"1","1","Wave1_Work1_Middle1","M_545_G3","EventAdventure002_H_002_Wave1",
"1","1","Wave1_Work1_Middle2","M_545_G3","EventAdventure002_H_002_Wave1",
"2","1","Wave2_Work1_Front1","F_049_G3","EventAdventure002_H_002_Wave2",
"2","1","Wave2_Work1_Front2","F_049_G3","EventAdventure002_H_002_Wave2",
"2","1","Wave2_Work1_Back1","B_543_G3","EventAdventure002_H_002_Wave2",
"2","1","Wave2_Work1_Back2","B_543_G3","EventAdventure002_H_002_Wave2",
"2","1","Wave2_Work1_Back3","B_543_G3","EventAdventure002_H_002_Wave2",
