id	ids	status
int	string	int
1010101	1,2,3,4,5	1
1010102	6,7,8,9,10	1
1010103	11,12,13,14,15	1
1010201	16,17,18,19,20	1
1010202	21,22,23,24,25	1
1010203	26,27,28,29,30	1
1010301	31,32,33	1
1010401	34,35,36,37,38	1
1010402	39,40,41,42,43	1
1010403	44,45,46,47,48	1
1010501	49,50,51,52,53	1
1010502	54,55,56,57,58	1
1010503	59,60,61,62,63	1
1010601	64,65,66	1
1010701	67,68,69,70,71	1
1010702	72,73,74,75,76	1
1010703	77,78,79,80,81	1
1010801	82,83,84,85,86	1
1010802	87,88,89,90,91	1
1010803	92,93,94,95,96	1
1010901	97,98,99	1
1011001	100,101,102,103,104	1
1011002	105,106,107,108,109	1
1011003	110,111,112,113,114	1
1011101	115,116,117,118,119	1
1011102	120,121,122,123,124	1
1011103	125,126,127,128,129	1
1011201	130,131,132	1
1011301	133,134,135,136,137	1
1011302	138,139,140,141,142	1
1011303	143,144,145,146,147	1
1011401	148,149,150,151,152	1
1011402	153,154,155,156,157	1
1011403	158,159,160,161,162	1
1011501	163,164,165	1
1011601	166,167,168,169,170	1
1011602	171,172,173,174,175	1
1011603	176,177,178,179,180	1
1011701	181,182,183,184,185	1
1011702	186,187,188,189,190	1
1011703	191,192,193,194,195	1
1020101	196,197,198,199,200	1
1020102	201,202,203,204,205	1
1020103	206,207,208,209,210	1
1020201	211,212,213,214,215	1
1020401	216,217,218,219,220	1
1020402	221,222,223,224,225	1
1020403	226,227,228,229,230	1
1020501	231,232,233,234,235	1
1020601	236,237,238,239,240	1
1020602	241,242,243,244,245	1
1020701	246	1
1020801	247,248,249,250,251	1
1020802	252,253,254,255,256	1
1020901	257	1
1021001	258,259,260,261,262	1
1021002	263,264,265,266,267	1
1021101	268,269,270,271,272	1
1021102	273,274,275,276,277	1
1021201	278	1
1021301	279,280,281,282,283	1
1021302	284,285,286,287,288	1
1021401	289,290,291,292,293	1
1021402	294,295,296,297,298	1
1021501	299	1
1030101	300,301,302,303,304	1
1030102	305,306,307,308,309	1
1030201	310,311,312,313,314	1
1030301	315,316,317,318,319	1
1030302	320,321,322,323,324	1
1030401	325,326,327,328,329	1
1030402	330,331,332,333,334	1
1030501	335,336,337,338,339	1
1030502	340,341,342,343,344	1
1030601	345,346,347,348,349	1
1030701	350,351,352,353,354	1
1030702	355,356,357,358,359	1
1030703	360,361,362,363,364	1
1030801	365,366,367,368,369	1
1030901	370,371,372,373,374	1
1030902	375,376,377,378,379	1
1030903	380,381,382,383,384	1
1031001	385,386,387,388,389	1
1031101	390,391,392,393,394	1
1031102	395,396,397,398,399	1
1031103	400,401,402,403,404	1
1031201	405,406,407,408,409	1
1031301	410,411,412,413,414	1
1031302	415,416,417,418,419	1
1031401	420,421,422,423,424	1
1031402	425,426,427,428,429	1
1031501	430,431	1
1031601	432,433,434,435,436	1
1031602	437,438,439,440,441	1
1031701	442,443,444,445,446	1
1031702	447,448,449,450,451	1
