"N001GhostFind_CharGroup_Round1_101_S01_1","N001GhostFind_CharGroup_Round1","Normal","Char_101_S01_B","","Present","Str_Char_101_S01_001TaggerFind_Normal_1","1","1","1"
"N001GhostFind_CharGroup_Round1_101_S01_4","N001GhostFind_CharGroup_Round1","Look","Char_101_S01_B","EventTaggerFind/Prefab/Emoji_EventTaggerFind_Ghost.prefab","Present","Str_Char_101_S01_001TaggerFind_Normal_1","1","1","1"
"N001GhostFind_CharGroup_Round1_101_S01_5","N001GhostFind_CharGroup_Round1","Speed","Char_101_S01_B","","Present","Str_Char_101_S01_001TaggerFind_Normal_1","5","1","1"
"N001GhostFind_CharGroup_Round1_101_S01_6","N001GhostFind_CharGroup_Round1","Size","Char_101_S01_B","","Present","Str_Char_101_S01_001TaggerFind_Normal_1","1","0.5","1"
"N001GhostFind_CharGroup_Round1_101_S01_7","N001GhostFind_CharGroup_Round1","NoShadow","Char_101_S01_B","","Present","Str_Char_101_S01_001TaggerFind_Normal_1","1","1","0"
"N001GhostFind_CharGroup_Round1_010_S01_1","N001GhostFind_CharGroup_Round1","Normal","Char_010_S01_B","","Hi","Str_Char_010_S01_001TaggerFind_Normal_1","1","1","1"
"N001GhostFind_CharGroup_Round1_010_S01_4","N001GhostFind_CharGroup_Round1","Look","Char_010_S01_B","EventTaggerFind/Prefab/Emoji_EventTaggerFind_Ghost.prefab","Hi","Str_Char_010_S01_001TaggerFind_Normal_1","1","1","1"
"N001GhostFind_CharGroup_Round1_010_S01_5","N001GhostFind_CharGroup_Round1","Speed","Char_010_S01_B","","Hi","Str_Char_010_S01_001TaggerFind_Normal_1","5","1","1"
"N001GhostFind_CharGroup_Round1_010_S01_6","N001GhostFind_CharGroup_Round1","Size","Char_010_S01_B","","Hi","Str_Char_010_S01_001TaggerFind_Normal_1","1","0.5","1"
"N001GhostFind_CharGroup_Round1_010_S01_7","N001GhostFind_CharGroup_Round1","NoShadow","Char_010_S01_B","","Hi","Str_Char_010_S01_001TaggerFind_Normal_1","1","1","0"
"N001GhostFind_CharGroup_Round1_039_S01_1","N001GhostFind_CharGroup_Round1","Normal","Char_039_S01_G","","Hi","Str_Char_039_S01_001TaggerFind_Normal_1","1","1","1"
"N001GhostFind_CharGroup_Round1_039_S01_2","N001GhostFind_CharGroup_Round1","Talk","Char_039_S01_G","","Hi","Str_Char_039_S01_001TaggerFind_Tagger_1","1","1","1"
"N001GhostFind_CharGroup_Round1_039_S01_3","N001GhostFind_CharGroup_Round1","Act","Char_039_S01_G","","Angry","Str_Char_039_S01_001TaggerFind_Normal_1","1","1","1"
"N001GhostFind_CharGroup_Round1_039_S01_4","N001GhostFind_CharGroup_Round1","Look","Char_039_S01_G","EventTaggerFind/Prefab/Emoji_EventTaggerFind_Ghost.prefab","Hi","Str_Char_039_S01_001TaggerFind_Normal_1","1","1","1"
"N001GhostFind_CharGroup_Round1_039_S01_5","N001GhostFind_CharGroup_Round1","Speed","Char_039_S01_G","","Hi","Str_Char_039_S01_001TaggerFind_Normal_1","5","1","1"
"N001GhostFind_CharGroup_Round1_039_S01_6","N001GhostFind_CharGroup_Round1","Size","Char_039_S01_G","","Hi","Str_Char_039_S01_001TaggerFind_Normal_1","1","0.5","1"
"N001GhostFind_CharGroup_Round1_039_S01_7","N001GhostFind_CharGroup_Round1","NoShadow","Char_039_S01_G","","Hi","Str_Char_039_S01_001TaggerFind_Normal_1","1","1","0"
"N001GhostFind_CharGroup_Round1_113_S01_1","N001GhostFind_CharGroup_Round1","Normal","Char_113_S01_B","","Present","Str_Char_113_S01_001TaggerFind_Normal_1","1","1","1"
"N001GhostFind_CharGroup_Round1_113_S01_2","N001GhostFind_CharGroup_Round1","Act","Char_113_S01_B","","Angry","Str_Char_113_S01_001TaggerFind_Normal_1","1","1","1"
