"Schedule_StepUp","Schedule","StepUp","TaleStoneStepUp_Direct","","StepUp"
"Schedule_SecretSafe","Schedule","SecretSafe","TaleStoneSecretSafe_Direct","","SecretSafe"
"Schedule_EventAdventure","Schedule","EventAdventure","EventAdventureDashBoard_Direct","","EventAdventure"
"Schedule_GuideMission","Schedule","GuideMission","GuideMission_Direct","","GuideMission"
"Schedule_TotalWar","Schedule","TotalWar","TotalWar_Direct","","TotalWarSeason"
"Schedule_HeroGacha","Schedule","HeroGacha","HeroGacha_Direct","","Summon"
"Schedule_BattlePass","Schedule","BattlePass","BattlePass_Direct","","BattlePass"
"Schedule_APBoost","Schedule","EventApBoost","EventApBoostDashboard_Direct","","EventApBoost"
"Schedule_EventTileBreak","Schedule","EventTileBreak","EventTileBreakDashboard_Direct","","EventTileBreak"
"Schedule_PracticeBook","Schedule","PracticeBook","PracticeBook_Direct","","PracticeBookSeason"
"Schedule_ChallengeMission","Schedule","ChallengeMission","EventChallengeMission_Direct","","EventObject"
"ShortCut_Tutorial_StoryDashBoard","Mission","Tutorial_Story","StoryDashBoard_Direct","",""
"ShortCut_Tutorial_AdventureHard","Mission","Tutorial_AdventureHard","AdventureHard_Direct","",""
"ShortCut_Tutorial_VendingMachine","Mission","Tutorial_VendingMachine","Kingdom_Direct","",""
"ShortCut_Tutorial_Schedule","Mission","Tutorial_Schedule","Kingdom_Direct","",""
"ShortCut_Tutorial_CoinShop","Mission","Tutorial_CoinShop","ShopCoinGold_Direct","Shop_Coin_Gold","ShopProduct"
"APBoost_HeroGrowthBoost_AdventureNormal","Content","APBoost_HeroGrowthBoost","AdventureNormal_Direct","",""
"APBoost_HeroGrowthBoost_Ruins","Content","APBoost_HeroGrowthBoost","Ruins_Direct","",""
"Mission_Daily_001_01","Mission","Mission_Daily_001","MissionDaily_Direct","",""
"Mission_Daily_004_01","Mission","Mission_Daily_004","EnergyBuy_Popup","",""
"Mission_Daily_005_01","Mission","Mission_Daily_005","AdventureNormal_Direct","",""
"Mission_Daily_006_01","Mission","Mission_Daily_006","AdventureHard_Direct","",""
"Mission_Daily_007_01","Mission","Mission_Daily_007","Dungeon_Direct","",""
"Mission_Daily_008_01","Mission","Mission_Daily_008","Kingdom_Direct","",""
"Mission_Daily_009_01","Mission","Mission_Daily_009","Kingdom_Direct","",""
"Mission_Daily_010_01","Mission","Mission_Daily_010","Arena_Direct","",""
"Mission_Daily_011_01","Mission","Mission_Daily_011","ScheduleList_Popup","",""
"Mission_Daily_012_01","Mission","Mission_Daily_012","Ruins_Direct","",""
"Mission_weekly_001_01","Mission","Mission_weekly_001","MissionWeekly_Direct","",""
"Mission_weekly_003_01","Mission","Mission_weekly_003","AdventureNormal_Direct","",""
"Mission_weekly_004_01","Mission","Mission_weekly_004","AdventureHard_Direct","",""
