"Episode_M_001_01","Story_Main_1","1","Num","","Str_M_Act_1_Ch_1_Ep_1_Title","Str_M_Act_1_Ch_1_Ep_1_Summary","Normal","M_Act_1_Ch_1_Ep_1","","","","Coin_TaleStone","20","StageClear","Stage_Normal_0003","","",
"Episode_M_001_02","Story_Main_1","2","Num","","Str_M_Act_1_Ch_1_Ep_2_Title","Str_M_Act_1_Ch_1_Ep_2_Summary","Normal","M_Act_1_Ch_1_Ep_2","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_01",
"Episode_M_001_03","Story_Main_1","3","Num","","Str_M_Act_1_Ch_1_Ep_3_Title","Str_M_Act_1_Ch_1_Ep_3_Summary","Battle","M_Act_1_Ch_1_Ep_3","SB_001_003","SB_001_003","M_Act_1_Ch_1_Ep_3_b","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_02",
"Episode_M_001_04","Story_Main_1","4","Num","","Str_M_Act_1_Ch_1_Ep_4_Title","Str_M_Act_1_Ch_1_Ep_4_Summary","Normal","M_Act_1_Ch_1_Ep_4","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_03",
"Episode_M_001_05","Story_Main_1","5","Num","","Str_M_Act_1_Ch_1_Ep_5_Title","Str_M_Act_1_Ch_1_Ep_5_Summary","Normal","M_Act_1_Ch_1_Ep_5","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_04",
"Episode_M_001_06","Story_Main_1","6","Num","","Str_M_Act_1_Ch_1_Ep_6_Title","Str_M_Act_1_Ch_1_Ep_6_Summary","Normal","M_Act_1_Ch_1_Ep_6","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_05",
"Episode_M_001_07","Story_Main_1","7","Num","","Str_M_Act_1_Ch_1_Ep_7_Title","Str_M_Act_1_Ch_1_Ep_7_Summary","Normal","M_Act_1_Ch_1_Ep_7","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_06",
"Episode_M_001_08","Story_Main_1","8","Num","","Str_M_Act_1_Ch_1_Ep_8_Title","Str_M_Act_1_Ch_1_Ep_8_Summary","Battle","M_Act_1_Ch_1_Ep_8","SB_001_008","SB_001_008","M_Act_1_Ch_1_Ep_8_b","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_07",
"Episode_M_001_09","Story_Main_1","9","Num","","Str_M_Act_1_Ch_1_Ep_9_Title","Str_M_Act_1_Ch_1_Ep_9_Summary","Normal","M_Act_1_Ch_1_Ep_9","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_08",
"Episode_M_001_10","Story_Main_1","10","Num","","Str_M_Act_1_Ch_1_Ep_10_Title","Str_M_Act_1_Ch_1_Ep_10_Summary","Normal","M_Act_1_Ch_1_Ep_10","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_09",
"Episode_M_001_Epilogue","Story_Main_1","11","Epilogue","","Str_M_Act_1_Ch_1_Ep_Epilogue_Title","Str_M_Act_1_Ch_1_Ep_Epilogue_Summary","Normal","M_Act_1_Ch_1_Ep_Epilogue","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_001_10",
"Episode_M_002_01","Story_Main_2","1","Num","","Str_M_Act_1_Ch_2_Ep_1_Title","Str_M_Act_1_Ch_2_Ep_1_Summary","Normal","M_Act_1_Ch_2_Ep_1","","","","Coin_TaleStone","20","StageClear","Stage_Normal_0070","EpisodeClear","Episode_M_001_Epilogue",
"Episode_M_002_02","Story_Main_2","2","Num","","Str_M_Act_1_Ch_2_Ep_2_Title","Str_M_Act_1_Ch_2_Ep_2_Summary","Normal","M_Act_1_Ch_2_Ep_2","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_01",
"Episode_M_002_03","Story_Main_2","3","Num","","Str_M_Act_1_Ch_2_Ep_3_Title","Str_M_Act_1_Ch_2_Ep_3_Summary","Normal","M_Act_1_Ch_2_Ep_3","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_02",
"Episode_M_002_04","Story_Main_2","4","Num","","Str_M_Act_1_Ch_2_Ep_4_Title","Str_M_Act_1_Ch_2_Ep_4_Summary","Normal","M_Act_1_Ch_2_Ep_4","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_03",
"Episode_M_002_05","Story_Main_2","5","Num","","Str_M_Act_1_Ch_2_Ep_5_Title","Str_M_Act_1_Ch_2_Ep_5_Summary","Normal","M_Act_1_Ch_2_Ep_5","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_04",
"Episode_M_002_06","Story_Main_2","6","Num","","Str_M_Act_1_Ch_2_Ep_6_Title","Str_M_Act_1_Ch_2_Ep_6_Summary","Battle","M_Act_1_Ch_2_Ep_6","SB_002_006","SB_002_006","M_Act_1_Ch_2_Ep_6_b","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_05",
"Episode_M_002_07","Story_Main_2","7","Num","","Str_M_Act_1_Ch_2_Ep_7_Title","Str_M_Act_1_Ch_2_Ep_7_Summary","Normal","M_Act_1_Ch_2_Ep_7","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_06",
"Episode_M_002_08","Story_Main_2","8","Num","","Str_M_Act_1_Ch_2_Ep_8_Title","Str_M_Act_1_Ch_2_Ep_8_Summary","Normal","M_Act_1_Ch_2_Ep_8","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_07",
"Episode_M_002_09","Story_Main_2","9","Num","","Str_M_Act_1_Ch_2_Ep_9_Title","Str_M_Act_1_Ch_2_Ep_9_Summary","Battle","M_Act_1_Ch_2_Ep_9","SB_002_009","SB_002_009","M_Act_1_Ch_2_Ep_9_b","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_08",
"Episode_M_002_10","Story_Main_2","10","Num","","Str_M_Act_1_Ch_2_Ep_10_Title","Str_M_Act_1_Ch_2_Ep_10_Summary","Normal","M_Act_1_Ch_2_Ep_10","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_09",
"Episode_M_002_Epilogue","Story_Main_2","11","Epilogue","","Str_M_Act_1_Ch_2_Ep_Epilogue_Title","Str_M_Act_1_Ch_2_Ep_Epilogue_Summary","Normal","M_Act_1_Ch_2_Ep_Epilogue","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_002_10",
"Episode_M_003_01","Story_Main_3","1","Num","","Str_M_Act_1_Ch_3_Ep_1_Title","Str_M_Act_1_Ch_3_Ep_1_Summary","Normal","M_Act_1_Ch_3_Ep_1","","","","Coin_TaleStone","20","StageClear","Stage_Normal_0130","EpisodeClear","Episode_M_002_Epilogue",
"Episode_M_003_02","Story_Main_3","2","Num","","Str_M_Act_1_Ch_3_Ep_2_Title","Str_M_Act_1_Ch_3_Ep_2_Summary","Battle","M_Act_1_Ch_3_Ep_2","SB_003_002","SB_003_002","M_Act_1_Ch_3_Ep_2_b","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_01",
"Episode_M_003_03","Story_Main_3","3","Num","","Str_M_Act_1_Ch_3_Ep_3_Title","Str_M_Act_1_Ch_3_Ep_3_Summary","Normal","M_Act_1_Ch_3_Ep_3","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_02",
"Episode_M_003_04","Story_Main_3","4","Num","","Str_M_Act_1_Ch_3_Ep_4_Title","Str_M_Act_1_Ch_3_Ep_4_Summary","Battle","M_Act_1_Ch_3_Ep_4","SB_003_004","SB_003_004","M_Act_1_Ch_3_Ep_4_b","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_03",
"Episode_M_003_05","Story_Main_3","5","Num","","Str_M_Act_1_Ch_3_Ep_5_Title","Str_M_Act_1_Ch_3_Ep_5_Summary","Normal","M_Act_1_Ch_3_Ep_5","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_04",
"Episode_M_003_06","Story_Main_3","6","Num","","Str_M_Act_1_Ch_3_Ep_6_Title","Str_M_Act_1_Ch_3_Ep_6_Summary","Normal","M_Act_1_Ch_3_Ep_6","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_05",
"Episode_M_003_07","Story_Main_3","7","Num","","Str_M_Act_1_Ch_3_Ep_7_Title","Str_M_Act_1_Ch_3_Ep_7_Summary","Normal","M_Act_1_Ch_3_Ep_7","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_06",
"Episode_M_003_08","Story_Main_3","8","Num","","Str_M_Act_1_Ch_3_Ep_8_Title","Str_M_Act_1_Ch_3_Ep_8_Summary","Battle","M_Act_1_Ch_3_Ep_8","SB_003_008","SB_003_008","M_Act_1_Ch_3_Ep_8_b","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_07",
"Episode_M_003_09","Story_Main_3","9","Num","","Str_M_Act_1_Ch_3_Ep_9_Title","Str_M_Act_1_Ch_3_Ep_9_Summary","Normal","M_Act_1_Ch_3_Ep_9","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_08",
"Episode_M_003_10","Story_Main_3","10","Num","","Str_M_Act_1_Ch_3_Ep_10_Title","Str_M_Act_1_Ch_3_Ep_10_Summary","Normal","M_Act_1_Ch_3_Ep_10","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_09",
"Episode_M_003_Epilogue","Story_Main_3","11","Epilogue","","Str_M_Act_1_Ch_3_Ep_Epilogue_Title","Str_M_Act_1_Ch_3_Ep_Epilogue_Summary","Normal","M_Act_1_Ch_3_Ep_Epilogue","","","","Coin_TaleStone","20","","","EpisodeClear","Episode_M_003_10",
"Episode_M_004_01","Story_Main_4","1","Num","","Str_M_Act_1_Ch_4_Ep_1_Title","Str_M_Act_1_Ch_4_Ep_1_Summary","Battle","M_Act_1_Ch_4_Ep_1","SB_004_001","SB_004_001","M_Act_1_Ch_4_Ep_1_b","Coin_TaleStone","20","StageClear","Stage_Normal_0190","EpisodeClear","Episode_M_003_Epilogue",
