"Kingdom_Schedule_Espresso","Cafe","Str_UI_Kingdom_Schedule_Espresso_Name","Str_UI_Kingdom_Schedule_Espresso_Desc","1","3","30","Schedule_Reword_1","ICON_Schedule_Espresso"
"Kingdom_Schedule_lemonade","Cafe","Str_UI_Kingdom_Schedule_lemonade_Name","Str_UI_Kingdom_Schedule_lemonade_Desc","1","3","30","Schedule_Reword_2","ICON_Schedule_lemonade"
"Kingdom_Schedule_Latte","Cafe","Str_UI_Kingdom_Schedule_Latte_Name","Str_UI_Kingdom_Schedule_Latte_Desc","2","3","30","Schedule_Reword_3","ICON_Schedule_Latte"
"Kingdom_Schedule_Parfait","Cafe","Str_UI_Kingdom_Schedule_Parfait_Name","Str_UI_Kingdom_Schedule_Parfait_Desc","3","3","30","Schedule_Reword_4","ICON_Schedule_Parfait"
"Kingdom_Schedule_IceFlakes","Cafe","Str_UI_Kingdom_Schedule_IceFlakes_Name","Str_UI_Kingdom_Schedule_IceFlakes_Desc","4","3","30","Schedule_Reword_5","ICON_Schedule_IceFlakes"
"Kingdom_Schedule_Shirts","Fashion","Str_UI_Kingdom_Schedule_Shirts_Name","Str_UI_Kingdom_Schedule_Shirts_Desc","1","3","30","Schedule_Reword_1","ICON_Schedule_Shirts"
"Kingdom_Schedule_Jeans","Fashion","Str_UI_Kingdom_Schedule_Jeans_Name","Str_UI_Kingdom_Schedule_Jeans_Desc","1","3","30","Schedule_Reword_2","ICON_Schedule_Jeans"
"Kingdom_Schedule_Bag","Fashion","Str_UI_Kingdom_Schedule_Bag_Name","Str_UI_Kingdom_Schedule_Bag_Desc","2","3","30","Schedule_Reword_3","ICON_Schedule_Bag"
"Kingdom_Schedule_Shoes","Fashion","Str_UI_Kingdom_Schedule_Shoes_Name","Str_UI_Kingdom_Schedule_Shoes_Desc","3","3","30","Schedule_Reword_4","ICON_Schedule_Shoes"
"Kingdom_Schedule_Jumper","Fashion","Str_UI_Kingdom_Schedule_Jumper_Name","Str_UI_Kingdom_Schedule_Jumper_Desc","4","3","30","Schedule_Reword_5","ICON_Schedule_Jumper"
"Kingdom_Schedule_KeyRing","Souvenir","Str_UI_Kingdom_Schedule_KeyRing_Name","Str_UI_Kingdom_Schedule_KeyRing_Desc","1","3","30","Schedule_Reword_1","ICON_Schedule_KeyRing"
"Kingdom_Schedule_Wallet","Souvenir","Str_UI_Kingdom_Schedule_Wallet_Name","Str_UI_Kingdom_Schedule_Wallet_Desc","1","3","30","Schedule_Reword_2","ICON_Schedule_Wallet"
"Kingdom_Schedule_Umbrella","Souvenir","Str_UI_Kingdom_Schedule_Umbrella_Name","Str_UI_Kingdom_Schedule_Umbrella_Desc","2","3","30","Schedule_Reword_3","ICON_Schedule_Postcard"
"Kingdom_Schedule_Sunglasses","Souvenir","Str_UI_Kingdom_Schedule_Sunglasses_Name","Str_UI_Kingdom_Schedule_Sunglasses_Desc","3","3","30","Schedule_Reword_4","ICON_Schedule_Sunglasses"
"Kingdom_Schedule_Watch","Souvenir","Str_UI_Kingdom_Schedule_Watch_Name","Str_UI_Kingdom_Schedule_Watch_Desc","4","3","30","Schedule_Reword_5","ICON_Schedule_HandFan"
"Kingdom_Schedule_Nail","Beauty","Str_UI_Kingdom_Schedule_Nail_Name","Str_UI_Kingdom_Schedule_Nail_Desc","1","3","30","Schedule_Reword_1","ICON_Schedule_Nail"
"Kingdom_Schedule_Pedicure","Beauty","Str_UI_Kingdom_Schedule_Pedicure_Name","Str_UI_Kingdom_Schedule_Pedicure_Desc","1","3","30","Schedule_Reword_2","ICON_Schedule_Pedicure"
"Kingdom_Schedule_HairSalon","Beauty","Str_UI_Kingdom_Schedule_HairSalon_Name","Str_UI_Kingdom_Schedule_HairSalon_Desc","2","3","30","Schedule_Reword_3","ICON_Schedule_HairSalon"
"Kingdom_Schedule_Scalp","Beauty","Str_UI_Kingdom_Schedule_Scalp_Name","Str_UI_Kingdom_Schedule_Scalp_Desc","3","3","30","Schedule_Reword_4","ICON_Schedule_Scalp"
"Kingdom_Schedule_Massage","Beauty","Str_UI_Kingdom_Schedule_Massage_Name","Str_UI_Kingdom_Schedule_Massage_Desc","4","3","30","Schedule_Reword_5","ICON_Schedule_Massage"
"Kingdom_Schedule_Figures","Amuse","Str_UI_Kingdom_Schedule_Figures_Name","Str_UI_Kingdom_Schedule_Figures_Desc","1","3","30","Schedule_Reword_1","ICON_Schedule_Figures"
"Kingdom_Schedule_Cookie","Amuse","Str_UI_Kingdom_Schedule_Cookie_Name","Str_UI_Kingdom_Schedule_Cookie_Desc","1","3","30","Schedule_Reword_2","ICON_Schedule_Cookie"
"Kingdom_Schedule_Arcade","Amuse","Str_UI_Kingdom_Schedule_Arcade_Name","Str_UI_Kingdom_Schedule_Arcade_Desc","2","3","30","Schedule_Reword_3","ICON_Schedule_Arcade"
"Kingdom_Schedule_PhotoSticker","Amuse","Str_UI_Kingdom_Schedule_PhotoSticker_Name","Str_UI_Kingdom_Schedule_PhotoSticker_Desc","3","3","30","Schedule_Reword_4","ICON_Schedule_PhotoSticker"
"Kingdom_Schedule_Karaoke","Amuse","Str_UI_Kingdom_Schedule_Karaoke_Name","Str_UI_Kingdom_Schedule_Karaoke_Desc","4","3","30","Schedule_Reword_5","ICON_Schedule_Karaoke"
