"Kingdom_Obj_Castle_1","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","StageClear","Stage_Normal_0005","1","","","Castle","CastleRankUp_01","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
"Kingdom_Obj_Castle_2","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","None","","2","KingdomMissionClear","MissionGroup_Castle_2Rank","Castle","CastleRankUp_02","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
"Kingdom_Obj_Castle_3","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","None","","3","KingdomMissionClear","MissionGroup_Castle_3Rank","Castle","CastleRankUp_03","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
"Kingdom_Obj_Castle_4","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","None","","4","KingdomMissionClear","MissionGroup_Castle_4Rank","Castle","CastleRankUp_04","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
"Kingdom_Obj_Castle_5","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","None","","5","KingdomMissionClear","MissionGroup_Castle_5Rank","Castle","CastleRankUp_05","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
"Kingdom_Obj_Castle_6","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","None","","6","KingdomMissionClear","MissionGroup_Castle_6Rank","Castle","CastleRankUp_06","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
"Kingdom_Obj_Castle_7","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","None","","7","KingdomMissionClear","MissionGroup_Castle_7Rank","Castle","CastleRankUp_07","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
"Kingdom_Obj_Castle_8","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","None","","8","KingdomMissionClear","MissionGroup_Castle_8Rank","Castle","CastleRankUp_08","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
"Kingdom_Obj_Castle_9","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","None","","9","KingdomMissionClear","MissionGroup_Castle_9Rank","Castle","CastleRankUp_09","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
"Kingdom_Obj_Castle_10","Str_UI_Kingdom_Obj_Castle_Name","Str_UI_Kingdom_Obj_Castle_Desc","Castle","None","","10","KingdomMissionClear","MissionGroup_Castle_10Rank","Castle","CastleRankUp_10","KNPCS001","Tutorial_Popup_AITypeInfo_Assault_jp","Obj_Castle001"
