"Eq_Option_Group_R_0001","Eq_Option_Group_R","Attack","300","3000"
"Eq_Option_Group_R_0002","Eq_Option_Group_R","Defense","300","3000"
"Eq_Option_Group_R_0003","Eq_Option_Group_R","Stamina","300","4000"
"Eq_Option_Group_SR_0004","Eq_Option_Group_SR","Attack","600","3000"
"Eq_Option_Group_SR_0005","Eq_Option_Group_SR","Defense","600","3000"
"Eq_Option_Group_SR_0006","Eq_Option_Group_SR","Stamina","600","4000"
"Eq_Option_Group_SSR_0007","Eq_Option_Group_SSR","Attack","900","3000"
"Eq_Option_Group_SSR_0008","Eq_Option_Group_SSR","Defense","900","3000"
"Eq_Option_Group_SSR_0009","Eq_Option_Group_SSR","Stamina","900","4000"
"Eq_Option_Group_UR_0010","Eq_Option_Group_UR","Attack","1200","3000"
"Eq_Option_Group_UR_0011","Eq_Option_Group_UR","Defense","1200","3000"
"Eq_Option_Group_UR_0012","Eq_Option_Group_UR","Stamina","1200","4000"
"Eq_Option_Group_LR_0013","Eq_Option_Group_LR","Attack","1500","3000"
"Eq_Option_Group_LR_0014","Eq_Option_Group_LR","Defense","1500","3000"
"Eq_Option_Group_LR_0015","Eq_Option_Group_LR","Stamina","1500","4000"
