"Prologue_C024","Mon_024_Prologue","","1","1","1","1","1","","","","","",""
"Prologue_C591","Mon_591_Prologue","","1","1","1","1","1","","","","","",""
"Prologue_C025","Mon_025_Prologue","","1","1","1","1","1","","","","","",""
"Prologue_C525","Mon_525_Prologue","","1","1","1","1","1","","","","","",""
"Prologue_C537","Mon_537_Prologue","","1","1","1","1","1","","","","","",""
"Prologue_C021","Mon_021_Prologue","FinalBoss","1","1","1","1","1","","","","","",""
"CH1_F_C027G_G1","Mon_027G_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C027G_G1_01","Mon_027G_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C027G_G1_02","Mon_027G_CH1","","1","1","1","2","1","","","","","",""
"CH1_F_C027G_G1_03","Mon_027G_CH1","","1","1","1","3","1","","","","","",""
"CH1_F_C027G_G1_04","Mon_027G_CH1","","1","1","1","4","1","","","","","",""
"CH1_F_C027G_G1_05","Mon_027G_CH1","","1","1","1","5","1","","","","","",""
"CH1_F_C027R_G1","Mon_027R_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C027R_G1_01","Mon_027R_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C027R_G1_02","Mon_027R_CH1","","1","1","1","2","1","","","","","",""
"CH1_F_C027R_G1_03","Mon_027R_CH1","","1","1","1","3","1","","","","","",""
"CH1_F_C027R_G1_04","Mon_027R_CH1","","1","1","1","4","1","","","","","",""
"CH1_F_C027R_G1_05","Mon_027R_CH1","","1","1","1","5","1","","","","","",""
"CH1_F_C045R_G1","Mon_045R_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C045R_G1_01","Mon_045R_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C045R_G1_02","Mon_045R_CH1","","1","1","1","2","1","","","","","",""
"CH1_F_C045R_G1_03","Mon_045R_CH1","","1","1","1","3","1","","","","","",""
"CH1_F_C045R_G1_04","Mon_045R_CH1","","1","1","1","4","1","","","","","",""
"CH1_F_C045R_G1_05","Mon_045R_CH1","","1","1","1","5","1","","","","","",""
"CH1_F_C024G_G1","Mon_024G_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C024G_G1_01","Mon_024G_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C024G_G1_02","Mon_024G_CH1","","1","1","1","2","1","","","","","",""
"CH1_F_C024G_G1_03","Mon_024G_CH1","","1","1","1","3","1","","","","","",""
"CH1_F_C024G_G1_04","Mon_024G_CH1","","1","1","1","4","1","","","","","",""
"CH1_F_C024G_G1_05","Mon_024G_CH1","","1","1","1","5","1","","","","","",""
"CH1_F_C030B_G1","Mon_030B_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C030B_G1_01","Mon_030B_CH1","","1","1","1","1","1","","","","","",""
"CH1_F_C030B_G1_02","Mon_030B_CH1","","1","1","1","2","1","","","","","",""
"CH1_F_C030B_G1_03","Mon_030B_CH1","","1","1","1","3","1","","","","","",""
"CH1_F_C030B_G1_04","Mon_030B_CH1","","1","1","1","4","1","","","","","",""
"CH1_F_C030B_G1_05","Mon_030B_CH1","","1","1","1","5","1","","","","","",""
"CH1_M_C528G_G1","Mon_528G_CH1","","1","1","1","1","1","","","","","",""
"CH1_M_C528G_G1_01","Mon_528G_CH1","","1","1","1","1","1","","","","","",""
"CH1_M_C528G_G1_02","Mon_528G_CH1","","1","1","1","2","1","","","","","",""
"CH1_M_C528G_G1_03","Mon_528G_CH1","","1","1","1","3","1","","","","","",""
"CH1_M_C528G_G1_04","Mon_528G_CH1","","1","1","1","4","1","","","","","",""
"CH1_M_C528G_G1_05","Mon_528G_CH1","","1","1","1","5","1","","","","","",""
"CH1_M_C046G_G1","Mon_046G_CH1","","1","1","1","1","1","","","","","",""
"CH1_M_C046G_G1_01","Mon_046G_CH1","","1","1","1","1","1","","","","","",""
"CH1_M_C046G_G1_02","Mon_046G_CH1","","1","1","1","2","1","","","","","",""
