"Album_M_Part1_2","Main","Story_Main_1","Memorial","","Memorial_Intro_MeetDorothy01","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Common_004_01.png","None","",""
"Album_M_Part1_7","Main","Story_Main_1","Movie","","Video_Summon_2","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Gacha.png","None","",""
"Album_M_Prologue_1","Main","Story_Main_1","Memorial","","Memorial_Intro_DrothyDm01_1","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Liberation.png","None","",""
"Album_M_Part1_6","Main","Story_Main_1","Image","View","Assets/Data/Illust/Story_43_Common_100_01.png","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Common_100_01.png","EpisodeClear","Episode_M_001_06","Str_UI_Album_M_001_06_UnLock"
"Album_M_Part1_9","Main","Story_Main_1","Image","View","Assets/Data/Illust/Story_43_Common_102_01.png","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Common_102_01.png","EpisodeClear","Episode_M_001_09","Str_UI_Album_M_001_09_UnLock"
"Album_M_Part1_10","Main","Story_Main_1","Image","View","Assets/Data/Illust/Story_43_Common_101_01.png","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Common_101_01.png","EpisodeClear","Episode_M_001_10","Str_UI_Album_M_001_10_UnLock"
"Album_M_Part1_Epilogue","Main","Story_Main_1","Image","View","Assets/Data/Illust/Story_43_Common_106_01.png","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Common_106_01.png","EpisodeClear","Episode_M_001_Epilogue","Str_UI_Album_M_001_Epilogue_UnLock"
"Album_M_Part2_5","Main","Story_Main_2","Image","View","Assets/Data/Illust/Story_43_Common_103_01.png","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Common_103_01.png","EpisodeClear","Episode_M_002_05","Str_UI_Album_M_002_05_UnLock"
"Album_M_Part3_10","Main","Story_Main_3","Image","View","Assets/Data/Illust/Story_43_Common_104_01.png","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Common_104_01.png","EpisodeClear","Episode_M_003_10","Str_UI_Album_M_003_10_UnLock"
"Album_M_Part4_9","Main","Story_Main_4","Image","View","Assets/Data/Illust/Story_43_Common_105_01.png","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Common_105_01.png","EpisodeClear","Episode_M_004_09","Str_UI_Album_M_004_09_UnLock"
"Album_C_Dorothy_2","Hero","Char_001_S01_B","Memorial","","Memorial_CAM001_S01B_1","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Dorothy_001.png","EpisodeClear","Episode_C_001_S01_1","Str_UI_Album_C_001_S01_1_UnLock"
"Album_C_Dorothy_3","Hero","Char_001_S01_B","Memorial","","Memorial_CAM001_S01B_2","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Dorothy_002.png","EpisodeClear","Episode_C_001_S01_4","Str_UI_Album_C_001_S01_4_UnLock"
"Album_C_Rygar_1","Hero","Char_002_S01_R","Image","Feed","Assets/Data/Illust/Story_21_Rygar_002.png","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Rygar_002.png","EpisodeClear","Episode_C_002_S01_3","Str_UI_Album_C_002_S01_3_UnLock"
"Album_C_Rygar_2","Hero","Char_002_S01_R","Memorial","","Memorial_CAM002_S01R_1","Assets/Data/Content/Mirrorgram/Sprite/Album_Thumb_Rygar_001.png","EpisodeClear","Episode_C_002_S01_4","Str_UI_Album_C_002_S01_4_UnLock"
