"Message_Char_101_S01_B_0001","Account_Char_101","FriendshipLv","Friendship_Char_101_S01_B_Lv_2","1","False"
"Message_Char_101_S01_B_0002","Account_Char_101","FriendshipLv","Friendship_Char_101_S01_B_Lv_5","2","False"
"Message_Char_101_S01_B_0003","Account_Char_101","FriendshipLv","Friendship_Char_101_S01_B_Lv_8","3","False"
"Message_Char_101_S01_B_0004","Account_Char_101","FriendshipLv","Friendship_Char_101_S01_B_Lv_12","4","True"
"Message_Char_010_S01_B_0001","Account_Char_010","FriendshipLv","Friendship_Char_010_S01_B_Lv_2","1","False"
"Message_Char_010_S01_B_0002","Account_Char_010","FriendshipLv","Friendship_Char_010_S01_B_Lv_5","2","False"
"Message_Char_010_S01_B_0003","Account_Char_010","FriendshipLv","Friendship_Char_010_S01_B_Lv_8","3","False"
"Message_Char_010_S01_B_0004","Account_Char_010","FriendshipLv","Friendship_Char_010_S01_B_Lv_12","4","True"
"Message_Char_007_S01_D_0001","Account_Char_007","FriendshipLv","Friendship_Char_007_S01_D_Lv_2","1","False"
"Message_Char_007_S01_D_0002","Account_Char_007","FriendshipLv","Friendship_Char_007_S01_D_Lv_5","2","False"
"Message_Char_007_S01_D_0003","Account_Char_007","FriendshipLv","Friendship_Char_007_S01_D_Lv_8","3","False"
"Message_Char_007_S01_D_0004","Account_Char_007","FriendshipLv","Friendship_Char_007_S01_D_Lv_12","4","True"
"Message_Char_085_S01_B_0001","Account_Char_085","FriendshipLv","Friendship_Char_085_S01_B_Lv_2","1","False"
"Message_Char_085_S01_B_0002","Account_Char_085","FriendshipLv","Friendship_Char_085_S01_B_Lv_5","2","False"
"Message_Char_085_S01_B_0003","Account_Char_085","FriendshipLv","Friendship_Char_085_S01_B_Lv_8","3","False"
"Message_Char_085_S01_B_0004","Account_Char_085","FriendshipLv","Friendship_Char_085_S01_B_Lv_12","4","True"
"Message_Char_100_S01_G_0001","Account_Char_100","FriendshipLv","Friendship_Char_100_S01_G_Lv_2","1","False"
"Message_Char_100_S01_G_0002","Account_Char_100","FriendshipLv","Friendship_Char_100_S01_G_Lv_5","2","False"
"Message_Char_100_S01_G_0003","Account_Char_100","FriendshipLv","Friendship_Char_100_S01_G_Lv_8","3","False"
"Message_Char_100_S01_G_0004","Account_Char_100","FriendshipLv","Friendship_Char_100_S01_G_Lv_12","4","True"
"Message_Char_037_S01_L_0001","Account_Char_037","FriendshipLv","Friendship_Char_037_S01_L_Lv_2","1","False"
"Message_Char_037_S01_L_0002","Account_Char_037","FriendshipLv","Friendship_Char_037_S01_L_Lv_5","2","False"
"Message_Char_037_S01_L_0003","Account_Char_037","FriendshipLv","Friendship_Char_037_S01_L_Lv_8","3","False"
"Message_Char_037_S01_L_0004","Account_Char_037","FriendshipLv","Friendship_Char_037_S01_L_Lv_12","4","True"
"Message_Char_089_S01_D_0001","Account_Char_089","FriendshipLv","Friendship_Char_089_S01_D_Lv_2","1","False"
"Message_Char_089_S01_D_0002","Account_Char_089","FriendshipLv","Friendship_Char_089_S01_D_Lv_5","2","False"
"Message_Char_089_S01_D_0003","Account_Char_089","FriendshipLv","Friendship_Char_089_S01_D_Lv_8","3","False"
"Message_Char_089_S01_D_0004","Account_Char_089","FriendshipLv","Friendship_Char_089_S01_D_Lv_12","4","True"
"Message_Char_001_S01_B_0001","Account_Char_001","None","","1","False"
"Message_Char_001_S01_B_0002","Account_Char_001","FriendshipLv","Friendship_Char_001_S01_B_Lv_5","2","False"
"Message_Char_001_S01_B_0003","Account_Char_001","FriendshipLv","Friendship_Char_001_S01_B_Lv_8","3","False"
"Message_Char_001_S01_B_0004","Account_Char_001","FriendshipLv","Friendship_Char_001_S01_B_Lv_12","4","True"
"Message_Char_002_S01_R_0001","Account_Char_002","FriendshipLv","Friendship_Char_002_S01_R_Lv_2","1","False"
"Message_Char_002_S01_R_0002","Account_Char_002","FriendshipLv","Friendship_Char_002_S01_R_Lv_5","2","False"
"Message_Char_002_S01_R_0003","Account_Char_002","FriendshipLv","Friendship_Char_002_S01_R_Lv_8","3","False"
"Message_Char_002_S01_R_0004","Account_Char_002","FriendshipLv","Friendship_Char_002_S01_R_Lv_12","4","True"
"Message_Char_105_S01_B_0001","Account_Char_105","FriendshipLv","Friendship_Char_105_S01_B_Lv_2","1","False"
"Message_Char_105_S01_B_0002","Account_Char_105","FriendshipLv","Friendship_Char_105_S01_B_Lv_5","2","False"
"Message_Char_105_S01_B_0003","Account_Char_105","FriendshipLv","Friendship_Char_105_S01_B_Lv_8","3","False"
"Message_Char_105_S01_B_0004","Account_Char_105","FriendshipLv","Friendship_Char_105_S01_B_Lv_12","4","True"
"Message_Char_078_S01_R_0001","Account_Char_078","FriendshipLv","Friendship_Char_078_S01_R_Lv_2","1","False"
"Message_Char_078_S01_R_0002","Account_Char_078","FriendshipLv","Friendship_Char_078_S01_R_Lv_5","2","False"
"Message_Char_078_S01_R_0003","Account_Char_078","FriendshipLv","Friendship_Char_078_S01_R_Lv_8","3","False"
"Message_Char_078_S01_R_0004","Account_Char_078","FriendshipLv","Friendship_Char_078_S01_R_Lv_12","4","True"
"Message_Char_051_S01_B_0001","Account_Char_051","FriendshipLv","Friendship_Char_051_S01_B_Lv_2","1","False"
"Message_Char_051_S01_B_0002","Account_Char_051","FriendshipLv","Friendship_Char_051_S01_B_Lv_5","2","False"
"Message_Char_051_S01_B_0003","Account_Char_051","FriendshipLv","Friendship_Char_051_S01_B_Lv_8","3","False"
"Message_Char_051_S01_B_0004","Account_Char_051","FriendshipLv","Friendship_Char_051_S01_B_Lv_12","4","True"
"Message_Char_083_S01_B_0001","Account_Char_083","FriendshipLv","Friendship_Char_083_S01_B_Lv_2","1","False"
"Message_Char_083_S01_B_0002","Account_Char_083","FriendshipLv","Friendship_Char_083_S01_B_Lv_5","2","False"
"Message_Char_083_S01_B_0003","Account_Char_083","FriendshipLv","Friendship_Char_083_S01_B_Lv_8","3","False"
"Message_Char_083_S01_B_0004","Account_Char_083","FriendshipLv","Friendship_Char_083_S01_B_Lv_12","4","True"
