"Story_Main_1","MainStory","","1","Str_M_Act_1_Ch_1_Title","Str_M_Act_1_Ch_1_Overview","Assets/Data/Content/Story/StoryBg/Main_Bg_1.png","Assets/Data/Content/Story/StoryBg/Main_Bg_1_EP.png","InOrder",
"Story_Main_2","MainStory","","2","Str_M_Act_1_Ch_2_Title","Str_M_Act_1_Ch_2_Overview","Assets/Data/Content/Story/StoryBg/Main_Bg_2.png","Assets/Data/Content/Story/StoryBg/Main_Bg_2_EP.png","InOrder",
"Story_Main_3","MainStory","","3","Str_M_Act_1_Ch_3_Title","Str_M_Act_1_Ch_3_Overview","Assets/Data/Content/Story/StoryBg/Main_Bg_3.png","Assets/Data/Content/Story/StoryBg/Main_Bg_3.png","InOrder",
"Story_Main_4","MainStory","","4","Str_M_Act_1_Ch_4_Title","Str_M_Act_1_Ch_4_Overview","Assets/Data/Content/Story/StoryBg/Main_Bg_4.png","Assets/Data/Content/Story/StoryBg/Main_Bg_4.png","InOrder",
"Story_Main_5","MainStory","","5","Str_M_Act_1_Ch_5_Title","Str_M_Act_1_Ch_5_Overview","Assets/Data/Content/Story/StoryBg/Main_Bg_5.png","Assets/Data/Content/Story/StoryBg/Main_Bg_5.png","InOrder",
"Story_Char_001_S01_B","CharacterStory","Char_001_S01_B","","","Str_C_Char_001_S01_B_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_001_01.png","InOrder",
"Story_Char_002_S01_R","CharacterStory","Char_002_S01_R","","","Str_C_Char_002_S01_R_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_005_01.png","InOrder",
"Story_Char_003_S01_B","CharacterStory","Char_003_S01_B","","","Str_C_Char_003_S01_B_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_001_03.png","InOrder",
"Story_Char_007_S01_D","CharacterStory","Char_007_S01_D","","","Str_C_Char_007_S01_D_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_015_01.png","InOrder",
"Story_Char_010_S01_B","CharacterStory","Char_010_S01_B","","","Str_C_Char_010_S01_B_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_009_02.png","InOrder",
"Story_Char_037_S01_L","CharacterStory","Char_037_S01_L","","","Str_C_Char_037_S01_L_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_001_03.png","InOrder",
"Story_Char_078_S01_R","CharacterStory","Char_078_S01_R","","","Str_C_Char_078_S01_R_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_019_01.png","InOrder",
"Story_Char_080_S01_G","CharacterStory","Char_080_S01_G","","","Str_C_Char_080_S01_G_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_033_01.png","InOrder",
"Story_Char_085_S01_B","CharacterStory","Char_085_S01_B","","","Str_C_Char_085_S01_B_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_014_01.png","InOrder",
"Story_Char_089_S01_D","CharacterStory","Char_089_S01_D","","","Str_C_Char_089_S01_D_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_018_01.png","InOrder",
"Story_Char_100_S01_G","CharacterStory","Char_100_S01_G","","","Str_C_Char_100_S01_G_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_006_01.png","InOrder",
"Story_Char_101_S01_B","CharacterStory","Char_101_S01_B","","","Str_C_Char_101_S01_B_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_008_01.png","InOrder",
"Story_Char_103_S01_G","CharacterStory","Char_103_S01_G","","","Str_C_Char_103_S01_G_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_021_01.png","InOrder",
"Story_Char_064_S01_R","CharacterStory","Char_064_S01_R","","","Str_C_Char_064_S01_R_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_016_01.png","InOrder",
"Story_Char_066_S01_B","CharacterStory","Char_066_S01_B","","","Str_C_Char_066_S01_B_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_020_01.png","InOrder",
"Story_Char_034_S01_B","CharacterStory","Char_034_S01_B","","","Str_C_Char_034_S01_B_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_030_01.png","InOrder",
"Story_Char_083_S01_B","CharacterStory","Char_083_S01_B","","","Str_C_Char_083_S01_B_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_031_01.png","InOrder",
"Story_Char_077_S01_G","CharacterStory","Char_077_S01_G","","","Str_C_Char_077_S01_G_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_003_01.png","InOrder",
"Story_Char_014_S01_D","CharacterStory","Char_014_S01_D","","","Str_C_Char_014_S01_D_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_017_01.png","InOrder",
"Story_Char_040_S01_R","CharacterStory","Char_040_S01_R","","","Str_C_Char_040_S01_R_Overview","","Assets/Data/Content/Dialogue/Sprite/Story_Bg_037_01.png","InOrder",
