"MissionGroup_All","Mission","MissionAll","","Str_UI_MissionGroup_All"
"MissionGroup_Daily","Mission","MissionDaily","","Str_UI_MissionGroup_Daily"
"MissionGroup_Weekly","Mission","MissionWeekly","","Str_UI_MissionGroup_Weekly"
"MissionGroup_Achievement","Mission","MissionAchievement","","Str_UI_MissionGroup_Achievement"
"MissionGroup_UserTitle","UserTitle","UserTitle","",""
"MissionGroup_EventAdventure_001","EventAdventure","EventAdventure","EventAdventure_001",""
"MissionGroup_Castle_2Rank","CastleRankUp","CastleRankUp","",""
"MissionGroup_Castle_3Rank","CastleRankUp","CastleRankUp","",""
"MissionGroup_Castle_4Rank","CastleRankUp","CastleRankUp","",""
"MissionGroup_Castle_5Rank","CastleRankUp","CastleRankUp","",""
"MissionGroup_Castle_6Rank","CastleRankUp","CastleRankUp","",""
"MissionGroup_Castle_7Rank","CastleRankUp","CastleRankUp","",""
"MissionGroup_Castle_8Rank","CastleRankUp","CastleRankUp","",""
"MissionGroup_Castle_9Rank","CastleRankUp","CastleRankUp","",""
"MissionGroup_Castle_10Rank","CastleRankUp","CastleRankUp","",""
