"StepUpRewardA_01","StepUpRewardGroup","1","StepUpA"
"StepUpRewardA_02","StepUpRewardGroup","2","StepUpB"
"StepUpRewardA_03","StepUpRewardGroup","3","StepUpC"
"StepUpRewardA_04","StepUpRewardGroup","4","StepUpD"
"StepUpRewardA_05","StepUpRewardGroup","5","StepUpE"
"StepUpRewardA_06","StepUpRewardGroup","6","StepUpF"
"StepUpRewardA_07","StepUpRewardGroup","7","StepUpG"
"StepUpNewUserRewardGroup_01","StepUpNewUserRewardGroup","1","StepUpNewUserA"
"StepUpNewUserRewardGroup_02","StepUpNewUserRewardGroup","2","StepUpNewUserB"
"StepUpNewUserRewardGroup_03","StepUpNewUserRewardGroup","3","StepUpNewUserC"
