"RewardPackage_Test_1","RewardPackage_Test_Group_1","Fixed","Test_RewardFixed_Id"
"RewardPackage_Test_2","RewardPackage_Test_Group_2","Fixed","Test_RewardFixed_Id_1"
"RewardPackage_Summon_Id_1","RewardPackage_Summon_Group_Id_1","Rate","RewardRate_Summon_Group_Id_1"
"RewardPackage_Equip_Disassemble_1","RewardPackage_Equip_Disassemble_Group_Id_1","Fixed","RewardFixed_Equip_Disassemble_1"
"RewardPackage_Equip_Disassemble_2","RewardPackage_Equip_Disassemble_Group_Id_1","Fixed","RewardFixed_Equip_Disassemble_2"
"RewardPackage_Equip_Disassemble_3","RewardPackage_Equip_Disassemble_Group_Id_2","Fixed","RewardFixed_Equip_Disassemble_3"
"RewardPackage_Equip_Disassemble_4","RewardPackage_Equip_Disassemble_Group_Id_2","Fixed","RewardFixed_Equip_Disassemble_4"
"RewardPackage_Equip_Disassemble_5","RewardPackage_Equip_Disassemble_Group_Id_3","Fixed","RewardFixed_Equip_Disassemble_5"
"RewardPackage_Equip_Disassemble_6","RewardPackage_Equip_Disassemble_Group_Id_3","Fixed","RewardFixed_Equip_Disassemble_6"
"RewardPackage_Equip_Disassemble_7","RewardPackage_Equip_Disassemble_Group_Id_4","Fixed","RewardFixed_Equip_Disassemble_7"
"RewardPackage_Equip_Disassemble_8","RewardPackage_Equip_Disassemble_Group_Id_4","Fixed","RewardFixed_Equip_Disassemble_8"
"RewardPackage_Equip_Disassemble_9","RewardPackage_Equip_Disassemble_Group_Id_5","Fixed","RewardFixed_Equip_Disassemble_9"
"RewardPackage_Equip_Disassemble_10","RewardPackage_Equip_Disassemble_Group_Id_5","Fixed","RewardFixed_Equip_Disassemble_10"
"RewardPackage_Equip_Disassemble_11","RewardPackage_Equip_Disassemble_Group_Id_6","Fixed","RewardFixed_Equip_Disassemble_11"
"RewardPackage_Equip_Disassemble_12","RewardPackage_Equip_Disassemble_Group_Id_6","Fixed","RewardFixed_Equip_Disassemble_12"
"RewardPackage_Equip_Disassemble_13","RewardPackage_Equip_Disassemble_Group_Id_7","Fixed","RewardFixed_Equip_Disassemble_13"
"RewardPackage_Equip_Disassemble_14","RewardPackage_Equip_Disassemble_Group_Id_7","Fixed","RewardFixed_Equip_Disassemble_14"
"RewardPackage_Equip_Disassemble_15","RewardPackage_Equip_Disassemble_Group_Id_8","Fixed","RewardFixed_Equip_Disassemble_15"
"RewardPackage_Equip_Disassemble_16","RewardPackage_Equip_Disassemble_Group_Id_8","Fixed","RewardFixed_Equip_Disassemble_16"
"RewardPackage_Equip_Disassemble_17","RewardPackage_Equip_Disassemble_Group_Id_9","Fixed","RewardFixed_Equip_Disassemble_17"
"RewardPackage_Equip_Disassemble_18","RewardPackage_Equip_Disassemble_Group_Id_9","Fixed","RewardFixed_Equip_Disassemble_18"
"RewardPackage_Equip_Disassemble_19","RewardPackage_Equip_Disassemble_Group_Id_10","Fixed","RewardFixed_Equip_Disassemble_19"
"RewardPackage_Equip_Disassemble_20","RewardPackage_Equip_Disassemble_Group_Id_10","Fixed","RewardFixed_Equip_Disassemble_20"
"RewardPackage_Equip_Disassemble_21","RewardPackage_Equip_Disassemble_Group_Id_11","Fixed","RewardFixed_Equip_Disassemble_21"
"RewardPackage_Equip_Disassemble_22","RewardPackage_Equip_Disassemble_Group_Id_11","Fixed","RewardFixed_Equip_Disassemble_22"
"RewardPackage_Equip_Disassemble_23","RewardPackage_Equip_Disassemble_Group_Id_12","Fixed","RewardFixed_Equip_Disassemble_23"
"RewardPackage_Equip_Disassemble_24","RewardPackage_Equip_Disassemble_Group_Id_12","Fixed","RewardFixed_Equip_Disassemble_24"
"RewardPackage_Equip_Disassemble_25","RewardPackage_Equip_Disassemble_Group_Id_13","Fixed","RewardFixed_Equip_Disassemble_25"
"RewardPackage_Equip_Disassemble_26","RewardPackage_Equip_Disassemble_Group_Id_13","Fixed","RewardFixed_Equip_Disassemble_26"
"RewardPackage_Equip_Disassemble_27","RewardPackage_Equip_Disassemble_Group_Id_14","Fixed","RewardFixed_Equip_Disassemble_27"
"RewardPackage_Equip_Disassemble_28","RewardPackage_Equip_Disassemble_Group_Id_14","Fixed","RewardFixed_Equip_Disassemble_28"
"RewardPackage_Equip_Disassemble_29","RewardPackage_Equip_Disassemble_Group_Id_15","Fixed","RewardFixed_Equip_Disassemble_29"
"RewardPackage_Equip_Disassemble_30","RewardPackage_Equip_Disassemble_Group_Id_15","Fixed","RewardFixed_Equip_Disassemble_30"
"RewardPackage_Equip_Enh_Disassemble_1","RewardPackage_Equip_Enh_Disassemble_Group_Id_1","Fixed","RewardFixed_Equip_Enh_Disassemble_1"
"RewardPackage_Equip_Enh_Disassemble_2","RewardPackage_Equip_Enh_Disassemble_Group_Id_1","Fixed","RewardFixed_Equip_Enh_Disassemble_2"
"RewardPackage_Equip_Enh_Disassemble_3","RewardPackage_Equip_Enh_Disassemble_Group_Id_2","Fixed","RewardFixed_Equip_Enh_Disassemble_3"
"RewardPackage_Equip_Enh_Disassemble_4","RewardPackage_Equip_Enh_Disassemble_Group_Id_2","Fixed","RewardFixed_Equip_Enh_Disassemble_4"
"RewardPackage_Equip_Enh_Disassemble_5","RewardPackage_Equip_Enh_Disassemble_Group_Id_3","Fixed","RewardFixed_Equip_Enh_Disassemble_5"
"RewardPackage_Equip_Enh_Disassemble_6","RewardPackage_Equip_Enh_Disassemble_Group_Id_3","Fixed","RewardFixed_Equip_Enh_Disassemble_6"
"RewardPackage_Equip_Enh_Disassemble_7","RewardPackage_Equip_Enh_Disassemble_Group_Id_4","Fixed","RewardFixed_Equip_Enh_Disassemble_7"
"RewardPackage_Equip_Enh_Disassemble_8","RewardPackage_Equip_Enh_Disassemble_Group_Id_4","Fixed","RewardFixed_Equip_Enh_Disassemble_8"
"RewardPackage_Equip_Enh_Disassemble_9","RewardPackage_Equip_Enh_Disassemble_Group_Id_5","Fixed","RewardFixed_Equip_Enh_Disassemble_9"
"RewardPackage_Equip_Enh_Disassemble_10","RewardPackage_Equip_Enh_Disassemble_Group_Id_5","Fixed","RewardFixed_Equip_Enh_Disassemble_10"
"RewardPackage_Equip_Enh_Disassemble_11","RewardPackage_Equip_Enh_Disassemble_Group_Id_6","Fixed","RewardFixed_Equip_Enh_Disassemble_11"
"RewardPackage_Equip_Enh_Disassemble_12","RewardPackage_Equip_Enh_Disassemble_Group_Id_6","Fixed","RewardFixed_Equip_Enh_Disassemble_12"
"RewardPackage_Equip_Enh_Disassemble_13","RewardPackage_Equip_Enh_Disassemble_Group_Id_7","Fixed","RewardFixed_Equip_Enh_Disassemble_13"
"RewardPackage_Equip_Enh_Disassemble_14","RewardPackage_Equip_Enh_Disassemble_Group_Id_7","Fixed","RewardFixed_Equip_Enh_Disassemble_14"
"RewardPackage_Equip_Enh_Disassemble_15","RewardPackage_Equip_Enh_Disassemble_Group_Id_8","Fixed","RewardFixed_Equip_Enh_Disassemble_15"
"RewardPackage_Equip_Enh_Disassemble_16","RewardPackage_Equip_Enh_Disassemble_Group_Id_8","Fixed","RewardFixed_Equip_Enh_Disassemble_16"
"RewardPackage_Equip_Enh_Disassemble_17","RewardPackage_Equip_Enh_Disassemble_Group_Id_9","Fixed","RewardFixed_Equip_Enh_Disassemble_17"
"RewardPackage_Equip_Enh_Disassemble_18","RewardPackage_Equip_Enh_Disassemble_Group_Id_9","Fixed","RewardFixed_Equip_Enh_Disassemble_18"
"RewardPackage_Equip_Enh_Disassemble_19","RewardPackage_Equip_Enh_Disassemble_Group_Id_10","Fixed","RewardFixed_Equip_Enh_Disassemble_19"
"RewardPackage_Equip_Enh_Disassemble_20","RewardPackage_Equip_Enh_Disassemble_Group_Id_10","Fixed","RewardFixed_Equip_Enh_Disassemble_20"
"RewardPackage_Equip_Enh_Disassemble_21","RewardPackage_Equip_Enh_Disassemble_Group_Id_11","Fixed","RewardFixed_Equip_Enh_Disassemble_21"
"RewardPackage_Equip_Enh_Disassemble_22","RewardPackage_Equip_Enh_Disassemble_Group_Id_11","Fixed","RewardFixed_Equip_Enh_Disassemble_22"
"RewardPackage_Equip_Enh_Disassemble_23","RewardPackage_Equip_Enh_Disassemble_Group_Id_12","Fixed","RewardFixed_Equip_Enh_Disassemble_23"
"RewardPackage_Equip_Enh_Disassemble_24","RewardPackage_Equip_Enh_Disassemble_Group_Id_12","Fixed","RewardFixed_Equip_Enh_Disassemble_24"
"RewardPackage_Equip_Enh_Disassemble_25","RewardPackage_Equip_Enh_Disassemble_Group_Id_13","Fixed","RewardFixed_Equip_Enh_Disassemble_25"
