"RankReward_01","RankReward","1","Coin_TaleStone","400"
"RankReward_02","RankReward","2","Coin_TaleStone","300"
"RankReward_03","RankReward","3","Coin_TaleStone","200"
"RankReward_04","RankReward","4","Coin_TaleStone","150"
"RankReward_05","RankReward","5","Coin_TaleStone","150"
"RankReward_06","RankReward","6","Coin_TaleStone","150"
"RankReward_07","RankReward","7","Coin_TaleStone","150"
"RankReward_08","RankReward","8","Coin_TaleStone","150"
"RankReward_09","RankReward","9","Coin_TaleStone","150"
"RankReward_10","RankReward","10","Coin_TaleStone","150"
"RankReward_11","RankReward","20","Coin_TaleStone","150"
"RankReward_12","RankReward","30","Coin_TaleStone","150"
"RankReward_13","RankReward","40","Coin_TaleStone","150"
"RankReward_14","RankReward","50","Coin_TaleStone","150"
"RankReward_15","RankReward","60","Coin_TaleStone","150"
"RankReward_16","RankReward","70","Coin_TaleStone","150"
"RankReward_17","RankReward","80","Coin_TaleStone","150"
"RankReward_18","RankReward","90","Coin_TaleStone","150"
"RankReward_19","RankReward","100","Coin_TaleStone","100"
"RankReward_20","RankReward","200","Coin_TaleStone","100"
"RankReward_21","RankReward","300","Coin_TaleStone","100"
"RankReward_22","RankReward","400","Coin_TaleStone","100"
"RankReward_23","RankReward","500","Coin_TaleStone","100"
"RankReward_24","RankReward","600","Coin_TaleStone","100"
"RankReward_25","RankReward","700","Coin_TaleStone","100"
"RankReward_26","RankReward","800","Coin_TaleStone","100"
"RankReward_27","RankReward","900","Coin_TaleStone","100"
"RankReward_28","RankReward","1000","Coin_TaleStone","100"
"RankReward_29","RankReward","1100","Coin_TaleStone","60"
"RankReward_30","RankReward","1200","Coin_TaleStone","60"
"RankReward_31","RankReward","1300","Coin_TaleStone","60"
"RankReward_32","RankReward","1400","Coin_TaleStone","60"
"RankReward_33","RankReward","1500","Coin_TaleStone","60"
"RankReward_34","RankReward","1600","Coin_TaleStone","60"
"RankReward_35","RankReward","1700","Coin_TaleStone","60"
"RankReward_36","RankReward","1800","Coin_TaleStone","60"
