"BattlePassReward_A_01","BattlePassReward_A_Group","1","0","0","Point_Gold","50000","Point_Gold","100000","",""
"BattlePassReward_A_02","BattlePassReward_A_Group","2","5","50","Item_Material_HeroExp_01","5","Item_Material_HeroExp_02","5","",""
"BattlePassReward_A_03","BattlePassReward_A_Group","3","5","50","Item_Material_EquipExp_01","5","Item_Material_EquipExp_02","5","",""
"BattlePassReward_A_04","BattlePassReward_A_Group","4","5","50","Item_Material_SkillLvUp_Common","10","Item_Material_SkillLvUp_Common","20","",""
"BattlePassReward_A_05","BattlePassReward_A_Group","5","5","50","Item_UsableRandomBox_SkillLvUp_Class_01","5","Item_UsableRandomBox_SkillLvUp_Class_01","10","",""
"BattlePassReward_A_06","BattlePassReward_A_Group","6","5","50","Item_UsableRandomBox_SkillLvUp_01","2","Item_UsableRandomBox_SkillLvUp_01","4","",""
"BattlePassReward_A_07","BattlePassReward_A_Group","7","5","50","Item_WSkill_LvUp","10","Item_WSkill_LvUp","20","",""
"BattlePassReward_A_08","BattlePassReward_A_Group","8","5","50","Item_RandomBox_EquipBox_Level1","10","Item_RandomBox_EquipBox_Level1","20","",""
"BattlePassReward_A_09","BattlePassReward_A_Group","9","5","50","Item_Coin_MemoryCoin","5","Item_Coin_MemoryCoin","10","",""
"BattlePassReward_A_10","BattlePassReward_A_Group","10","5","50","Item_UsableRandomBox_Gift_Normal","1","Item_UsableRandomBox_Gift_Normal","3","Item_Ticket_GachaTicket","1"
"BattlePassReward_A_11","BattlePassReward_A_Group","11","6","60","Point_Gold","50000","Point_Gold","100000","",""
"BattlePassReward_A_12","BattlePassReward_A_Group","12","6","60","Item_Material_HeroExp_01","10","Item_Material_HeroExp_02","10","",""
"BattlePassReward_A_13","BattlePassReward_A_Group","13","6","60","Item_Material_EquipExp_01","10","Item_Material_EquipExp_02","10","",""
"BattlePassReward_A_14","BattlePassReward_A_Group","14","6","60","Item_Material_SkillLvUp_Common","20","Item_Material_SkillLvUp_Common","40","",""
"BattlePassReward_A_15","BattlePassReward_A_Group","15","6","60","Item_UsableRandomBox_SkillLvUp_Class_01","10","Item_UsableRandomBox_SkillLvUp_Class_01","20","",""
"BattlePassReward_A_16","BattlePassReward_A_Group","16","6","60","Item_UsableRandomBox_SkillLvUp_01","3","Item_UsableRandomBox_SkillLvUp_01","6","",""
"BattlePassReward_A_17","BattlePassReward_A_Group","17","6","60","Item_WSkill_LvUp","15","Item_WSkill_LvUp","30","",""
"BattlePassReward_A_18","BattlePassReward_A_Group","18","6","60","Item_RandomBox_EquipBox_Level1","10","Item_RandomBox_EquipBox_Level1","20","",""
"BattlePassReward_A_19","BattlePassReward_A_Group","19","6","60","Item_Coin_MemoryCoin","5","Item_Coin_MemoryCoin","10","",""
"BattlePassReward_A_20","BattlePassReward_A_Group","20","6","60","Item_UsableRandomBox_Gift_Normal","1","Item_UsableRandomBox_Gift_Normal","3","Item_Ticket_GachaTicket","1"
"BattlePassReward_A_21","BattlePassReward_A_Group","21","8","80","Point_Gold","50000","Point_Gold","100000","",""
"BattlePassReward_A_22","BattlePassReward_A_Group","22","8","80","Item_Material_HeroExp_02","5","Item_Material_HeroExp_03","5","",""
"BattlePassReward_A_23","BattlePassReward_A_Group","23","8","80","Item_Material_EquipExp_02","5","Item_Material_EquipExp_03","5","",""
"BattlePassReward_A_24","BattlePassReward_A_Group","24","8","80","Item_Material_SkillLvUp_Common","20","Item_Material_SkillLvUp_Common","40","",""
"BattlePassReward_A_25","BattlePassReward_A_Group","25","8","80","Item_UsableRandomBox_SkillLvUp_Class_01","10","Item_UsableRandomBox_SkillLvUp_Class_02","10","",""
"BattlePassReward_A_26","BattlePassReward_A_Group","26","8","80","Item_UsableRandomBox_SkillLvUp_01","2","Item_UsableRandomBox_SkillLvUp_02","4","",""
"BattlePassReward_A_27","BattlePassReward_A_Group","27","8","80","Item_WSkill_LvUp","20","Item_WSkill_LvUp","40","",""
"BattlePassReward_A_28","BattlePassReward_A_Group","28","8","80","Item_RandomBox_EquipBox_Level1","20","Item_RandomBox_EquipBox_Level2","40","",""
"BattlePassReward_A_29","BattlePassReward_A_Group","29","8","80","Item_Coin_MemoryCoin","5","Item_Coin_MemoryCoin","10","",""
"BattlePassReward_A_30","BattlePassReward_A_Group","30","8","80","Item_UsableRandomBox_Gift_Normal","1","Item_Material_HeroGradeUp_Char_003_S01_B","15","Item_Ticket_GachaTicket","3"
"BattlePassReward_A_31","BattlePassReward_A_Group","31","10","100","Point_Gold","50000","Point_Gold","100000","",""
"BattlePassReward_A_32","BattlePassReward_A_Group","32","10","100","Item_Material_HeroExp_02","10","Item_Material_HeroExp_03","10","",""
"BattlePassReward_A_33","BattlePassReward_A_Group","33","10","100","Item_Material_EquipExp_02","10","Item_Material_EquipExp_03","10","",""
"BattlePassReward_A_34","BattlePassReward_A_Group","34","10","100","Item_Material_SkillLvUp_Common","20","Item_Material_SkillLvUp_Common","40","",""
"BattlePassReward_A_35","BattlePassReward_A_Group","35","10","100","Item_UsableRandomBox_SkillLvUp_Class_02","10","Item_UsableRandomBox_SkillLvUp_Class_02","20","",""
"BattlePassReward_A_36","BattlePassReward_A_Group","36","10","100","Item_UsableRandomBox_SkillLvUp_02","3","Item_UsableRandomBox_SkillLvUp_02","6","",""
"BattlePassReward_A_37","BattlePassReward_A_Group","37","10","100","Item_WSkill_LvUp","20","Item_WSkill_LvUp","40","",""
"BattlePassReward_A_38","BattlePassReward_A_Group","38","10","100","Item_RandomBox_EquipBox_Level2","20","Item_RandomBox_EquipBox_Level2","40","",""
"BattlePassReward_A_39","BattlePassReward_A_Group","39","10","100","Item_Coin_MemoryCoin","5","Item_Coin_MemoryCoin","10","",""
"BattlePassReward_A_40","BattlePassReward_A_Group","40","10","100","Item_UsableRandomBox_Gift_Normal","1","Item_Material_HeroGradeUp_Char_003_S01_B","30","Item_Ticket_GachaTicket","5"
"BattlePassReward_A_41","BattlePassReward_A_Group","41","12","120","Point_Gold","50000","Point_Gold","100000","",""
"BattlePassReward_A_42","BattlePassReward_A_Group","42","12","120","Item_Material_HeroExp_03","5","Item_Material_HeroExp_03","5","",""
"BattlePassReward_A_43","BattlePassReward_A_Group","43","12","120","Item_Material_EquipExp_03","5","Item_Material_EquipExp_03","5","",""
"BattlePassReward_A_44","BattlePassReward_A_Group","44","12","120","Item_Material_SkillLvUp_Common","20","Item_Material_SkillLvUp_Common","40","",""
"BattlePassReward_A_45","BattlePassReward_A_Group","45","12","120","Item_UsableRandomBox_SkillLvUp_Class_02","10","Item_UsableRandomBox_SkillLvUp_Class_02","20","",""
"BattlePassReward_A_46","BattlePassReward_A_Group","46","14","140","Item_UsableRandomBox_SkillLvUp_02","3","Item_UsableRandomBox_SkillLvUp_02","6","",""
"BattlePassReward_A_47","BattlePassReward_A_Group","47","16","160","Item_WSkill_LvUp","20","Item_WSkill_LvUp","40","",""
"BattlePassReward_A_48","BattlePassReward_A_Group","48","18","180","Item_RandomBox_EquipBox_Level2","20","Item_RandomBox_EquipBox_Level2","40","",""
"BattlePassReward_A_49","BattlePassReward_A_Group","49","19","190","Item_Coin_MemoryCoin","10","Item_Coin_MemoryCoin","20","",""
"BattlePassReward_A_50","BattlePassReward_A_Group","50","20","200","Item_UsableRandomBox_Gift_Normal","1","Item_WSkill_BlueAtk_UnLock","1","Item_Ticket_TenRoll_GachaTicket","1"
