"Mission_Daily_001","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_010","MissionGroupCompleteCount","9","","Coin_TaleStone","20","Point_ArcanaCoin","100"
"Mission_Daily_002","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_001","LoginToday","1","","Point_AP","50","",""
"Mission_Daily_003","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_002","LoginTime","1","19","Point_AP","50","",""
"Mission_Daily_004","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_003","APBuyCount","1","","Point_Gold","20000","",""
"Mission_Daily_005","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_004","AdventureAllStageClearCount","10","","Item_Material_HeroExp_01","5","",""
"Mission_Daily_006","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_005","AdventureHardStageClearCount","3","","Item_Material_EquipExp_01","5","",""
"Mission_Daily_007","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_006","DungeonStageClearCount","3","","Item_Material_SkillLvUp_Common","3","",""
"Mission_Daily_008","MissionGroup_Daily","","","","Str_UI_DailyMission_KingdomInteractionCount","KingdomInteractionCount","1","","Point_Gold","10000","",""
"Mission_Daily_009","MissionGroup_Daily","","","","Str_UI_DailyMission_InviteHeroCount","InviteHeroCount","1","","Item_RandomBox_Schedule_1Lv","3","",""
"Mission_Daily_010","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_007","ArenaPlayCount","1","","Item_RandomBox_SkillLvUp_Attribute_01","2","",""
"Mission_Daily_011","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_008","ScheduleCompleteCount","2","","Item_WSkill_LvUp","3","",""
"Mission_Daily_012","MissionGroup_Daily","","","","Str_UI_Mission_AchievementList_0021","RuinsStageClearCount","2","","Item_RandomBox_Equip_02_03","3","",""
"Mission_Daily_013","MissionGroup_Daily","","","","Str_UI_Mission_DailyList_009","CoinShopBuyCount","1","","Point_ArcanaCoin","20","",""
"Mission_weekly_001","MissionGroup_Weekly","","","","Str_UI_Mission_WeeklyList_008","MissionGroupCompleteCount","7","","Coin_TaleStone","120","Point_ArcanaCoin","200"
"Mission_weekly_002","MissionGroup_Weekly","","","","Str_UI_Mission_weeklyList_001","LoginDateCount","5","","Point_AP","200","",""
"Mission_weekly_003","MissionGroup_Weekly","","","","Str_UI_Mission_DailyList_004","AdventureAllStageClearCount","50","","Item_Material_HeroExp_03","3","",""
"Mission_weekly_004","MissionGroup_Weekly","","","","Str_UI_Mission_DailyList_005","AdventureHardStageClearCount","15","","Item_Material_EquipExp_03","3","",""
"Mission_weekly_005","MissionGroup_Weekly","","","","Str_UI_Mission_DailyList_006","DungeonStageClearCount","20","","Item_Material_SkillLvUp_Common","10","",""
"Mission_weekly_006","MissionGroup_Weekly","","","","Str_UI_Mission_DailyList_007","ArenaPlayCount","10","","Item_RandomBox_SkillLvUp_Attribute_02","2","",""
"Mission_weekly_007","MissionGroup_Weekly","","","","Str_UI_DailyMission_InviteHeroCount","InviteHeroCount","5","","Item_RandomBox_SkillLvUp_Class_02","2","",""
"Mission_weekly_008","MissionGroup_Weekly","","","","Str_UI_Mission_DailyList_008","ScheduleCompleteCount","15","","Item_WSkill_LvUp","10","",""
"Mission_weekly_009","MissionGroup_Weekly","","","","Str_UI_Mission_AchievementList_0021","RuinsStageClearCount","15","","Item_RandomBox_Equip_02_03","3","",""
"Mission_weekly_010","MissionGroup_Weekly","","","","Str_UI_Mission_DailyList_009","CoinShopBuyCount","10","","Point_ArcanaCoin","50","",""
"Achievement_ReaderLv_01","MissionGroup_Achievement","ReaderLv","1","","Str_UI_Mission_AchievementList_0001","ReaderLv","2","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_02","MissionGroup_Achievement","ReaderLv","2","","Str_UI_Mission_AchievementList_0001","ReaderLv","3","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_03","MissionGroup_Achievement","ReaderLv","3","","Str_UI_Mission_AchievementList_0001","ReaderLv","4","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_04","MissionGroup_Achievement","ReaderLv","4","","Str_UI_Mission_AchievementList_0001","ReaderLv","5","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_05","MissionGroup_Achievement","ReaderLv","5","","Str_UI_Mission_AchievementList_0001","ReaderLv","6","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_06","MissionGroup_Achievement","ReaderLv","6","","Str_UI_Mission_AchievementList_0001","ReaderLv","7","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_07","MissionGroup_Achievement","ReaderLv","7","","Str_UI_Mission_AchievementList_0001","ReaderLv","8","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_08","MissionGroup_Achievement","ReaderLv","8","","Str_UI_Mission_AchievementList_0001","ReaderLv","9","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_09","MissionGroup_Achievement","ReaderLv","9","","Str_UI_Mission_AchievementList_0001","ReaderLv","10","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_10","MissionGroup_Achievement","ReaderLv","10","","Str_UI_Mission_AchievementList_0001","ReaderLv","11","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_11","MissionGroup_Achievement","ReaderLv","11","","Str_UI_Mission_AchievementList_0001","ReaderLv","12","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_12","MissionGroup_Achievement","ReaderLv","12","","Str_UI_Mission_AchievementList_0001","ReaderLv","13","","Coin_TaleStone","50","",""
"Achievement_ReaderLv_13","MissionGroup_Achievement","ReaderLv","13","","Str_UI_Mission_AchievementList_0001","ReaderLv","14","","Coin_TaleStone","50","",""
