"KingdomLucky_Normal_01","KingdomLucky_Group_Rank1","Normal","1","Point_Gold","1000","","","","","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_01","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_02","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_03","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_04","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_05"
"KingdomLucky_Good_01","KingdomLucky_Group_Rank1","Good","1","Point_Gold","5000","","","200","1","Str_UI_Kingdom_Obj_Lucky_Good_Desc_01","Str_UI_Kingdom_Obj_Lucky_Good_Desc_02","Str_UI_Kingdom_Obj_Lucky_Good_Desc_03","Str_UI_Kingdom_Obj_Lucky_Good_Desc_04","Str_UI_Kingdom_Obj_Lucky_Good_Desc_05"
"KingdomLucky_Great_01","KingdomLucky_Group_Rank1","Great","1","Point_Gold","10000","Coin_TaleStone","50","500","1","Str_UI_Kingdom_Obj_Lucky_Great_Desc_01","Str_UI_Kingdom_Obj_Lucky_Great_Desc_02","Str_UI_Kingdom_Obj_Lucky_Great_Desc_03","Str_UI_Kingdom_Obj_Lucky_Great_Desc_04","Str_UI_Kingdom_Obj_Lucky_Great_Desc_05"
"KingdomLucky_Normal_02","KingdomLucky_Group_Rank2","Normal","2","Point_Gold","2000","","","","","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_01","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_02","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_03","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_04","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_05"
"KingdomLucky_Good_02","KingdomLucky_Group_Rank2","Good","2","Point_Gold","10000","","","400","1","Str_UI_Kingdom_Obj_Lucky_Good_Desc_01","Str_UI_Kingdom_Obj_Lucky_Good_Desc_02","Str_UI_Kingdom_Obj_Lucky_Good_Desc_03","Str_UI_Kingdom_Obj_Lucky_Good_Desc_04","Str_UI_Kingdom_Obj_Lucky_Good_Desc_05"
"KingdomLucky_Great_02","KingdomLucky_Group_Rank2","Great","2","Point_Gold","20000","Coin_TaleStone","50","1000","1","Str_UI_Kingdom_Obj_Lucky_Great_Desc_01","Str_UI_Kingdom_Obj_Lucky_Great_Desc_02","Str_UI_Kingdom_Obj_Lucky_Great_Desc_03","Str_UI_Kingdom_Obj_Lucky_Great_Desc_04","Str_UI_Kingdom_Obj_Lucky_Great_Desc_05"
"KingdomLucky_Normal_03","KingdomLucky_Group_Rank3","Normal","3","Point_Gold","3000","","","","","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_01","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_02","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_03","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_04","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_05"
"KingdomLucky_Good_03","KingdomLucky_Group_Rank3","Good","3","Point_Gold","15000","","","600","1","Str_UI_Kingdom_Obj_Lucky_Good_Desc_01","Str_UI_Kingdom_Obj_Lucky_Good_Desc_02","Str_UI_Kingdom_Obj_Lucky_Good_Desc_03","Str_UI_Kingdom_Obj_Lucky_Good_Desc_04","Str_UI_Kingdom_Obj_Lucky_Good_Desc_05"
"KingdomLucky_Great_03","KingdomLucky_Group_Rank3","Great","3","Point_Gold","30000","Coin_TaleStone","50","1500","1","Str_UI_Kingdom_Obj_Lucky_Great_Desc_01","Str_UI_Kingdom_Obj_Lucky_Great_Desc_02","Str_UI_Kingdom_Obj_Lucky_Great_Desc_03","Str_UI_Kingdom_Obj_Lucky_Great_Desc_04","Str_UI_Kingdom_Obj_Lucky_Great_Desc_05"
"KingdomLucky_Normal_04","KingdomLucky_Group_Rank4","Normal","4","Point_Gold","4000","","","","","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_01","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_02","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_03","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_04","Str_UI_Kingdom_Obj_Lucky_Normal_Desc_05"
"KingdomLucky_Good_04","KingdomLucky_Group_Rank4","Good","4","Point_Gold","20000","","","800","1","Str_UI_Kingdom_Obj_Lucky_Good_Desc_01","Str_UI_Kingdom_Obj_Lucky_Good_Desc_02","Str_UI_Kingdom_Obj_Lucky_Good_Desc_03","Str_UI_Kingdom_Obj_Lucky_Good_Desc_04","Str_UI_Kingdom_Obj_Lucky_Good_Desc_05"
"KingdomLucky_Great_04","KingdomLucky_Group_Rank4","Great","4","Point_Gold","40000","Coin_TaleStone","50","2000","1","Str_UI_Kingdom_Obj_Lucky_Great_Desc_01","Str_UI_Kingdom_Obj_Lucky_Great_Desc_02","Str_UI_Kingdom_Obj_Lucky_Great_Desc_03","Str_UI_Kingdom_Obj_Lucky_Great_Desc_04","Str_UI_Kingdom_Obj_Lucky_Great_Desc_05"
