"Skill_C_004_01_G_LinkSkill_1","Skill_C_004_01_G_LinkSkill","1","Target","FindNewTarget","ALL","Player","HpLowR","1","Position","Area","ATK_SMALL_CIRCLE","0","","0","0","1","2","False","0.5"
"SKILL_C008S01B_HERO_LINKSKILL_1","Skill_C_008_01_B_LinkSkill","1","Caster","","","","","","Position","Area","ATK_C008_LINK","0","6","0.1","0","1","3","False","0.5"
"SKILL_C008S01B_HERO_ACTIVESKILL_1","Skill_C_008_01_B_ActiveSkill","1","Target","FindNewTarget","ALL","Enemy","OutsideX","1","Attach","Single","ATK_SINGLE_CIRCLE","0","","0","0","1","2","False","0.5"
"SKILL_C008S01B_HERO_ACTIVESKILL_2","Skill_C_008_01_B_ActiveSkill","2","Target","FindNewTarget","ALL","Enemy","OutsideX","1","Attach","Single","ATK_SINGLE_CIRCLE","0","","0.7","0","1","2","False","0.5"
"SKILL_C014S01D_HERO_ATK_E_1","Skill_C_014_01_D_AtkE","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_S","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","0.8","0","1","2.7","False","0.5"
"SKILL_C017S01G_HERO_ACTIVESKILL_1","Skill_C_017_01_G_ActiveSkill","1","Caster","","","","","","Position","Area","ATK_SMALL_CIRCLE","0","","0.4","0","1","2","False","0.5"
"Skill_C_037_01_L_ActiveSkill_1","Skill_C_037_01_L_ActiveSkill","1","Target","FindNewTarget","ALL","Enemy","Closest","1","Position","Single","ATK_SMALL_CIRCLE","0","","0","0.5","1","10","False","0.5"
"Skill_C_037_01_L_ActiveSkill_2","Skill_C_037_01_L_ActiveSkill","2","Target","UseTarget","","","","","Position","Single","ATK_SMALL_CIRCLE","0","","0","0.5","1","10","False","0.5"
"Skill_C_037_01_L_ActiveSkill_3","Skill_C_037_01_L_ActiveSkill","3","Caster","","","","","","Position","Area","ATK_SMALL_CIRCLE_5M","0","","0","0","1","3","False","0.5"
"Skill_C_039_01_G_ActiveSkill_1","Skill_C_039_01_G_ActiveSkill","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_S","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","0.88","0.2","10","10","False","0.5"
"Skill_C_041_01_R_AtkM_1","Skill_C_041_01_R_AtkM","1","Target","FindNewTarget","CAST_MEDIUM_RECTANGLE","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","0","0","1","3","False","0.5"
"Skill_C_041_01_R_ActiveSkill_1","Skill_C_041_01_R_ActiveSkill","1","Target","FindNewTarget","CAST_MEDIUM_RECTANGLE","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","1.3","0","1","3","False","0.5"
"Skill_C_047_01_B_AtkE_1","Skill_C_047_01_B_AtkE","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","0","1","1","2","False","0.5"
"Skill_C_047_01_G_AtkE_1","Skill_C_047_01_G_AtkE","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","0","1","1","2","False","0.5"
"Skill_C_050_01_B_LinkSkill_1","Skill_C_050_01_B_LinkSkill","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","0","1","1","2","False","0.5"
"Skill_C_050_01_B_ActiveSkill_1","Skill_C_050_01_B_ActiveSkill","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","0","1","1","2","False","0.5"
"SKILL_C052S01G_HERO_ATK_M_1","Skill_C_052_01_G_AtkM","1","Target","FindNewTarget","ALPHA_CAST_C052","Enemy","None","1","Attach","Area","ATK_SINGLE_CIRCLE","0","","1.1","0","1","2","False","0.5"
"SKILL_C054S01G_HERO_LINKSKILL_1","Skill_C_054_01_G_LinkSkill","1","Target","FindNewTarget","CAST_MEDIUM_RECTANGLE","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","1.1","0","1","2","False","0.5"
"SKILL_C058S01R_HERO_ATK_M_1","Skill_C_058_01_R_AtkM","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","None","1","Attach","Area","ATK_SINGLE_CIRCLE","0","","1.1","0","1","2","False","0.5"
"SKILL_C058S01R_HERO_ATK_E_1","Skill_C_058_01_R_AtkE","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","None","1","Attach","Area","ATK_SINGLE_CIRCLE","0","","1.1","0","1","2","False","0.5"
"SKILL_C058S01B_HERO_ATK_M_1","Skill_C_058_01_B_AtkM","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","None","1","Attach","Area","ATK_SINGLE_CIRCLE","0","","1.1","0","1","2","False","0.5"
"SKILL_C058S01B_HERO_ATK_E_1","Skill_C_058_01_B_AtkE","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","None","1","Attach","Area","ATK_SINGLE_CIRCLE","0","","1.1","0","1","2","False","0.5"
"Skill_C_074_01_R_LinkSkill_1","Skill_C_074_01_R_LinkSkill","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Player","None","1","Attach","Area","ATK_SINGLE_CIRCLE","0","","0","0","1","2","False","0.5"
"Skill_C_074_01_R_ActiveSkill_1","Skill_C_074_01_R_ActiveSkill","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Player","None","1","Attach","Area","ATK_SINGLE_CIRCLE","0","","0","0","1","5","False","0.5"
"SKILL_C085S01B_HERO_ACTIVESKILL_1","Skill_C_085_01_B_ActiveSkill","1","Target","FindNewTarget","ALL","Enemy","Random","1","Attach","Single","ATK_SINGLE_CIRCLE","0","","0","0","1","2","False","0.5"
"SKILL_C085S01B_HERO_ACTIVESKILL_2","Skill_C_085_01_B_ActiveSkill","2","Target","UseTarget","","","","","Attach","Single","ATK_SINGLE_CIRCLE","0","","0","0","1","2","False","0.5"
"SKILL_C085S01B_HERO_ACTIVESKILL_2","Skill_C_085_01_B_ActiveSkill","3","Caster","","","","","","Attach","Area","ATK_SMALL_CIRCLE","0","","0","0","1","2","False","0.5"
