"C_Aria_Ep_1_1","C_Aria_Ep_1","1","","","","","Story_Bg_002_01","0,200,0,0
0,0,0,1.5","","","","","","","","","","","","","","","","","","","1","","","1","1","","","","1","0.01","Sfx_Bgm_Dialogue_01","","","","","","","","","","",""
"C_Aria_Ep_1_2","C_Aria_Ep_1","2","","","","","","","","","","in,Aria,m,fade,0.6","1","","Color,black
Color,white,0.5","","","","","","","","","","","","1","","","1","1","","","","1","1","","","","","","","","","","","",""
"C_Aria_Ep_1_3","C_Aria_Ep_1","3","Aria","","","","","","","","","","","1","#Bound2_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_4","C_Aria_Ep_1","4","Aria","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_5","C_Aria_Ep_1","5","na","","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_6","C_Aria_Ep_1","6","Aria","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_7","C_Aria_Ep_1","7","Aria","","","","","","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_8","C_Aria_Ep_1","8","Aria","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_9","C_Aria_Ep_1","9","Aria","","","","","","","","","","6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_10","C_Aria_Ep_1","10","user","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_11","C_Aria_Ep_1","11","Aria","5","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_12","C_Aria_Ep_1","12","Aria","6","","","","","","","","","5","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_13","C_Aria_Ep_1","13","Aria","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_14","C_Aria_Ep_1","14","Aria","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_15","C_Aria_Ep_1","15","Aria","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_16","C_Aria_Ep_1","16","Aria","","","","","","","","","","4","","#Bound1_5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_17","C_Aria_Ep_1","17","Aria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_18","C_Aria_Ep_1","18","Aria","","","","","","","","","","5","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_19","C_Aria_Ep_1","19","Aria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_20","C_Aria_Ep_1","20","Aria","","","","","","","","","","6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_21","C_Aria_Ep_1","21","Aria","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_22","C_Aria_Ep_1","22","Aria","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_23","C_Aria_Ep_1","23","Aria","","","","","","","","","","3","2","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_24","C_Aria_Ep_1","24","user","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_25","C_Aria_Ep_1","25","Aria","7","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_26","C_Aria_Ep_1","26","Aria","8","","","","","","","","","1","","#Bound1_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_27","C_Aria_Ep_1","27","Aria","8","","","","","","","","","3","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C_Aria_Ep_1_28","C_Aria_Ep_1","28","Aria","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
