"PracticeBook_Buff_Normal_001_01","PracticeBook_Buff_Normal_001","Element","Blue","ICON_CHAR_ELEMENTTYPE_BLUE","Str_UI_Element_Blue","Str_Skill_BuffDesc_Element_1F"
"PracticeBook_Buff_Normal_001_02","PracticeBook_Buff_Normal_001","RoleType","Cleric","ICON_CHAR_ROLETYPE_CLERIC","Str_UI_RoleTypeName_Cleric","Str_Skill_BuffDesc_Role_1F"
"PracticeBook_Buff_Normal_001_03","PracticeBook_Buff_Normal_001","CharacterGroup","Id_Munchkin_Kingdom_Committee","ICON_EMBLEM_Group_Munchkin_Kingdom_Committee","Str_UI_UserTitleName_Munchkin_Kingdom_Committee","Str_Skill_BuffDesc_Group_1F"
"PracticeBook_Buff_Normal_001_04","PracticeBook_Buff_Normal_001","AllCondition","","ICON_PracticeBook_MainChar","Str_UI_PracticeBook_MainCharBuff","Str_Skill_BuffDesc_MainChar_1F"
"PracticeBook_Buff_Normal_002_01","PracticeBook_Buff_Normal_002","Element","Green","ICON_CHAR_ELEMENTTYPE_GREEN","Str_UI_Element_Green","Str_Skill_BuffDesc_Element_2F"
"PracticeBook_Buff_Normal_002_02","PracticeBook_Buff_Normal_002","RoleType","Knight","ICON_CHAR_ROLETYPE_KNIGHT","Str_UI_RoleTypeName_Knight","Str_Skill_BuffDesc_Role_2F"
"PracticeBook_Buff_Normal_002_03","PracticeBook_Buff_Normal_002","CharacterGroup","Id_Food_Distributor_Department","ICON_EMBLEM_Group_Food_Distributor_Department","Str_UI_UserTitleName_Food_Distributor_Department","Str_Skill_BuffDesc_Group_2F"
"PracticeBook_Buff_Normal_002_04","PracticeBook_Buff_Normal_002","AllCondition","","ICON_PracticeBook_MainChar","Str_UI_PracticeBook_MainCharBuff","Str_Skill_BuffDesc_MainChar_2F"
"PracticeBook_Buff_Normal_003_01","PracticeBook_Buff_Normal_003","Element","Blue","ICON_CHAR_ELEMENTTYPE_BLUE","Str_UI_Element_Blue","Str_Skill_BuffDesc_Element_3F"
"PracticeBook_Buff_Normal_003_02","PracticeBook_Buff_Normal_003","RoleType","Fighter","ICON_CHAR_ROLETYPE_FIGHTER","Str_UI_RoleTypeName_Fighter","Str_Skill_BuffDesc_Role_3F"
"PracticeBook_Buff_Normal_003_03","PracticeBook_Buff_Normal_003","CharacterGroup","Id_Emerald_Relief_Corps","ICON_EMBLEM_Group_Emerald_Relief_Corps","Str_UI_UserTitleName_Emerald_Relief_Corps","Str_Skill_BuffDesc_Group_3F"
"PracticeBook_Buff_Normal_003_04","PracticeBook_Buff_Normal_003","AllCondition","","ICON_PracticeBook_MainChar","Str_UI_PracticeBook_MainCharBuff","Str_Skill_BuffDesc_MainChar_3F"
"PracticeBook_Buff_Normal_004_01","PracticeBook_Buff_Normal_004","Element","Blue","ICON_CHAR_ELEMENTTYPE_BLUE","Str_UI_Element_Blue","Str_Skill_BuffDesc_Element_4F"
"PracticeBook_Buff_Normal_004_02","PracticeBook_Buff_Normal_004","RoleType","Sorcerer","ICON_CHAR_ROLETYPE_SORCERER","Str_UI_RoleTypeName_Sorcerer","Str_Skill_BuffDesc_Role_4F"
"PracticeBook_Buff_Normal_004_03","PracticeBook_Buff_Normal_004","CharacterGroup","Id_The_Witch_Return_Oarganization","ICON_EMBLEM_Group_The_Witch_Return_Oarganization","Str_UI_UserTitleName_The_Witch_Return_Oarganization","Str_Skill_BuffDesc_Group_4F"
"PracticeBook_Buff_Normal_004_04","PracticeBook_Buff_Normal_004","AllCondition","","ICON_PracticeBook_MainChar","Str_UI_PracticeBook_MainCharBuff","Str_Skill_BuffDesc_MainChar_4F"
"PracticeBook_Buff_Challenge_001_01","PracticeBook_Buff_Challenge_001","Element","Blue","ICON_CHAR_ELEMENTTYPE_BLUE","Str_UI_Element_Blue","Str_Skill_BuffDesc_Element_1F"
"PracticeBook_Buff_Challenge_001_02","PracticeBook_Buff_Challenge_001","RoleType","Cleric","ICON_CHAR_ROLETYPE_CLERIC","Str_UI_RoleTypeName_Cleric","Str_Skill_BuffDesc_Role_1F"
"PracticeBook_Buff_Challenge_001_03","PracticeBook_Buff_Challenge_001","CharacterGroup","Id_Munchkin_Kingdom_Committee","ICON_EMBLEM_Group_Munchkin_Kingdom_Committee","Str_UI_UserTitleName_Munchkin_Kingdom_Committee","Str_Skill_BuffDesc_Group_1F"
