"SkillTargetType","Player","Str_SkillDescTag_Common_SelectTargetType_Player"
"SkillTargetType","Enemy","Str_SkillDescTag_Common_SelectTargetType_Enemy"
"SkillTargetType","Self","Str_SkillDescTag_Common_SelectTargetType_Self"
"SkillEffectFuncType","NormalDmg","Str_SkillDescTag_FuncName_NormalDmg"
"SkillEffectFuncType","Heal","Str_SkillDescTag_FuncName_Heal"
"SkillEffectFuncType","DispellBuff","Str_SkillDescTag_FuncName_DispellBuff"
"SkillEffectFuncType","DispellDebuff","Str_SkillDescTag_FuncName_DispellDebuff"
"SkillEffectFuncType","DmgFix","Str_SkillDescTag_FuncName_DmgFix"
"SkillEffectFuncType","HealFix","Str_SkillDescTag_FuncName_HealFix"
"SkillEffectFuncType","DotHeal","Str_SkillDescTag_FuncName_DotHeal"
"SkillEffectFuncType","AtkInc","Str_SkillDescTag_FuncName_AtkInc"
"SkillEffectFuncType","DefInc ","Str_SkillDescTag_FuncName_DefInc "
"SkillEffectFuncType","CriRateInc","Str_SkillDescTag_FuncName_CriRateInc"
"SkillEffectFuncType","CriResistRateInc","Str_SkillDescTag_FuncName_CriResistRateInc"
"SkillEffectFuncType","CriDmgRateInc","Str_SkillDescTag_FuncName_CriDmgRateInc"
"SkillEffectFuncType","HPRecoveryRateInc","Str_SkillDescTag_FuncName_HPRecoveryRateInc"
"SkillEffectFuncType","DmgReductionRateInc","Str_SkillDescTag_FuncName_DmgReductionRateInc"
"SkillEffectFuncType","DmgIncreaseRateInc","Str_SkillDescTag_FuncName_DmgIncreaseRateInc"
"SkillEffectFuncType","DotDmgFire","Str_SkillDescTag_FuncName_DotDmgFire"
"SkillEffectFuncType","DotDmgBleed","Str_SkillDescTag_FuncName_DotDmgBleed"
"SkillEffectFuncType","DotDmgPoison","Str_SkillDescTag_FuncName_DotDmgPoison"
"SkillEffectFuncType","AtkDec","Str_SkillDescTag_FuncName_AtkDec"
"SkillEffectFuncType","DefDec","Str_SkillDescTag_FuncName_DefDec"
"SkillEffectFuncType","CriRateDec","Str_SkillDescTag_FuncName_CriRateDec"
"SkillEffectFuncType","CriResistRateDec","Str_SkillDescTag_FuncName_CriResistRateDec"
"SkillEffectFuncType","CriDmgRateDec","Str_SkillDescTag_FuncName_CriDmgRateDec"
"SkillEffectFuncType","HPRecoveryRateDec","Str_SkillDescTag_FuncName_HPRecoveryRateDec"
"SkillEffectFuncType","DmgReductionRateDec","Str_SkillDescTag_FuncName_DmgReductionRateDec"
"SkillEffectFuncType","DmgIncreaseRateDec","Str_SkillDescTag_FuncName_DmgIncreaseRateDec"
"SkillEffectFuncType","Stun","Str_SkillDescTag_FuncName_Stun"
"SkillEffectFuncType","Silence","Str_SkillDescTag_FuncName_Silence"
"SkillEffectFuncType","Taunt","Str_SkillDescTag_FuncName_Taunt"
"SkillEffectFuncType","Restraint","Str_SkillDescTag_FuncName_Restraint"
"SkillEffectFuncType","KnockBack","Str_SkillDescTag_FuncName_KnockBack"
"SkillEffectFuncType","KnockDown","Str_SkillDescTag_FuncName_KnockDown"
"SkillEffectFuncType","ImmuneDmg","Str_SkillDescTag_FuncName_ImmuneDmg"
"SkillEffectFuncType","ImmuneCc","Str_SkillDescTag_FuncName_ImmuneCc"
"SkillEffectFuncType","ImmuneWind","Str_SkillDescTag_FuncName_ImmuneWind"
"SkillEffectFuncType","ImmuneFire","Str_SkillDescTag_FuncName_ImmuneFire"
"SkillEffectFuncType","ImmuneWater","Str_SkillDescTag_FuncName_ImmuneWater"
"SkillEffectFuncType","ImmuneLight","Str_SkillDescTag_FuncName_ImmuneLight"
"SkillEffectFuncType","ImmuneDark","Str_SkillDescTag_FuncName_ImmuneDark"
"SkillEffectFuncType","Protect","Str_SkillDescTag_FuncName_Protect"
"SkillEffectFuncType","Concenter","Str_SkillDescTag_FuncName_Concenter"
"SkillTargetCondition","InsideX","Str_SkillDescTag_SkillTargetCondition_InsideX"
"SkillTargetCondition","OutsideX","Str_SkillDescTag_SkillTargetCondition_OutsideX"
"SkillTargetCondition","HpHighR","Str_SkillDescTag_SkillTargetCondition_HpHighR"
"SkillTargetCondition","HpLowR","Str_SkillDescTag_SkillTargetCondition_HpLowR"
"SkillTargetCondition","HpHighC","Str_SkillDescTag_SkillTargetCondition_HpHighC"
"SkillTargetCondition","HpLowC","Str_SkillDescTag_SkillTargetCondition_HpLowC"
"SkillTargetCondition","Closest","Str_SkillDescTag_SkillTargetCondition_Closest"
"SkillTargetCondition","Farest","Str_SkillDescTag_SkillTargetCondition_Farest"
"SkillTargetCondition","Random","Str_SkillDescTag_SkillTargetCondition_Random"
"SkillEffectApplyTargetType","Target","Str_SkillDescTag_SkillEffectApplyTargetType_Target"
"SkillEffectApplyTargetType","Caster","Str_SkillDescTag_SkillEffectApplyTargetType_Caster"
"SkillUseStatsType","BaseAtk","Str_SkillDescTag_SkillUseStatsType_FinalAtk"
"SkillUseStatsType","FinalAtk","Str_SkillDescTag_SkillUseStatsType_FinalAtk"
"SkillUseStatsType","BaseDef","Str_SkillDescTag_SkillUseStatsType_FinalDef"
"SkillUseStatsType","FinalDef","Str_SkillDescTag_SkillUseStatsType_FinalDef"
"SkillUseStatsType","MaxHp","Str_SkillDescTag_SkillUseStatsType_MaxHp"
