"Mail_Send_Patch_Regular","Str_UI_Mail_Send_Patch_Regular","14","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Patch_Special","Str_UI_Mail_Send_Patch_Special","14","Str_MarchenSecretary_Name","mail_symbol_Oz"
"Mail_Send_Error","Str_UI_Mail_Send_Error","14","Str_MarchenSecretary_Name","mail_symbol_Oz"
"Mail_Send_Event","Str_UI_Mail_Send_Event","14","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Arena_Defence_Win","Str_UI_Mail_Send_Arena_Defence_Win","14","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Content","Str_UI_Mail_Send_Content","14","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Coupon","Str_UI_Mail_Send_Coupon","14","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Shop_Item","Str_UI_Mail_Send_Shop_Item","","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Shop_Package","Str_UI_Mail_Send_Shop_Package","","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Point","Str_UI_Mail_Send_Point","3","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_CoinFull","Str_UI_Mail_Send_Point","","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_MonthlyFee1","Str_UI_Mail_Send_MonthlyFee1","","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Attendance","Str_UI_Mail_Send_Content","14","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Gift1","Str_UI_Mail_Send_Gift1","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Patch1","Str_UI_Mail_Send_Patch1","7","Str_MarchenSecretary_Name","mail_symbol_Oz"
"Mail_Send_Bug1","Str_UI_Mail_Send_Bug1","7","Str_MarchenSecretary_Name","mail_symbol_Oz"
"Mail_Send_Login1","Str_UI_Mail_Send_Login1","7","Str_MarchenSecretary_Name","mail_symbol_Oz"
"Mail_Send_Thanks1","Str_UI_Mail_Send_Thanks1","7","Str_MarchenSecretary_Name","mail_symbol_Oz"
"Mail_Send_Gift2","Str_UI_Mail_Send_Gift2","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Patch2","Str_UI_Mail_Send_Patch2","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Bug2","Str_UI_Mail_Send_Bug2","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Login2","Str_UI_Mail_Send_Login2","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_Thanks2","Str_UI_Mail_Send_Thanks2","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_PushLunch1","Str_UI_Mail_Send_PushLunch1","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_PushDinner1","Str_UI_Mail_Send_PushDinner1","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_PatchNotice1","Str_UI_Mail_Send_PatchNotice1","7","Str_MarchenSecretary_Name","mail_symbol_Oz"
"Mail_Send_BetaNotice1","Str_UI_Mail_Send_BetaNotice1","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaRemind1","Str_UI_Mail_Send_BetaRemind1","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaRemind2","Str_UI_Mail_Send_BetaRemind2","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaRemind3","Str_UI_Mail_Send_BetaRemind3","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaRemind4","Str_UI_Mail_Send_BetaRemind4","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaRemind5","Str_UI_Mail_Send_BetaRemind5","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaRemind6","Str_UI_Mail_Send_BetaRemind6","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaRemind7","Str_UI_Mail_Send_BetaRemind7","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaRemind8","Str_UI_Mail_Send_BetaRemind8","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaDataReset1","Str_UI_Mail_Send_BetaDataReset1","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaDataReset2","Str_UI_Mail_Send_BetaDataReset2","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaDataReset3","Str_UI_Mail_Send_BetaDataReset3","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaDataReset4","Str_UI_Mail_Send_BetaDataReset4","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_BetaDataReset5","Str_UI_Mail_Send_BetaDataReset5","7","Str_NPC_Char_001_Name","N001_ICON_L"
"Mail_Send_RefundItem_Scheduler","Str_UI_Mail_Send_RefundItem_Scheduler","7","Str_MarchenSecretary_Name","mail_symbol_Oz"
