"Ind_C_531_S01_R","0","0","6"
"Ind_C_533_S01_R","0","0","6"
"Ind_C_527_S01_R","0","0","6"
"Ind_C_051_S01_B","0","0","6"
"Ind_C_098_S01_R","0","0","6"
"Ind_C_080_S01_G","0","0","6"
"Ind_C_100_S01_G","0","0","6"
"Ind_C_535_S01_G","0","0","8"
"Ind_C_559_S01_R","0","0","6"
"Ind_C_525_S01_R","0","0","6"
"Ind_C_589_S01_R","0","0","6"
"Ind_C_537_S01_R","0","0","6"
"Ind_C_016_S01_B","0","0","6"
"Ind_C_041_S01_R","0","0","6"
"Ind_C_088_S01_R","0","0","6"
"Ind_C_005_S01_D","0","0","6"
"Ind_C_064_S01_R","0","0","6"
"Ind_C_021_S01_R","0","0","8"
"Ind_C_596_S01_R","0","0","6"
"Ind_C_559_S01_R","0","0","6"
"Ind_C_524_S01_R","0","0","6"
"Ind_C_040_S01_R","0","0","6"
"Ind_C_009_S01_G","0","0","6"
"Ind_C_085_S01_B","0","0","6"
"Ind_C_007_S01_D","0","0","6"
"Ind_C_022_S01_B","0","0","8"
"Ind_C_549_S01_R","0","0","6"
"Ind_C_550_S01_R","0","0","6"
"Ind_C_551_S01_R","0","0","6"
"Ind_C_010_S01_B","0","0","6"
"Ind_C_008_S01_B","0","0","6"
"Ind_C_015_S01_B","0","0","6"
"Ind_C_037_S01_L","0","0","6"
"Ind_C_101_S01_B","0","0","6"
"Ind_C_554_S01_B","0","0","8"
"Ind_C_520_S01_L","0","0","6"
"Ind_C_521_S01_L","0","0","6"
"Ind_C_522_S01_L","0","0","6"
"Ind_C_523_S01_L","0","0","8"
"Ind_C_566_S01_G","0","0","8"
"Ind_C_573_S01_R","0","0","8"
"Ind_C_580_S01_B","0","0","8"
"Ind_C_587_S01_R","0","0","8"
"Ind_C_501_S01_B","0","1","8"
"Ind_C_502_S01_R","0","1","8"
"Ind_C_503_S01_G","0","1","8"
"Ind_C_023_S01_R","0","0","8"
