"TotalWar_Season001_Resh","1","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season002_Zephyus","2","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season003_Resh","3","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season004_Zephyus","4","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season005_Resh","5","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season006_Zephyus","6","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season007_Resh","7","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season008_Zephyus","8","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season009_Resh","9","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season010_Zephyus","10","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season011_Resh","11","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season012_Zephyus","12","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season013_Resh","13","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season014_Zephyus","14","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
