"LevelExp_1","1","0","0","20","0","0","0","0","","0","0"
"LevelExp_2","2","8","8","24","10","10","20","20","Item_WSkill_LvUp","1","2000"
"LevelExp_3","3","10","18","28","25","35","25","45","Item_WSkill_LvUp","2","4000"
"LevelExp_4","4","15","33","32","40","75","30","75","Item_WSkill_LvUp","3","6000"
"LevelExp_5","5","21","54","36","55","130","35","110","Item_WSkill_LvUp","4","8000"
"LevelExp_6","6","28","82","40","70","200","40","150","Item_WSkill_LvUp","5","10000"
"LevelExp_7","7","36","118","44","85","285","45","195","Item_WSkill_LvUp","6","12000"
"LevelExp_8","8","45","163","48","95","380","50","245","Item_WSkill_LvUp","7","14000"
"LevelExp_9","9","56","219","52","105","485","60","305","Item_WSkill_LvUp","8","16000"
"LevelExp_10","10","68","287","56","120","605","70","375","Item_WSkill_LvUp","9","18000"
"LevelExp_11","11","82","369","60","135","740","120","495","Item_WSkill_LvUp","11","22000"
"LevelExp_12","12","97","466","64","150","890","130","625","Item_WSkill_LvUp","13","26000"
"LevelExp_13","13","113","579","68","165","1055","140","765","Item_WSkill_LvUp","15","30000"
"LevelExp_14","14","130","709","72","180","1235","155","920","Item_WSkill_LvUp","17","34000"
"LevelExp_15","15","148","857","76","200","1435","170","1090","Item_WSkill_LvUp","19","38000"
"LevelExp_16","16","167","1024","80","220","1655","185","1275","Item_WSkill_LvUp","21","42000"
"LevelExp_17","17","187","1211","84","240","1895","205","1480","Item_WSkill_LvUp","23","46000"
"LevelExp_18","18","209","1420","88","260","2155","220","1700","Item_WSkill_LvUp","25","50000"
"LevelExp_19","19","232","1652","92","280","2435","240","1940","Item_WSkill_LvUp","27","54000"
"LevelExp_20","20","256","1908","96","340","2775","260","2200","Item_WSkill_LvUp","29","58000"
"LevelExp_21","21","282","2190","100","390","3165","420","2620","Item_WSkill_LvUp","33","66000"
"LevelExp_22","22","307","2497","104","440","3605","450","3070","Item_WSkill_LvUp","37","74000"
"LevelExp_23","23","333","2830","106","490","4095","480","3550","Item_WSkill_LvUp","41","82000"
"LevelExp_24","24","360","3190","108","540","4635","500","4050","Item_WSkill_LvUp","45","90000"
"LevelExp_25","25","388","3578","110","590","5225","530","4580","Item_WSkill_LvUp","49","98000"
"LevelExp_26","26","417","3995","112","640","5865","550","5130","Item_WSkill_LvUp","53","106000"
"LevelExp_27","27","447","4442","114","690","6555","590","5720","Item_WSkill_LvUp","57","114000"
"LevelExp_28","28","478","4920","116","740","7295","610","6330","Item_WSkill_LvUp","61","122000"
"LevelExp_29","29","511","5431","118","790","8085","640","6970","Item_WSkill_LvUp","65","130000"
"LevelExp_30","30","545","5976","120","940","9025","680","7650","Item_WSkill_LvUp","69","138000"
"LevelExp_31","31","625","6601","122","1060","10085","1088","8738","Item_WSkill_LvUp","77","154000"
"LevelExp_32","32","709","7310","124","1180","11265","1120","9858","Item_WSkill_LvUp","85","170000"
"LevelExp_33","33","792","8102","126","1300","12565","1152","11010","Item_WSkill_LvUp","93","186000"
"LevelExp_34","34","880","8982","128","1420","13985","1184","12194","Item_WSkill_LvUp","101","202000"
"LevelExp_35","35","971","9953","130","1540","15525","1216","13410","Item_WSkill_LvUp","109","218000"
"LevelExp_36","36","1064","11017","132","1660","17185","1248","14658","Item_WSkill_LvUp","117","234000"
"LevelExp_37","37","1159","12176","134","1780","18965","1280","15938","Item_WSkill_LvUp","125","250000"
"LevelExp_38","38","1258","13434","136","1900","20865","1312","17250","Item_WSkill_LvUp","133","266000"
"LevelExp_39","39","1359","14793","138","2020","22885","1344","18594","Item_WSkill_LvUp","141","282000"
"LevelExp_40","40","1463","16256","140","2220","25105","1376","19970","Item_WSkill_LvUp","149","298000"
"LevelExp_41","41","1569","17825","142","2370","27475","1440","21410","Item_WSkill_LvUp","164","328000"
"LevelExp_42","42","1679","19504","144","2520","29995","1505","22915","Item_WSkill_LvUp","179","358000"
"LevelExp_43","43","1791","21295","146","2670","32665","1570","24485","Item_WSkill_LvUp","194","388000"
"LevelExp_44","44","1906","23201","148","2820","35485","1635","26120","Item_WSkill_LvUp","209","418000"
"LevelExp_45","45","2023","25224","150","2970","38455","1700","27820","Item_WSkill_LvUp","224","448000"
"LevelExp_46","46","2142","27366","152","3120","41575","1765","29585","Item_WSkill_LvUp","239","478000"
"LevelExp_47","47","2265","29631","154","3270","44845","1830","31415","Item_WSkill_LvUp","254","508000"
"LevelExp_48","48","2390","32021","156","3420","48265","1895","33310","Item_WSkill_LvUp","269","538000"
"LevelExp_49","49","2518","34539","158","3570","51835","1960","35270","Item_WSkill_LvUp","284","568000"
"LevelExp_50","50","2648","37187","160","4020","55855","2025","37295","Item_WSkill_LvUp","314","628000"
"LevelExp_51","51","2782","39969","162","4470","60325","2050","39345","","",""
"LevelExp_52","52","2918","42887","164","4920","65245","2115","41460","","",""
"LevelExp_53","53","3056","45943","166","5370","70615","2180","43640","","",""
"LevelExp_54","54","3197","49140","168","5820","76435","2245","45885","","",""
"LevelExp_55","55","3341","52481","170","6270","82705","2310","48195","","",""
"LevelExp_56","56","3488","55969","172","6870","89575","2375","50570","","",""
"LevelExp_57","57","3637","59606","174","7470","97045","2440","53010","","",""
"LevelExp_58","58","3789","63395","176","8070","105115","2505","55515","","",""
"LevelExp_59","59","3944","67339","178","8670","113785","2570","58085","","",""
"LevelExp_60","60","4102","71441","180","9470","123255","2635","60720","","",""
