"Normal_TWC001_P1","TotalWar_Leshy_001","TotalWar_Leshy_001_Wave1","Normal_Leshy_Phase","F_B_TWC001_G1","P1","Normal_TWC001_P2","P2","CharHpN","5000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle"
"Normal_TWC001_P2","TotalWar_Leshy_001","TotalWar_Leshy_001_Wave1","Normal_Leshy_Phase","F_B_TWC001_G1","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle",""
"Hard_TWC001_P1","TotalWar_Leshy_002","TotalWar_Leshy_002_Wave1","Hard_Leshy_Phase","F_B_TWC001_G1","P1","Hard_TWC001_P2","P2","CharHpN","5000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle"
"Hard_TWC001_P2","TotalWar_Leshy_002","TotalWar_Leshy_002_Wave1","Hard_Leshy_Phase","F_B_TWC001_G1","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle",""
"Expert_TWC001_P1","TotalWar_Leshy_003","TotalWar_Leshy_003_Wave1","Expert_Leshy_Phase","F_B_TWC001_G1","P1","Expert_TWC001_P2","P2","CharHpN","5000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle"
"Expert_TWC001_P2","TotalWar_Leshy_003","TotalWar_Leshy_003_Wave1","Expert_Leshy_Phase","F_B_TWC001_G1","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle",""
"Master_TWC001_P1","TotalWar_Leshy_004","TotalWar_Leshy_004_Wave1","Master_Leshy_Phase","F_B_TWC001_G1","P1","Master_TWC001_P2","P2","CharHpN","5000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle"
"Master_TWC001_P2","TotalWar_Leshy_004","TotalWar_Leshy_004_Wave1","Master_Leshy_Phase","F_B_TWC001_G1","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle",""
"Torment_TWC001_P1","TotalWar_Leshy_005","TotalWar_Leshy_005_Wave1","Torment_Leshy_Phase","F_B_TWC001_G1","P1","Torment_TWC001_P2","P2","CharHpN","5000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle"
"Torment_TWC001_P2","TotalWar_Leshy_005","TotalWar_Leshy_005_Wave1","Torment_Leshy_Phase","F_B_TWC001_G1","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Dungeon_Battle",""
