"Shop_Coin_Gold","ShopCoinGold","","Daily","3","Coin_TaleStone","40","60","80","","","Str_UI_Shop_Coin_Gold_Name","",""
"Shop_Coin_Memory","ShopCoinMemory","","None","","","","","","20","1","Str_UI_Shop_Coin_Memory_Name","",""
"Shop_Coin_Dungeon","ShopCoinDungeon","","Monthly","","","","","","","","Str_UI_Shop_Coin_Dungeon_Name","",""
"Shop_Coin_Arena","ShopCoinArena","","Daily","3","Coin_TaleStone","40","60","80","","","Str_UI_Shop_Coin_Arena_Name","",""
"Shop_Coin_Arcana","ShopCoinArcana","","Monthly","","","","","","","","Str_UI_Shop_Coin_Arcana_Name","",""
"Shop_Gift_Vending_Machine","KingdomGiftMachine","","Daily","3","Coin_TaleStone","40","60","80","","","Str_UI_Kingdom_Gift_Vending_Machine","",""
"Shop_Coin_TotalWar","ShopCoinTotalWar","","Monthly","","","","","","","","Str_UI_Shop_Coin_TotalWar_Name","",""
"Shop_MessedUpMagicAcademy_Flask","EventGroup","EventGroup_EventAdventure_MessedUpMagicAcademy","None","","","","","","","","Str_UI_Shop_MessedUpMagicAcademy_Flask_Name","Item_Coin_EventAdventure_Flask",""
"Shop_MessedUpMagicAcademy_FlagPen","EventGroup","EventGroup_EventAdventure_MessedUpMagicAcademy","None","","","","","","","","Str_UI_Shop_MessedUpMagicAcademy_FlagPen_Name","Item_Coin_EventAdventure_FlagPen",""
"Shop_HeroGrowthBoost_EventCoin","EventGroup","EventGroup_EventApBoost_HeroGrowthBoost","None","","","","","","","","Str_UI_Shop_HeroGrowthBoost_EventCoin_Name","Item_Coin_Event_ApBoost_HeroGrowthBoost",""
"Shop_OceanSpa_Egg","EventGroup","EventGroup_EventAdventure_OceanSpa","None","","","","","","","","Str_UI_Shop_OceanSpa_Egg_Name","Item_Coin_EventAdventure_N002OceanSpa_Egg",""
"Shop_OceanSpa_Towel","EventGroup","EventGroup_EventAdventure_OceanSpa","None","","","","","","","","Str_UI_Shop_OceanSpa_Towel_Name","Item_Coin_EventAdventure_N002OceanSpa_Towel",""
"Shop_OceanSpa_Basket","EventGroup","EventGroup_EventAdventure_OceanSpa","None","","","","","","","","Str_UI_Shop_OceanSpa_Basket_Name","Item_Coin_EventAdventure_N002OceanSpa_Basket","14"
"Shop_MissionStackClear_2025_Hotspring","GuideMission","GuideMissionStackClear_2025_Hotspring","None","","","","","","","","Str_Item_EventMissionStackClear_HotSpring_Name","Item_Coin_GuideMissionStackClear_Hotspring",""
"Shop_ChallengeMission_XMas2025","EventGroup","EventGroup_EventObject_ChallengeMission_Xmas2025","None","","","","","","","","Str_Item_Coin_ChallengeMission_XMas2025_Name","Item_Coin_ChallengeMission_XMas2025",""
