"FreeTaleStone","","","True","TaleStone","","Normal","","","True","0","False","Str_Item_FreeTaleStone","Str_Item_FreeTaleStone_Desc","Day","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_FreeTaleStone.png","Coin_TaleStone","","10","","","1"
"60TaleStone_1","apple_oz_gem0001","google_oz_gem0001","True","TaleStone","","Normal","","","False","1500","False","Str_Item_60TaleStone_1","Str_Item_60TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_60TaleStone.png","Coin_TaleStone","60","","","","10"
"200TaleStone_1","apple_oz_gem0002","google_oz_gem0002","True","TaleStone","","Normal","","","False","5000","False","Str_Item_200TaleStone_1","Str_Item_200TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_200TaleStone.png","Coin_TaleStone","200","3","","","11"
"400TaleStone_1","apple_oz_gem0003","google_oz_gem0003","True","TaleStone","","Normal","","","False","10000","False","Str_Item_400TaleStone_1","Str_Item_400TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_400TaleStone.png","Coin_TaleStone","400","30","","","12"
"600TaleStone_1","apple_oz_gem0004","google_oz_gem0004","True","TaleStone","","Normal","","","False","15000","False","Str_Item_600TaleStone_1","Str_Item_600TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_600TaleStone.png","Coin_TaleStone","600","70","","","13"
"1200TaleStone_1","apple_oz_gem0005","google_oz_gem0005","True","TaleStone","","Normal","","","False","30000","False","Str_Item_1200TaleStone_1","Str_Item_1200TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_1200TaleStone.png","Coin_TaleStone","1200","175","","","14"
"2000TaleStone_1","apple_oz_gem0006","google_oz_gem0006","True","TaleStone","","Normal","","","False","50000","False","Str_Item_2000TaleStone_1","Str_Item_2000TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_2000TaleStone.png","Coin_TaleStone","2000","350","","","15"
"4000TaleStone_1","apple_oz_gem0007","google_oz_gem0007","True","TaleStone","","Normal","","","False","100000","False","Str_Item_4000TaleStone_1","Str_Item_4000TaleStone_1_Desc","None","","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_4000TaleStone.png","Coin_TaleStone","4000","800","","","16"
"60TaleStone_2","apple_oz_bonusgem0001","google_oz_bonusgem0001","True","TaleStone","Limit","Normal","","","False","1500","False","Str_Item_60TaleStone_2","Str_Item_60TaleStone_2_Desc","Account","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_60TaleStone.png","Coin_TaleStone","60","60","","","2"
"200TaleStone_2","apple_oz_bonusgem0002","google_oz_bonusgem0002","True","TaleStone","Limit","Normal","","","False","5000","False","Str_Item_200TaleStone_2","Str_Item_200TaleStone_2_Desc","Account","1","None","","Assets/Data/Content/TaleStoneStore/Sprite/ShopPackage/ICON_TaleStoneShop_200TaleStone.png","Coin_TaleStone","200","200","","","3"
