"Default","Default","Common/Common_@Idle","Common/Common_@Run","Common/Common_@Hit","Common/Common_@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"TWC_001_S01","P2","TWC001_S01/Animation/Common/TWC001_S01@Idle_P2","TWC001_S01/Animation/Common/TWC001_S01@Run_P2","TWC001_S01/Animation/Common/TWC001_S01@Hit_P2","TWC001_S01/Animation/Common/TWC001_S01@Death_P2","TWC001_S01/Animation/Common/TWC001_S01@Stun_P2","TWC001_S01/Animation/Common/TWC001_S01@KnockBack_P2","TWC001_S01/Animation/Common/TWC001_S01@KnockDown_P2","TWC001_S01/Animation/Common/GetUp_P2"
"TWC_002_S01","P2","TWC002_S01/Animation/Common/TWC002_S01@Idle_P2","TWC002_S01/Animation/Common/TWC002_S01@Run_P2","TWC002_S01/Animation/Common/TWC002_S01@Hit_P2","TWC002_S01/Animation/Common/TWC002_S01@Death_P2","TWC002_S01/Animation/Common/TWC002_S01@Stun_P2","TWC002_S01/Animation/Common/TWC002_S01@KnockBack_P2","TWC002_S01/Animation/Common/TWC002_S01@KnockDown_P2","TWC002_S01/Animation/Common/GetUp_P2"
"Mon_501_Lv1","Default","Common/Common_@Idle","Common/Common_@Run","C501_S01B/Animation/Common/C501_S01B@Hit","C501_S01B/Animation/Common/C501_S01B@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_501_Lv2","Default","Common/Common_@Idle","Common/Common_@Run","C501_S01B/Animation/Common/C501_S01B@Hit","C501_S01B/Animation/Common/C501_S01B@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_501_Lv3","Default","Common/Common_@Idle","Common/Common_@Run","C501_S01B/Animation/Common/C501_S01B@Hit","C501_S01B/Animation/Common/C501_S01B@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_501_Lv4","Default","Common/Common_@Idle","Common/Common_@Run","C501_S01B/Animation/Common/C501_S01B@Hit","C501_S01B/Animation/Common/C501_S01B@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_501_Lv5","Default","Common/Common_@Idle","Common/Common_@Run","C501_S01B/Animation/Common/C501_S01B@Hit","C501_S01B/Animation/Common/C501_S01B@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_501_Lv6","Default","Common/Common_@Idle","Common/Common_@Run","C501_S01B/Animation/Common/C501_S01B@Hit","C501_S01B/Animation/Common/C501_S01B@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_501_Lv7","Default","Common/Common_@Idle","Common/Common_@Run","C501_S01B/Animation/Common/C501_S01B@Hit","C501_S01B/Animation/Common/C501_S01B@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_502_Lv1","Default","Common/Common_@Idle","Common/Common_@Run","C502_S01R/Animation/Common/C502_S01R@Hit","C502_S01R/Animation/Common/C502_S01R@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_502_Lv2","Default","Common/Common_@Idle","Common/Common_@Run","C502_S01R/Animation/Common/C502_S01R@Hit","C502_S01R/Animation/Common/C502_S01R@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_502_Lv3","Default","Common/Common_@Idle","Common/Common_@Run","C502_S01R/Animation/Common/C502_S01R@Hit","C502_S01R/Animation/Common/C502_S01R@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
"Mon_502_Lv4","Default","Common/Common_@Idle","Common/Common_@Run","C502_S01R/Animation/Common/C502_S01R@Hit","C502_S01R/Animation/Common/C502_S01R@Death","Common/Common_@Stun","Common/Common_@KnockBack","Common/Common_@KnockDown","Common/Common_@Getup"
