"CastleCondition_01","CastleCondition_2Rank_Group","Str_UI_Mission_FriendshipAccrueLv","FriendshipAccrueLv","20",""
"CastleCondition_02","CastleCondition_2Rank_Group","Str_UI_Mission_KingdomInteractionCount","KingdomInteractionCount","20",""
"CastleCondition_03","CastleCondition_2Rank_Group","Str_UI_Mission_InviteHeroCount","InviteHeroCount","10",""
"CastleCondition_04","CastleCondition_2Rank_Group","Str_UI_Mission_ScheduleCompleteCount","ScheduleCompleteCount","20",""
"CastleCondition_05","CastleCondition_3Rank_Group","Str_UI_Mission_FriendshipAccrueLv","FriendshipAccrueLv","50",""
"CastleCondition_06","CastleCondition_3Rank_Group","Str_UI_Mission_KingdomInteractionCount","KingdomInteractionCount","30",""
"CastleCondition_07","CastleCondition_3Rank_Group","Str_UI_Mission_InviteHeroCount","InviteHeroCount","12",""
"CastleCondition_08","CastleCondition_3Rank_Group","Str_UI_Mission_ScheduleCompleteCount","ScheduleCompleteCount","30",""
"CastleCondition_09","CastleCondition_3Rank_Group","Str_UI_Mission_GiftGivingHero","GiftGivingHero","5",""
"CastleCondition_10","CastleCondition_4Rank_Group","Str_UI_Mission_FriendshipAccrueLv","FriendshipAccrueLv","100",""
"CastleCondition_11","CastleCondition_4Rank_Group","Str_UI_Mission_KingdomInteractionCount","KingdomInteractionCount","40",""
"CastleCondition_12","CastleCondition_4Rank_Group","Str_UI_Mission_InviteHeroCount","InviteHeroCount","20",""
"CastleCondition_13","CastleCondition_4Rank_Group","Str_UI_Mission_ScheduleCompleteCount","ScheduleCompleteCount","40",""
"CastleCondition_14","CastleCondition_4Rank_Group","Str_UI_Mission_GiftGivingHero","GiftGivingHero","10",""
"CastleCondition_15","CastleCondition_5Rank_Group","Str_UI_Mission_FriendshipAccrueLv","FriendshipAccrueLv","180",""
"CastleCondition_16","CastleCondition_5Rank_Group","Str_UI_Mission_KingdomInteractionCount","KingdomInteractionCount","50",""
"CastleCondition_17","CastleCondition_5Rank_Group","Str_UI_Mission_InviteHeroCount","InviteHeroCount","25",""
"CastleCondition_18","CastleCondition_5Rank_Group","Str_UI_Mission_ScheduleCompleteCount","ScheduleCompleteCount","50",""
"CastleCondition_19","CastleCondition_5Rank_Group","Str_UI_Mission_GiftGivingHero","GiftGivingHero","15",""
"CastleCondition_20","CastleCondition_6Rank_Group","Str_UI_Mission_FriendshipAccrueLv","FriendshipAccrueLv","300",""
"CastleCondition_21","CastleCondition_6Rank_Group","Str_UI_Mission_KingdomInteractionCount","KingdomInteractionCount","60",""
"CastleCondition_22","CastleCondition_6Rank_Group","Str_UI_Mission_InviteHeroCount","InviteHeroCount","30",""
"CastleCondition_23","CastleCondition_6Rank_Group","Str_UI_Mission_ScheduleCompleteCount","ScheduleCompleteCount","60",""
"CastleCondition_24","CastleCondition_6Rank_Group","Str_UI_Mission_GiftGivingHero","GiftGivingHero","20",""
"CastleCondition_25","CastleCondition_7Rank_Group","Str_UI_Mission_FriendshipAccrueLv","FriendshipAccrueLv","500",""
"CastleCondition_26","CastleCondition_7Rank_Group","Str_UI_Mission_KingdomInteractionCount","KingdomInteractionCount","70",""
"CastleCondition_27","CastleCondition_7Rank_Group","Str_UI_Mission_InviteHeroCount","InviteHeroCount","45",""
"CastleCondition_28","CastleCondition_7Rank_Group","Str_UI_Mission_ScheduleCompleteCount","ScheduleCompleteCount","70",""
"CastleCondition_29","CastleCondition_7Rank_Group","Str_UI_Mission_GiftGivingHero","GiftGivingHero","35",""
"CastleCondition_30","CastleCondition_8Rank_Group","Str_UI_Mission_FriendshipAccrueLv","FriendshipAccrueLv","800",""
"CastleCondition_31","CastleCondition_8Rank_Group","Str_UI_Mission_KingdomInteractionCount","KingdomInteractionCount","80",""
"CastleCondition_32","CastleCondition_8Rank_Group","Str_UI_Mission_InviteHeroCount","InviteHeroCount","50",""
"CastleCondition_33","CastleCondition_8Rank_Group","Str_UI_Mission_ScheduleCompleteCount","ScheduleCompleteCount","80",""
"CastleCondition_34","CastleCondition_8Rank_Group","Str_UI_Mission_GiftGivingHero","GiftGivingHero","40",""
"CastleCondition_35","CastleCondition_9Rank_Group","Str_UI_Mission_FriendshipAccrueLv","FriendshipAccrueLv","1200",""
"CastleCondition_36","CastleCondition_9Rank_Group","Str_UI_Mission_KingdomInteractionCount","KingdomInteractionCount","90",""
"CastleCondition_37","CastleCondition_9Rank_Group","Str_UI_Mission_InviteHeroCount","InviteHeroCount","55",""
"CastleCondition_38","CastleCondition_9Rank_Group","Str_UI_Mission_ScheduleCompleteCount","ScheduleCompleteCount","90",""
"CastleCondition_39","CastleCondition_9Rank_Group","Str_UI_Mission_GiftGivingHero","GiftGivingHero","55",""
"CastleCondition_40","CastleCondition_10Rank_Group","Str_UI_Mission_FriendshipAccrueLv","FriendshipAccrueLv","1800",""
"CastleCondition_41","CastleCondition_10Rank_Group","Str_UI_Mission_KingdomInteractionCount","KingdomInteractionCount","100",""
"CastleCondition_42","CastleCondition_10Rank_Group","Str_UI_Mission_InviteHeroCount","InviteHeroCount","60",""
"CastleCondition_43","CastleCondition_10Rank_Group","Str_UI_Mission_ScheduleCompleteCount","ScheduleCompleteCount","100",""
"CastleCondition_44","CastleCondition_10Rank_Group","Str_UI_Mission_GiftGivingHero","GiftGivingHero","60",""
