"Random_Dummy_Group_01","Random_Dummy_Group","Item_Material_HeroGradeUp_Char_064_S01_R","1","True"
"Random_Dummy_Group_02","Random_Dummy_Group","Item_Material_HeroExp_03","2","True"
"Random_Dummy_Group_03","Random_Dummy_Group","Item_Material_EquipExp_02","3","True"
"Random_Dummy_Group_04","Random_Dummy_Group","Item_Material_EquipGradeUp_Mace_01","4","False"
"Random_Dummy_Group_05","Random_Dummy_Group","Item_Material_SkillLvUp_Common","5","False"
"Fixed_Dummy_Group_1","Fixed_Dummy_Group","Item_Material_SkillLvUp_AttributeRed_01","1","True"
"Fixed_Dummy_Group_2","Fixed_Dummy_Group","Item_Material_SkillLvUp_ClassGuardian_01","2","True"
"Fixed_Dummy_Group_3","Fixed_Dummy_Group","Item_Material_SkillLvUp_Paulhill_Emblem","3","True"
"Fixed_Dummy_Group_4","Fixed_Dummy_Group","Item_Gift_Normal_StrawberryCake","4","False"
"Fixed_Dummy_Group_5","Fixed_Dummy_Group","Acc_Ring_04","5","False"
"Adventure_Normal_FixedReword","Adventure_Normal_FixedReword","Item_Material_HeroExp_01","1","False"
"Adventure_Hard_FixedReword","Adventure_Hard_FixedReword","Item_Material_HeroExp_01","2","False"
"Adventure_Normal_FirstReword_1_01","Adventure_Normal_FirstReword_1","Wea_Mace_01","1","True"
"Adventure_Normal_FirstReword_2_01","Adventure_Normal_FirstReword_2","Wea_Mace_01","1","True"
"Adventure_Normal_FirstReword_3_01","Adventure_Normal_FirstReword_3","Wea_Sword_01","1","True"
"Adventure_Normal_FirstReword_4_01","Adventure_Normal_FirstReword_4","Wea_Sword_01","1","True"
"Adventure_Normal_FirstReword_5_01","Adventure_Normal_FirstReword_5","Wea_Book_01","1","True"
"Adventure_Normal_FirstReword_6_01","Adventure_Normal_FirstReword_6","Wea_Book_01","1","True"
"Adventure_Normal_FirstReword_7_01","Adventure_Normal_FirstReword_7","Wea_Staff_01","1","True"
"Adventure_Normal_FirstReword_8_01","Adventure_Normal_FirstReword_8","Wea_Staff_01","1","True"
"Adventure_Normal_FirstReword_9_01","Adventure_Normal_FirstReword_9","Wea_Ranged_01","1","True"
"Adventure_Normal_FirstReword_10_01","Adventure_Normal_FirstReword_10","Wea_Ranged_01","1","True"
