"ALL","CharacterForward","0","All","0","0"
"CAST_SMALL_RECTANGLE","CharacterForward","1.5","Rectangle","3","1"
"CAST_SMALL_HALFCIRCLE","CharacterForward","0","Halfcircle","3","0"
"CAST_MEDIUM_RECTANGLE","CharacterForward","3.5","Rectangle","7","99"
"CAST_MEDIUM_RECTANGLE_B","CharacterForward","7.5","Rectangle","15","99"
"CAST_LARGE_RECTANGLE_B","CharacterForward","9.5","Rectangle","19","99"
"CAST_LARGE_RECTANGLE_S","CharacterForward","6","Rectangle","12","99"
"ALPHA_CAST_C052","CharacterForward","6","Rectangle","12","99"
"ATK_BULLET_TARGET","CharacterForward","0","Target","0","0"
"ATK_SMALL_RECTANGLE","CharacterForward","2","Rectangle","4","0.9"
"ATK_SMALL_HALFCIRCLE","CharacterForward","0","Halfcircle","4","0"
"ATK_SMALL_CIRCLE","CharacterForward","0","Circle","2","0"
"ATK_SMALL_CIRCLE_3M","None","0","Circle","1.5","0"
"ATK_SMALL_CIRCLE_5M","None","0","Circle","2.5","0"
"ATK_MEDIUM_RECTANGLE","CharacterForward","4","Rectangle","8","0.9"
"ATK_MEDIUM_HALFCIRCLE","CharacterForward","0","Halfcircle","8","0"
"ATK_MEDIUM_CIRCLE","CharacterForward","0","Circle","8","0"
"ATK_LARGE_RECTANGLE","CharacterForward","7","Rectangle","14","0.9"
"ATK_SINGLE_CIRCLE","CharacterForward","0","Circle","0.1","0"
"ATK_C002_LINK","CharacterForward","2","Circle","4","0"
"ATK_C002_ACTIVE","CharacterForward","5","Rectangle","10","5"
"ATK_C003_LINK","CharacterForward","7","Rectangle","14","1.6"
"ATK_C005_ACTIVE","CharacterForward","-4","Rectangle","8","1.6"
"ATK_C006_LINK_1","CharacterForward","1.5","Rectangle","4","3"
"ATK_C006_LINK_2","CharacterForward","0","All","0","0"
"ATK_C008_LINK","CharacterForward","0","Rectangle","12","1.6"
"ATK_C015_ACTIVE","CharacterForward","0","Circle","4.5","0"
"ATK_C023_ATK_E","CharacterForward","-0.5","Rectangle","10","0.9"
"ATK_C023_ACTIVE_1","CharacterForward","0","Halfcircle","6","0"
"ATK_C023_ACTIVE_2","CharacterForward","0","Halfcircle","4","0"
"ATK_C049_LINK","CharacterForward","2.5","Rectangle","5","0.9"
"ATK_C085_LINK","CharacterForward","0","Rectangle","5","0"
"ATK_C085_ACTIVE_1","CharacterForward","0","Circle","0.1","0"
"ATK_C085_ACTIVE_2","CharacterForward","1","Circle","3","0"
"ATK_C098_LINK_1","CharacterForward","2","Rectangle","4","0.9"
"ATK_C098_LINK_2","CharacterForward","-2","Rectangle","4","0.9"
"ATK_CST001_LINK_1","CharacterForward","2.5","Rectangle","5","1.6"
"ATK_CST001_LINK_2","CharacterForward","0","All","0","0"
"ATK_CST001_ACTIVE","CharacterForward","0","Circle","5","0"
"ATK_C027_S01B_ALPHA","CharacterForward","-2","Rectangle","5","1"
"NONE","CharacterForward","0","Rectangle","0","0"
"ATK_CST001_S01G_ATK_M","CharacterForward","2.75","Rectangle","5.5","0.9"
"CAST_CST001_S01G_ATK_M","CharacterForward","2.5","Rectangle","5","0.6"
