"Stage_MainStory_0001","Normal","1","AD_N_P1_001_001","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0002","Boss","1","AD_N_P2_004_015","HeroAllDie","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0003","Normal","5","SB_001_003","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0004","Boss","5","SB_001_008","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0005","Boss","20","SB_002_006","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0006","Normal","20","SB_002_009","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0007","Normal","45","SB_003_002","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0008","Boss","45","SB_003_004","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0009","Boss","45","SB_004_001","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0010","Normal","60","SB_004_004","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0011","Normal","60","SB_004_006","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
"Stage_MainStory_0012","Boss","60","SB_004_009","Clear","StudioDOMA_OZ_INGAME_DIRECTION_BGM_105_44_full_m_20230119.wav","True"
