"Bg_ariel_default_01","Assets/Data/Content/Dialogue/Prefab/Backgrounds/Album/CA101_S01B.prefab"
"Bg_lia_default_01","Assets/Data/Content/Dialogue/Prefab/Backgrounds/Album/CA051_S01B.prefab"
"Emoji_01","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_reaction.prefab"
"Emoji_02","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_talk.prefab"
"Emoji_03","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_curious.prefab"
"Emoji_04","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_doubt.prefab"
"Emoji_05","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_suprise.prefab"
"Emoji_06","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_envy.prefab"
"Emoji_07","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_embarrassed.prefab"
"Emoji_08","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_angry.prefab"
"Emoji_09","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_think.prefab"
"Emoji_10","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_heart.prefab"
"Emoji_11","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_chaos.prefab"
"Emoji_12","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_funny.prefab"
"Emoji_13","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_amazing.prefab"
"Emoji_14","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_sweat.prefab"
"Emoji_15","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_alert.prefab"
"Emoji_16","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_dislike.prefab"
"Emoji_17","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_relax.prefab"
"Emoji_18","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_shy.prefab"
"Emoji_19","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_tear.prefab"
"Emoji_20","Assets/Data/Content/Dialogue/Prefab/Effects/Actor/Emoji_wicked.prefab"
"Afx_Aura","Assets/Data/EffectUI/Prefab/FX_Dialogue_Aura_01.prefab"
"Afx_Aura_Loop","Assets/Data/EffectUI/Prefab/FX_Dialogue_Aura_Loop_01.prefab"
"Afx_BlueLine","Assets/Data/EffectUI/Prefab/FX_Dialogue_BlueLine_01.prefab"
"Afx_Hit1","Assets/Data/EffectUI/Prefab/FX_Dialogue_Hit_01.prefab"
"Afx_Magic","Assets/Data/EffectUI/Prefab/FX_Dialogue_Magic_01.prefab"
"Afx_Shocking1","Assets/Data/EffectUI/Prefab/FX_Dialogue_Shocking_01.prefab"
"Afx_Swing1","Assets/Data/EffectUI/Prefab/FX_Dialogue_Swing_01.prefab"
"Afx_Swing2","Assets/Data/EffectUI/Prefab/FX_Dialogue_Swing_02.prefab"
"Sfx_Bling1","Assets/Data/EffectUI/Prefab/FX_Dialogue_Bling_01.prefab"
"Sfx_Bling2","Assets/Data/EffectUI/Prefab/FX_Dialogue_Bling_02.prefab"
"Sfx_Bling3","Assets/Data/EffectUI/Prefab/FX_Dialogue_Bling_03.prefab"
"Sfx_Bling4","Assets/Data/EffectUI/Prefab/FX_Dialogue_Bling_04.prefab"
"Sfx_Dust1_Back","Assets/Data/EffectUI/Prefab/FX_Dialogue_Dust_Back_01.prefab"
"Sfx_Dust1_Front","Assets/Data/EffectUI/Prefab/FX_Dialogue_Dust_Front_01.prefab"
"Sfx_Dust2_Back","Assets/Data/EffectUI/Prefab/FX_Dialogue_Dust_Back_02.prefab"
"Sfx_Dust2_Front","Assets/Data/EffectUI/Prefab/FX_Dialogue_Dust_Front_02.prefab"
"Sfx_Fire1_Back","Assets/Data/EffectUI/Prefab/FX_Dialogue_Fire_Back_01.prefab"
"Sfx_Fire1_Front","Assets/Data/EffectUI/Prefab/FX_Dialogue_Fire_Front_01.prefab"
"Sfx_Fire2_Back","Assets/Data/EffectUI/Prefab/FX_Dialogue_Fire_Back_02.prefab"
"Sfx_Fire2_Front","Assets/Data/EffectUI/Prefab/FX_Dialogue_Fire_Front_02.prefab"
"Sfx_FocusLine","Assets/Data/EffectUI/Prefab/FX_Dialogue_SpeedLine_Center_Coo.prefab"
"Sfx_FocusLineAni","Assets/Data/EffectUI/Prefab/FX_Dialogue_SpeedLine_Center_Animated_Coo.prefab"
"Sfx_Lightning","Assets/Data/EffectUI/Prefab/FX_Dialogue_Lightning_01.prefab"
"Sfx_Rain1","Assets/Data/EffectUI/Prefab/FX_Dialogue_Rain_01.prefab"
"Sfx_Rain2","Assets/Data/EffectUI/Prefab/FX_Dialogue_Rain_02.prefab"
