"dorothy","Assets/Data/Character/OutGame/C001_S01B/CL001_S01B.prefab","Str_Char_001_S01_B_Name","C001_S01B_ICON_L"
"rygar","Assets/Data/Character/OutGame/C002_S01R/CL002_S01R.prefab","Str_Char_002_S01_R_Name","C002_S01R_ICON_L"
"zenoa","Assets/Data/Character/OutGame/C003_S01B/CL003_S01B.prefab","Str_Char_003_S01_B_Name","C003_S01B_ICON_L"
"avenir","Assets/Data/Character/OutGame/C005_S01D/CL005_S01D.prefab","Str_Char_005_S01_D_Name","C005_S01D_ICON_L"
"seed","Assets/Data/Character/OutGame/C006_S01G/CL006_S01G.prefab","Str_Char_006_S01_G_Name","C006_S01G_ICON_L"
"gamon","Assets/Data/Character/OutGame/C007_S01D/CL007_S01D.prefab","Str_Char_007_S01_D_Name","C007_S01D_ICON_L"
"Jerome","Assets/Data/Character/OutGame/C008_S01B/CL008_S01B.prefab","Str_Char_008_S01_B_Name","C008_S01B_ICON_L"
"Trish","Assets/Data/Character/OutGame/C009_S01G/CL009_S01G.prefab","Str_Char_009_S01_G_Name","C009_S01G_ICON_L"
"esmeralda","Assets/Data/Character/OutGame/C010_S01B/CL010_S01B.prefab","Str_Char_010_S01_B_Name","C010_S01B_ICON_L"
"Ali","Assets/Data/Character/OutGame/C011_S01R/CL011_S01R.prefab","Str_Char_011_S01_R_Name","C011_S01R_ICON_L"
"ingrid","Assets/Data/Character/OutGame/C014_S01D/CL014_S01D.prefab","Str_Char_014_S01_D_Name","C014_S01D_ICON_L"
"Drake","Assets/Data/Character/OutGame/C015_S01B/CL015_S01B.prefab","Str_Char_015_S01_B_Name","C015_S01B_ICON_L"
"Shrike","Assets/Data/Character/OutGame/C016_S01B/CL016_S01B.prefab","Str_Char_016_S01_B_Name","C016_S01B_ICON_L"
"Glaze","Assets/Data/Character/OutGame/C017_S01G/CL017_S01G.prefab","Str_Char_017_S01_G_Name","C017_S01G_ICON_L"
"Wayne","Assets/Data/Character/OutGame/C019_S01D/CL019_S01D.prefab","Str_Char_019_S01_D_Name","C019_S01D_ICON_L"
"Charlotte","Assets/Data/Character/OutGame/C034_S01B/CL034_S01B.prefab","Str_Char_034_S01_B_Name","C034_S01B_ICON_L"
"Nina","Assets/Data/Character/OutGame/C037_S01L/CL037_S01L.prefab","Str_Char_037_S01_L_Name","C037_S01L_ICON_L"
"Scheherazade","Assets/Data/Character/OutGame/C038_S01L/CL038_S01L.prefab","Str_Char_038_S01_L_Name","C038_S01L_ICON_L"
"elizabeth","Assets/Data/Character/OutGame/C039_S01G/CL039_S01G.prefab","Str_Char_039_S01_G_Name","C039_S01G_ICON_L"
"Percy","Assets/Data/Character/OutGame/C040_S01R/CL040_S01R.prefab","Str_Char_040_S01_R_Name","C040_S01R_ICON_L"
"Khadiya","Assets/Data/Character/OutGame/C041_S01R/CL041_S01R.prefab","Str_Char_041_S01_R_Name","C041_S01R_ICON_L"
"Binz","Assets/Data/Character/OutGame/C044_S01D/CL044_S01D.prefab","Str_Char_044_S01_D_Name","C044_S01D_ICON_L"
"leah","Assets/Data/Character/OutGame/C051_S01B/CL051_S01B.prefab","Str_Char_051_S01_B_Name","C051_S01B_ICON_L"
"flowri","Assets/Data/Character/OutGame/C062_S01G/CL062_S01G.prefab","Str_Char_062_S01_G_Name","C062_S01G_ICON_L"
