"Btd_001_000_001","곤란하군요. 보호막 때문에
적들을 돌파하기 어렵습니다.","","困りましたね、バリアのせいで
敵陣を突破できません。","",""
"Btd_001_000_002","후방의 [이리 샤먼]의 힘이에요.
저 몬스터분은… 제가 상대할게요!","","後方の【オオカミシャーマン】が護衛のようです。
あのモンスターは…私がお相手します！","",""
"Btd_001_000_003","우왓! 등 뒤에서 적들이?!","","うおっ！ 敵が背後から!?","",""
"Btd_001_000_004","크, 큰일이에요!","","た、大変です！","",""
"Btd_001_000_005","동료들조차 지키지 못하면
사자검의 주인으로서 부끄럽지!","","仲間すら守れなかったら
獅子剣の所有者としてこの上ない恥だぞ！","",""
"Btd_001_000_006","걱정 마십시오. 라이가 씨.
저는 이미 당신이 부끄럽습니다.","","ご安心ください。ライガーさん。
私はすでにあなたのセリフが恥ずかしいです。","",""
"Btd_001_000_007","이런… 설마 이 상황에 뚱냥이가!","","マジか…太っちょ猫が飛び込んで来やがった！","",""
"Btd_001_000_008","무례한 분이로군요.","","失礼な方ですね。","",""
"Btd_001_000_009","제 마법으로 예절을 주입해 드리죠.","","私の魔法でマナーを叩きこんであげましょう。","",""
"Btd_001_000_010","호가족 녀석들..!","","ホーガー族どもめ…！","",""
"Btd_001_000_011","나에게 맡겨!","","俺に任せろ！","",""
"Btd_001_000_012","이 녀석들이! 혼나봐라!","","お前ら！ この怒りを食らえ！","",""
"Btd_001_000_013","으… 으앗! 뜨… 뜨거워..!","","うおおっ！あ…あっちぃ…！","",""
"Btd_001_000_014","선배… 위… 위험해요..!","","先輩…き…危険です…！","",""
"Btd_001_000_015","아파! 그렇지만 스플래터가 되지 않았…어?","","いってぇ！ って割に大した怪我もない…だと？","",""
"Btd_001_000_016","뭐, 뭐야. 힘이 가득 채워지는 게 느껴져!","","な、なんだ。 この力が溜まる感覚は！","",""
"Btd_001_000_017","마력이 빠르게 차오르고 있습니다. 60… 80…","","魔力の急上昇を確認。 60…80…","",""
"Btd_001_000_018","충전 100! 적을 섬멸합니다!","","フルチャージ！
敵を殲滅します！","",""
"Btd_001_000_019","이건 선배의 힘..?","","これは先輩の力…？","",""
"Btd_001_000_020","호가족 녀석들…!","","ホーガー族どもめ…！","",""
"Btd_001_000_021","나에게 맡겨!","","俺に任せろ！","",""
"Btd_001_000_022","이 녀석들이! 혼나봐라!","","お前ら！ この怒りを食らえ！","",""
"Btd_001_000_023","이건… 용사의 힘? ","","これって勇者の力？ ","",""
"Btd_001_000_024","아파! 그렇지만 스플래터가 
되지 않았…어?","","いってぇ！ って割に大した怪我も
ない…だと？","",""
"Btd_001_000_025","뭐, 뭐야. 힘이 
가득 채워지는 게 느껴져!","","な、なんだ。 この
力が溜まる感覚は！","",""
"Btd_001_000_026","마력이 빠르게 
차오르고 있습니다. 60… 80…","","魔力の急上昇を確認。 60…80…","",""
"Btd_001_000_027","충전 100! 적을 섬멸합니다!","","フルチャージ！
敵を殲滅します！","",""
"Btd_001_001_001","셀라른챕터1","","セラールンチャプター1","",""
"Btd_001_001_002","멀정한","","まともな","",""
"Btd_001_001_003","강력한","","強力な","",""
"Btd_001_001_004","소심한","","小心者の","",""
"Btd_001_001_005","멍청한","","間抜けな","",""
"Btd_001_001_006","파워풀한","","パワフルな","",""
"Btd_001_001_007","미니언한","","ミニオンな","",""
"Btd_001_001_008","퇴근한","","仕事帰りの","",""
"Btd_001_001_009","출근한","","出勤中の","",""
"Btd_001_001_010","연차쓴","","休暇中の","",""
"Btd_002_001_001","셀라른챕터2","","セラールンチャプター2","",""
"Btd_002_001_002","집에간","","帰宅した","",""
"Btd_002_001_003","도망간","","逃げた","",""
"Btd_002_001_004","잡혀온","","捕まえられた","",""
"Btd_002_001_005","멍청이","","のんき者","",""
"Btd_002_001_006","천재","","天才","",""
"Btd_002_001_007","빵쟁이","","パン職人","",""
"Btd_002_001_008","리즈","","リズ","",""
"Btd_002_001_009","미니언","","ミニオン","",""
"Btd_002_001_010","여포","","呂布","",""
"Btd_003_001_001","셀라른챕터3","","セラールンチャプター3","",""
"Btd_003_001_002","적토마","","赤兎馬","",""
"Btd_003_001_003","삼국지","","三国志","",""
"Btd_003_001_004","봇","","ボット","",""
"Btd_003_001_005","유저","","プレイヤー","",""
"Btd_003_001_006","천재","","天才","",""
"Btd_003_001_007","바보","","愚か者","",""
"Btd_003_001_008","커피","","コーヒー","",""
"Btd_003_001_009","초선","","貂蝉","",""
"Btd_003_001_010","관우","","関羽","",""
"SB_001_003_1","모두 한 방에 쓸어버리겠어!!!","","全部一発で吹っ飛ばしてやる！","",""
"SB_001_003_2","좋았어! 바로 그거야, 근육 바보!","","いいぞ！その通りだ、筋肉バカ！","",""
"SB_001_003_3","괴이 섬멸 순차 진행 중, 용사님의 활약을 기록합니다.","","怪異の殲滅、順次進行中。勇者様の活躍を記録します。","",""
"SB_001_003_4","이게 바로 선배와 후배의 협공이라구요~!","","これぞ先輩と後輩の協力プレイですよ～！","",""
"SB_001_003_5","구웨에에에!!!!!!!!!!!","","グウェェェェ‼","",""
"SB_001_008_1","그래서, 네놈이 대빵이냐?!","","で、お前がボスか？","",""
"SB_001_008_2","확실히 엄~청 커다랗긴 하네.","","確かにすーっごく大きいわね。","",""
"SB_001_008_3","용사는 나설 필요도 없겠는데?","","勇者の出る幕すらなさそうだぞ？","",""
"SB_001_008_4","거대 괴이 처치, 평소보다 거대한 기쁨이 느껴집니다.","","巨大怪異撃退、いつもより大きな喜びを感じます。","",""
"SB_001_008_5","크아아아아!!!!!!","","ガアァァァァ！","",""
"SB_002_006_1","저 반의 반쪽짜리 사자 놈은 기필코 내가 죽인다!!!","","あの半分の血も持たないライオン野郎は、俺が絶対に吹っ飛ばす！","",""
"SB_002_006_2","분노 충전. 돼지 인성 교육을 시작하겠습니다.","","怒りをチャージ。ブタの人格矯正を開始します。","",""
"SB_002_006_3","다시는 까불지 마라! 후하하!","","二度とふざけるんじゃねぇぞ！フハハ！","",""
"SB_002_006_4","선배와 후배는 역시 함께일 때 더 강하달까~!","","先輩と後輩って、やっぱり一緒にいる時が最強ですよね～！","",""
"SB_002_006_5","비스트림은 우리 호가족이 지킨다!!!","","ビーストリムは俺たちホーガー族が守る！","",""
"SB_002_009_1","자, 농담은 그쯤하고 시작해 볼까?","","さあ、冗談はこれくらいにして…始めようか？","",""
"SB_002_009_2","오케이, 한 놈 해치웠고!","","オッケー、まず一匹クリア！","",""
"SB_002_009_3","선배, 보고 있어요? 데헷☆","","先輩、見てますか？ テヘッ☆","",""
"SB_002_009_4","괴이 섬멸 작전 1단계 달성. 분석대로군요.","","怪異殲滅作戦、第1段階達成。分析通りですね。","",""
"SB_002_009_5","기.. 기기이이이이.......","","ギ…ギギギイイイイ……","",""
"SB_003_002_1","네놈들 상대는 이제부터 이 라이가 님이다!!","","ここからは、このライガー様が相手だ！","",""
"SB_003_002_2","제노아, 계속해서 다음 목표를 탐색합니다.","","ゼノア、次の目標を探索します。","",""
"SB_003_002_3","이미 기세는 이쪽으로 기운 것 같은데?","","もう勢いはこっちに傾いてるみたいだけど？","",""
"SB_003_002_4","다시는 먼치킨 왕국을 건드리지 말아요!","","二度とマンチキン王国に手出ししないでくださいね！","",""
"SB_003_002_5","어이, 빨리! 더 빨리 쏘라고!","","おい、早く！ 早く撃てよ！","",""
"SB_003_004_1","무력 반대! 그치만... 져줄 순 없다구요?!","","暴力反対！ ですが…負けるわけにはいかないんです！","",""
"SB_003_004_2","멍멍이 1번 처치 완료.","","わんこ1匹、撃退完了。","",""
"SB_003_004_3","멍멍이는 모두 빠져 있어~","","わんこたちは引っ込んでなさ～い。","",""
"SB_003_004_4","좀 더 크면 다시 와라, 늑대 소녀! 후하하!","","もっとデカくなったらまた来いよ、オオカミ少女！ フハハ！","",""
"SB_003_004_5","시바랑 포메한테서 떨어져! 크앙-!","","シバとポメから離れやがれ！ ギャウーン！","",""
"SB_003_008_1","이, 이그조틱 재팬하게 레, 레츠 고!","","エ、エキゾチックジャパンにレ、レッツゴー！","",""
"SB_003_008_2","데스트로이 모드, 넥스트 타겟 록 온.","","デストロイモード、ネクストターゲット・ロック・オン！","",""
"SB_003_008_3","나머지도 다 나한테 맡기라고!","","残りは全部俺に任せろ！","",""
"SB_003_008_4","미션 퍼펙트 클리어! 데헷☆","","ミッションコンプリート！ テヘッ☆","",""
"SB_003_008_5","그아아아아아아아아!!!","","グアァァァァァ！","",""
"SB_004_001_1","그럼 필살 일격 빼고! 궁극기로 가는 거다!","","んじゃ、必殺技を飛び越して！ 究極技でいくぞ！","",""
