"BattleDialogue_1","Test_1","1","zenoa","Btd_001_000_001","Left1","","1.5","True",""
"BattleDialogue_2","Test_1","2","esmeralda","Btd_001_000_002","Left1","","1.5","True",""
"BattleDialogue_3","Test_2","1","rygar","Btd_001_000_003","Left1","","1.5","True",""
"BattleDialogue_4","Test_2","2","lia","Btd_001_000_004","Left1","","1.5","True",""
"BattleDialogue_5","Test_2","3","rygar","Btd_001_000_005","Left1","","1.5","True",""
"BattleDialogue_6","Test_2","4","zenoa","Btd_001_000_006","Left1","","1.5","True",""
"BattleDialogue_7","Test_3","1","rygar","Btd_001_000_007","Left1","","1.5","True",""
"BattleDialogue_8","Test_3","2","zenoa","Btd_001_000_008","Left1","","1.5","True",""
"BattleDialogue_9","Test_3","3","zenoa","Btd_001_000_009","Left1","","1.5","True",""
"BattleDialogue_10","Test_4","1","","Btd_001_001_001","Left1","","1.5","True",""
"BattleDialogue_11","Test_5","2","","Btd_001_001_002","Left1","","1.5","True",""
"BattleDialogue_12","Test_6","2","","Btd_001_001_003","Right1","0.5","1.5","True",""
"BattleDialogue_13","Test_7","3","","Btd_001_001_004","Left1","","1.5","True",""
"BattleDialogue_14","Test_8","3","","Btd_001_001_005","Left2","","1.5","True",""
"BattleDialogue_15","Test_9","3","","Btd_001_001_006","Right1","","1.5","True",""
"BattleDialogue_16","Test_10","4","","Btd_001_001_007","Left1","","1.5","True",""
"BattleDialogue_17","Test_11","4","","Btd_001_001_008","Left2","0.5","1.5","True",""
"BattleDialogue_18","Test_12","4","","Btd_001_001_009","Right1","1","1.5","True",""
"BattleDialogue_19","Test_13","4","","Btd_001_001_010","Right2","1.5","1.5","True",""
"BattleDialogue_20","Test_14","5","","Btd_002_001_001","Left1","","1.5","True",""
"BattleDialogue_21","Test_15","6","","Btd_002_001_002","Left2","1","1.5","True",""
"BattleDialogue_22","Test_16","7","","Btd_002_001_003","Right1","","3.1","True",""
"BattleDialogue_23","Test_17","8","","Btd_002_001_004","Right2","","0.5","True",""
"BattleDialogue_24","Test_18","1","chloe","Btd_001_000_010","Left1","","1.5","True",""
"BattleDialogue_25","Test_18","2","rygar","Btd_001_000_011","Left1","","1.5","True",""
"BattleDialogue_26","Test_19","1","prologuehokaiser","Btd_001_000_012","Right1","","1.5","False",""
"BattleDialogue_27","Test_20","1","rygar","Btd_001_000_013","Left1","","1.5","True",""
"BattleDialogue_28","Test_20","2","dorothy","Btd_001_000_014","Left1","","1.5","True",""
"BattleDialogue_29","Test_21","1","rygar","Btd_001_000_015","Left1","","1.5","True",""
