"Tutorial_Prologue1_1","Tutorial_Prologue1","","1","AdventureBattle","","","","","","","","","","","","","","",""
"Tutorial_PrologueBatttle1_1","Tutorial_PrologueBatttle1","","1","AdventureBattle","","","","","","","","","","","","","","",""
"Tutorial_BattleSkill1_1","Tutorial_BattleSkill1","","1","AdventureBattle","","None","","None","","","","Focus","BattlePanel/Box/Bottom/Cha_Panel_Box/BattlePosition2/BattleCharSlot_New_2/Inside/ActiveSkillButton","","","","False","False","False"
"Tutorial_BattleSkill1_2","Tutorial_BattleSkill2","","1","AdventureBattle","","None","","None","","","","Focus","BattlePanel/Box/Bottom/Cha_Panel_Box/BattlePosition3/BattleCharSlot_New_3/Inside/ActiveSkillButton","","","","False","False","False"
"Tutorial_BattleSkill1_3","Tutorial_BattleSkill3","","1","AdventureBattle","","None","","None","","","","Focus","BattlePanel/Box/Bottom/Cha_Panel_Box/BattlePosition5/BattleCharSlot_New_5/Inside/ActiveSkillButton","","","","False","False","False"
"Tutorial_BattleSkill1_4","Tutorial_BattleSkill4","","1","AdventureBattle","","None","","None","","","","Focus","BattlePanel/Box/Bottom/Cha_Panel_Box/BattlePosition4/BattleCharSlot_New_4/Inside/ActiveSkillButton","","","","False","False","False"
"Tutorial_DorothyActiveEffect1_1","Tutorial_DorothyActiveEffect1","","1","AdventureBattle","","None","","None","","","","Effect","Assets/Data/Content/Battle/Prefab/ActiveLiberationOverlay.prefab","","","","False","False","False"
"Tutorial_Summon1_1","Tutorial_Summon1","Tutorial_Summon2","1","MainLobby","","TutorialSummonNotClear","","None","","","","Story","Episode_S_Prologue_05","","","","False","False","True"
"Tutorial_Summon2_1","Tutorial_Summon2","Tutorial_Summon3","1","MainLobby","","TutorialGroupClear","Tutorial_Summon1","None","","","","Dialogue","T_Summon_1","","","","False","False","True"
"Tutorial_Summon2_2","Tutorial_Summon2","Tutorial_Summon3","2","MainLobby","","None","","None","","","","Focus","Btn_04/Btn_SummonContent","","","","False","False","True"
"Tutorial_Summon2_3","Tutorial_Summon2","Tutorial_Summon3","3","GachaMain","","None","","None","","","","Dialogue","T_Summon_2","","","","False","False","True"
"Tutorial_Summon2_4","Tutorial_Summon2","Tutorial_Summon3","4","GachaMain","","None","","None","","","","Focus","BottomPanel/Btns/Btn_Tutorial","","","","False","False","True"
"Tutorial_Summon2_5","Tutorial_Summon2","Tutorial_Summon3","5","GachaResult","","None","","None","","","","None","","","","","False","False","True"
"Tutorial_Summon3_1","Tutorial_Summon3","Tutorial_Adventure1","1","GachaMain","","TutorialGroupClear","Tutorial_Summon2","None","","","","Dialogue","T_Summon_3","","","","False","False","True"
"Tutorial_Summon3_2","Tutorial_Summon3","Tutorial_Adventure1","2","GachaMain","","None","","None","","","","Story","Episode_S_Prologue_06","","","","False","False","True"
"Tutorial_Summon3_3","Tutorial_Summon3","Tutorial_Adventure1","3","GachaMain","","None","","None","","","","Focus","left/btn_back/Btn_Back","","","","False","False","True"
"Tutorial_Summon_Reconnection1_1","Tutorial_Summon_Reconnection1","Tutorial_Summon3","1","MainLobby","","TutorialGroupClear","Tutorial_Summon2","None","","TutorialGroupClear","Tutorial_Summon3","Focus","Btn_04/Btn_SummonContent","","","1","False","False","True"
"Tutorial_Adventure1_1","Tutorial_Adventure1","Tutorial_Adventure2","1","MainLobby","","TutorialGroupClear","Tutorial_Summon3","None","","","","Dialogue","T_Adventure_1","","","","False","False","True"
"Tutorial_Adventure1_2","Tutorial_Adventure1","Tutorial_Adventure2","2","MainLobby","","None","","None","","","","Focus","Btn/UnLock_Adventure/Btn_Adventure","","","","False","False","True"
"Tutorial_Adventure1_3","Tutorial_Adventure1","Tutorial_Adventure2","3","AdventureDashBoard","","None","","None","","","","Dialogue","T_Adventure_2","","","","False","False","True"
"Tutorial_Adventure1_4","Tutorial_Adventure1","Tutorial_Adventure2","4","AdventureDashBoard","","None","","None","","","","Focus","Rightpanel/Adventure/Btn_Adventure","","","","False","False","True"
"Tutorial_Adventure2_1","Tutorial_Adventure2","Tutorial_Adventure3","1","AdventureStageMap","Normal","StageNotClear","Stage_Normal_0001","None","","","","Dialogue","T_Adventure_3","","","","False","False","True"
"Tutorial_Adventure2_2","Tutorial_Adventure2","Tutorial_Adventure3","2","AdventureStageMap","Normal","None","","None","","","","Focus","Cellarn01_Spot_Normal_1","","","","False","False","True"
"Tutorial_Adventure2_3","Tutorial_Adventure2","Tutorial_Adventure3","3","BattleReady","","None","","None","","","","Dialogue","T_Adventure_4","","","","False","False","True"
"Tutorial_Adventure2_4","Tutorial_Adventure2","Tutorial_Adventure3","4","BattleReady","","None","","None","","","","Focus","BottomPanelBtns/Btn_ReadyBattle","","","","False","False","True"
"Tutorial_Adventure3_1","Tutorial_Adventure3","","1","AdventureBattleReady","","NotAllPartyMembers","","None","","","","Dialogue","T_Adventure_5","","","","False","False","True"
"Tutorial_Adventure3_2","Tutorial_Adventure3","","2","AdventureBattleReady","","None","","None","","","","Focus","RightButton/Btn_PartyBatch","","","","False","False","True"
"Tutorial_Adventure3_3","Tutorial_Adventure3","","3","PartySetting","","None","","None","","","","Dialogue","T_Adventure_6","","","","False","False","True"
"Tutorial_Adventure3_4","Tutorial_Adventure3","","4","PartySetting","","None","","None","","","","FocusList","PartySettingScroll/Scroll_List/Viewport/Content","","","","False","False","True"
"Tutorial_Adventure3_5","Tutorial_Adventure3","","5","PartySetting","","None","","None","","","","Focus","BottomPanel/Right_Button/Btn_Apply","","","","False","False","True"
"Tutorial_Adventure3_6","Tutorial_Adventure3","","6","AdventureBattleReady","","None","","None","","","","Dialogue","T_Adventure_7","","","","False","False","True"
"Tutorial_Adventure3_7","Tutorial_Adventure3","","7","AdventureBattleReady","","None","","None","","","","Focus","RightButton/Btn_BattleStart","","","","False","False","True"
"Tutorial_Adventure_Reconnection1_1","Tutorial_Adventure_Reconnection1","Tutorial_Adventure2","1","MainLobby","","TutorialGroupClear","Tutorial_Adventure1","None","","TutorialGroupClear","Tutorial_Adventure2","Focus","Btn/UnLock_Adventure/Btn_Adventure","","","1","False","False","True"
"Tutorial_Adventure_Reconnection1_2","Tutorial_Adventure_Reconnection1","Tutorial_Adventure2","2","AdventureDashBoard","","TutorialGroupClear","Tutorial_Adventure1","None","","TutorialGroupClear","Tutorial_Adventure2","Focus","Rightpanel/Adventure/Btn_Adventure","","","","False","False","True"
"Tutorial_Adventure_Reconnection2_1","Tutorial_Adventure_Reconnection2","Tutorial_Adventure3","1","MainLobby","","TutorialGroupClear","Tutorial_Adventure2","None","","AdventurePartyMembers","5","Focus","Btn/UnLock_Adventure/Btn_Adventure","","","1","False","False","True"
"Tutorial_Adventure_Reconnection2_2","Tutorial_Adventure_Reconnection2","Tutorial_Adventure3","2","AdventureDashBoard","","TutorialGroupClear","Tutorial_Adventure2","None","","AdventurePartyMembers","5","Focus","Rightpanel/Adventure/Btn_Adventure","","","","False","False","True"
"Tutorial_Adventure_Reconnection2_3","Tutorial_Adventure_Reconnection2","Tutorial_Adventure3","3","AdventureStageMap","Normal","TutorialGroupClear","Tutorial_Adventure2","None","","AdventurePartyMembers","5","Focus","Cellarn01_Spot_Normal_1","","","1","False","False","True"
"Tutorial_Adventure_Reconnection2_4","Tutorial_Adventure_Reconnection2","Tutorial_Adventure3","4","BattleReady","","TutorialGroupClear","Tutorial_Adventure2","None","","AdventurePartyMembers","5","Focus","BottomPanelBtns/Btn_ReadyBattle","","","","False","False","True"
"Tutorial_Adventure_Reconnection3_1","Tutorial_Adventure_Reconnection3","","1","MainLobby","","TutorialGroupClear","Tutorial_Adventure2","None","","StageClear","Stage_Normal_0001","Focus","Btn/UnLock_Adventure/Btn_Adventure","","","1","False","False","True"
"Tutorial_Adventure_Reconnection3_2","Tutorial_Adventure_Reconnection3","","2","AdventureDashBoard","","TutorialGroupClear","Tutorial_Adventure2","None","","StageClear","Stage_Normal_0001","Focus","Rightpanel/Adventure/Btn_Adventure","","","","False","False","True"
