"Test_Arena_1","InGame/PVP/Illusion/Illusion.prefab","","","Sfx_Bgm_Arena_Battle","0","0.75","-3.75","0","-0.25","7.5","18.75","","Test_Arena_1","EnterCamera3","Stop","EnterCameraEnd ","0","2.5","False","False","","",""
"Test_Arena_11","InGame/PVP/Illusion/Illusion.prefab","","","Sfx_Bgm_Arena_Battle","0","-3","-6","0","-2.5","7.5","-22","","Test_Arena_1","EnterCamera1","Stop","EnterCameraStartDelay","1.5","2.5","False","False","","",""
"Test_Arena_2","InGame/PVP/Illusion/Illusion.prefab","","","Sfx_Bgm_Arena_Battle","0","-3","-6","0","-2.5","6.5","-30","","Test_Arena_1","EnterCamera1","Stop","EnterCameraStartDelay","1.5","2.5","False","False","","",""
"Environment_TutoBattle","InGame/Adventure/Tutorial/Tutorial_noon.prefab","","","Sfx_Bgm_Beastlim_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","TutoBattle_Last","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_TutoBattle_Last","InGame/Adventure/Tutorial/Tutorial_noon.prefab","","","Sfx_Bgm_Beastlim_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","TutoBattle_Last","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part1_NST1","InGame/Adventure/Cellarn01/Cellarn01_Noon.prefab","","","Sfx_Bgm_Cellarn_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Cellarn","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part1_NST2","InGame/Adventure/Cellarn01/Cellarn01_Night.prefab","","","Sfx_Bgm_Cellarn_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Cellarn","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part1_NST3","InGame/Adventure/Cellarn02/Cellarn02_Noon.prefab","","","Sfx_Bgm_Cellarn_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Cellarn","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part1_NST4","InGame/Adventure/Cellarn02/Cellarn02_Night.prefab","","","Sfx_Bgm_Cellarn_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Cellarn","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part1_HST1","InGame/Adventure/Cellarn01/Cellarn01_Noon.prefab","","","Sfx_Bgm_Cellarn_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Cellarn","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part1_HST2","InGame/Adventure/Cellarn01/Cellarn01_Night.prefab","","","Sfx_Bgm_Cellarn_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Cellarn","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part1_HST3","InGame/Adventure/Cellarn02/Cellarn02_Noon.prefab","","","Sfx_Bgm_Cellarn_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Cellarn","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part1_HST4","InGame/Adventure/Cellarn02/Cellarn02_Night.prefab","","","Sfx_Bgm_Cellarn_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Cellarn","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part2_NST1","InGame/Adventure/Shibaya01/Shibaya01_Noon.prefab","","","Sfx_Bgm_Shibaya_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Shibaya","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part2_NST2","InGame/Adventure/Shibaya01/Shibaya01_Night.prefab","","","Sfx_Bgm_Shibaya_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Shibaya","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
"Environment_Adventure_Part2_NST3","InGame/Adventure/Shibaya02/Shibaya02_Noon.prefab","","","Sfx_Bgm_Shibaya_Battle","0","0.75","-3.75","0","-0.25","7.5","20","","Shibaya","EnterCamera1","WaveMove","EnterCameraEnd ","0","1","True","False","","",""
