"Prologue_001","","","","","","","","","",""
"Char_001","Id_Munchkin_Kingdom_Committee","Str_Char_001_S01_B_From","Str_Char_001_S01_B_Type","Str_Char_001_S01_B_Birth","Str_Char_001_S01_B_Gender","Str_Char_001_S01_B_Weight","Str_Char_001_S01_B_Age","Str_Char_001_S01_B_Bloodtype","Str_Char_001_S01_B_High","Str_Char_001_S01_B_VoiceActor"
"Char_002","Id_Munchkin_Kingdom_Committee","Str_Char_002_S01_R_From","Str_Char_002_S01_R_Type","Str_Char_002_S01_R_Birth","Str_Char_002_S01_R_Gender","Str_Char_002_S01_R_Weight","Str_Char_002_S01_R_Age","Str_Char_002_S01_R_Bloodtype","Str_Char_002_S01_R_High","Str_Char_002_S01_R_VoiceActor"
"Char_003","Id_Munchkin_Kingdom_Committee","Str_Char_003_S01_B_From","Str_Char_003_S01_B_Type","Str_Char_003_S01_B_Birth","Str_Char_003_S01_B_Gender","Str_Char_003_S01_B_Weight","Str_Char_003_S01_B_Age","Str_Char_003_S01_B_Bloodtype","Str_Char_003_S01_B_High","Str_Char_003_S01_B_VoiceActor"
"Char_005","Id_Laddin_Guild","Str_Char_005_S01_D_From","Str_Char_005_S01_D_Type","Str_Char_005_S01_D_Birth","Str_Char_005_S01_D_Gender","Str_Char_005_S01_D_Weight","Str_Char_005_S01_D_Age","Str_Char_005_S01_D_Bloodtype","Str_Char_005_S01_D_High","Str_Char_005_S01_D_VoiceActor"
"Char_006","Id_General_Students_Association","Str_Char_006_S01_G_From","Str_Char_006_S01_G_Type","Str_Char_006_S01_G_Birth","Str_Char_006_S01_G_Gender","Str_Char_006_S01_G_Weight","Str_Char_006_S01_G_Age","Str_Char_006_S01_G_Bloodtype","Str_Char_006_S01_G_High","Str_Char_006_S01_G_VoiceActor"
"Char_007","Id_Reconnaissance_Rangers","Str_Char_007_S01_D_From","Str_Char_007_S01_D_Type","Str_Char_007_S01_D_Birth","Str_Char_007_S01_D_Gender","Str_Char_007_S01_D_Weight","Str_Char_007_S01_D_Age","Str_Char_007_S01_D_Bloodtype","Str_Char_007_S01_D_High","Str_Char_007_S01_D_VoiceActor"
"Char_008","Id_Food_Distributor_Department","Str_Char_008_S01_B_From","Str_Char_008_S01_B_Type","Str_Char_008_S01_B_Birth","Str_Char_008_S01_B_Gender","Str_Char_008_S01_B_Weight","Str_Char_008_S01_B_Age","Str_Char_008_S01_B_Bloodtype","Str_Char_008_S01_B_High","Str_Char_008_S01_B_VoiceActor"
"Char_009","Id_General_Students_Association","Str_Char_009_S01_G_From","Str_Char_009_S01_G_Type","Str_Char_009_S01_G_Birth","Str_Char_009_S01_G_Gender","Str_Char_009_S01_G_Weight","Str_Char_009_S01_G_Age","Str_Char_009_S01_G_Bloodtype","Str_Char_009_S01_G_High","Str_Char_009_S01_G_VoiceActor"
"Char_010","Id_The_Witch_Return_Oarganization","Str_Char_010_S01_B_From","Str_Char_010_S01_B_Type","Str_Char_010_S01_B_Birth","Str_Char_010_S01_B_Gender","Str_Char_010_S01_B_Weight","Str_Char_010_S01_B_Age","Str_Char_010_S01_B_Bloodtype","Str_Char_010_S01_B_High","Str_Char_010_S01_B_VoiceActor"
"Char_011","Id_Brotherhood_of_the_Sun","Str_Char_011_S01_R_From","Str_Char_011_S01_R_Type","Str_Char_011_S01_R_Birth","Str_Char_011_S01_R_Gender","Str_Char_011_S01_R_Weight","Str_Char_011_S01_R_Age","Str_Char_011_S01_R_Bloodtype","Str_Char_011_S01_R_High","Str_Char_011_S01_R_VoiceActor"
"Char_014","Id_Emerald_Relief_Corps","Str_Char_014_S01_D_From","Str_Char_014_S01_D_Type","Str_Char_014_S01_D_Birth","Str_Char_014_S01_D_Gender","Str_Char_014_S01_D_Weight","Str_Char_014_S01_D_Age","Str_Char_014_S01_D_Bloodtype","Str_Char_014_S01_D_High","Str_Char_014_S01_D_VoiceActor"
"Char_015","Id_Bell_Airlines","Str_Char_015_S01_B_From","Str_Char_015_S01_B_Type","Str_Char_015_S01_B_Birth","Str_Char_015_S01_B_Gender","Str_Char_015_S01_B_Weight","Str_Char_015_S01_B_Age","Str_Char_015_S01_B_Bloodtype","Str_Char_015_S01_B_High","Str_Char_015_S01_B_VoiceActor"
"Char_016","Id_Brotherhood_of_the_Sun","Str_Char_016_S01_B_From","Str_Char_016_S01_B_Type","Str_Char_016_S01_B_Birth","Str_Char_016_S01_B_Gender","Str_Char_016_S01_B_Weight","Str_Char_016_S01_B_Age","Str_Char_016_S01_B_Bloodtype","Str_Char_016_S01_B_High","Str_Char_016_S01_B_VoiceActor"
"Char_034","Id_Princess_Entertainment","Str_Char_034_S01_B_From","Str_Char_034_S01_B_Type","Str_Char_034_S01_B_Birth","Str_Char_034_S01_B_Gender","Str_Char_034_S01_B_Weight","Str_Char_034_S01_B_Age","Str_Char_034_S01_B_Bloodtype","Str_Char_034_S01_B_High","Str_Char_034_S01_B_VoiceActor"
"Char_037","Id_Food_Distributor_Department","Str_Char_037_S01_L_From","Str_Char_037_S01_L_Type","Str_Char_037_S01_L_Birth","Str_Char_037_S01_L_Gender","Str_Char_037_S01_L_Weight","Str_Char_037_S01_L_Age","Str_Char_037_S01_L_Bloodtype","Str_Char_037_S01_L_High","Str_Char_037_S01_L_VoiceActor"
"Char_038","Id_Laddin_Guild","Str_Char_038_S01_L_From","Str_Char_038_S01_L_Type","Str_Char_038_S01_L_Birth","Str_Char_038_S01_L_Gender","Str_Char_038_S01_L_Weight","Str_Char_038_S01_L_Age","Str_Char_038_S01_L_Bloodtype","Str_Char_038_S01_L_High","Str_Char_038_S01_L_VoiceActor"
"Char_040","Id_General_Students_Association","Str_Char_040_S01_R_From","Str_Char_040_S01_R_Type","Str_Char_040_S01_R_Birth","Str_Char_040_S01_R_Gender","Str_Char_040_S01_R_Weight","Str_Char_040_S01_R_Age","Str_Char_040_S01_R_Bloodtype","Str_Char_040_S01_R_High","Str_Char_040_S01_R_VoiceActor"
"Char_041","Id_Brotherhood_of_the_Sun","Str_Char_041_S01_R_From","Str_Char_041_S01_R_Type","Str_Char_041_S01_R_Birth","Str_Char_041_S01_R_Gender","Str_Char_041_S01_R_Weight","Str_Char_041_S01_R_Age","Str_Char_041_S01_R_Bloodtype","Str_Char_041_S01_R_High","Str_Char_041_S01_R_VoiceActor"
"Char_044","Id_Hotel_Aurora","Str_Char_044_S01_D_From","Str_Char_044_S01_D_Type","Str_Char_044_S01_D_Birth","Str_Char_044_S01_D_Gender","Str_Char_044_S01_D_Weight","Str_Char_044_S01_D_Age","Str_Char_044_S01_D_Bloodtype","Str_Char_044_S01_D_High","Str_Char_044_S01_D_VoiceActor"
"Char_051","Id_Black_Cat_Industry","Str_Char_051_S01_B_From","Str_Char_051_S01_B_Type","Str_Char_051_S01_B_Birth","Str_Char_051_S01_B_Gender","Str_Char_051_S01_B_Weight","Str_Char_051_S01_B_Age","Str_Char_051_S01_B_Bloodtype","Str_Char_051_S01_B_High","Str_Char_051_S01_B_VoiceActor"
"Char_062","Id_Emerald_Relief_Corps","Str_Char_062_S01_G_From","Str_Char_062_S01_G_Type","Str_Char_062_S01_G_Birth","Str_Char_062_S01_G_Gender","Str_Char_062_S01_G_Weight","Str_Char_062_S01_G_Age","Str_Char_062_S01_G_Bloodtype","Str_Char_062_S01_G_High","Str_Char_062_S01_G_VoiceActor"
"Char_064","Id_Red_Wolf_Construction","Str_Char_064_S01_R_From","Str_Char_064_S01_R_Type","Str_Char_064_S01_R_Birth","Str_Char_064_S01_R_Gender","Str_Char_064_S01_R_Weight","Str_Char_064_S01_R_Age","Str_Char_064_S01_R_Bloodtype","Str_Char_064_S01_R_High","Str_Char_064_S01_R_VoiceActor"
"Char_066","Id_Emerald_Relief_Corps","Str_Char_066_S01_B_From","Str_Char_066_S01_B_Type","Str_Char_066_S01_B_Birth","Str_Char_066_S01_B_Gender","Str_Char_066_S01_B_Weight","Str_Char_066_S01_B_Age","Str_Char_066_S01_B_Bloodtype","Str_Char_066_S01_B_High","Str_Char_066_S01_B_VoiceActor"
"Char_067","Id_Black_Cat_Industry","Str_Char_067_S01_B_From","Str_Char_067_S01_B_Type","Str_Char_067_S01_B_Birth","Str_Char_067_S01_B_Gender","Str_Char_067_S01_B_Weight","Str_Char_067_S01_B_Age","Str_Char_067_S01_B_Bloodtype","Str_Char_067_S01_B_High","Str_Char_067_S01_B_VoiceActor"
"Char_072","Id_Bell_Airlines","Str_Char_072_S01_R_From","Str_Char_072_S01_R_Type","Str_Char_072_S01_R_Birth","Str_Char_072_S01_R_Gender","Str_Char_072_S01_R_Weight","Str_Char_072_S01_R_Age","Str_Char_072_S01_R_Bloodtype","Str_Char_072_S01_R_High","Str_Char_072_S01_R_VoiceActor"
"Char_073","Id_Black_Cat_Industry","Str_Char_073_S01_G_From","Str_Char_073_S01_G_Type","Str_Char_073_S01_G_Birth","Str_Char_073_S01_G_Gender","Str_Char_073_S01_G_Weight","Str_Char_073_S01_G_Age","Str_Char_073_S01_G_Bloodtype","Str_Char_073_S01_G_High","Str_Char_073_S01_G_VoiceActor"
"Char_077","Id_Food_Distributor_Department","Str_Char_077_S01_G_From","Str_Char_077_S01_G_Type","Str_Char_077_S01_G_Birth","Str_Char_077_S01_G_Gender","Str_Char_077_S01_G_Weight","Str_Char_077_S01_G_Age","Str_Char_077_S01_G_Bloodtype","Str_Char_077_S01_G_High","Str_Char_077_S01_G_VoiceActor"
"Char_078","Id_General_Students_Association","Str_Char_078_S01_R_From","Str_Char_078_S01_R_Type","Str_Char_078_S01_R_Birth","Str_Char_078_S01_R_Gender","Str_Char_078_S01_R_Weight","Str_Char_078_S01_R_Age","Str_Char_078_S01_R_Bloodtype","Str_Char_078_S01_R_High","Str_Char_078_S01_R_VoiceActor"
