"Has_Burn","Has_Burn","ApplyTarget","HasEffectSubCategory","Burn","","","False"
"Has_Burn_Scorch","Has_Burn_Scorch","ApplyTarget","HasEffectSubCategory","Burn","Scorch","","False"
"HasNot_Burn","HasNot_Burn","ApplyTarget","HasEffectSubCategory","Burn","","","True"
"Has_Chills","Has_Chills","ApplyTarget","HasEffectSubCategory","Chills","","","False"
"Has_Chills_Ice","Has_Chills_Ice","ApplyTarget","HasEffectSubCategory","Chills","Ice","","False"
"Has_Frost","Has_Frost","ApplyTarget","HasEffectSubCategory","DebuffAtkMoveSpeed","","","False"
"NotHave_Chills","NotHave_Chills","ApplyTarget","HasEffectSubCategory","Chills","","","True"
"Has_Stain","Has_Stain","ApplyTarget","HasEffectSubCategory","Stain","","","False"
"Has_Stain_Break","Has_Stain_Break","ApplyTarget","HasEffectSubCategory","Stain","Break","","False"
"Has_Shock","Has_Shock","ApplyTarget","HasEffectSubCategory","Shock","","","False"
"Has_Shock_ElectricShock","Has_Shock_ElectricShock","ApplyTarget","HasEffectSubCategory","Shock","ElectricShock","","False"
"NotHave_Shock","NotHave_Shock","ApplyTarget","HasEffectSubCategory","Shock","","","True"
"Has_Wound","Has_Wound","ApplyTarget","HasEffectSubCategory","Wound","","","False"
"Has_Bleed","Has_Bleed","ApplyTarget","HasEffectSubCategory","Bleed","","","False"
"Has_Stun","Has_Stun","ApplyTarget","HasEffectDefineType","Stun","","","False"
"Has_Silence","Has_Silence","ApplyTarget","HasEffectDefineType","Silence","","","False"
"Has_Confuse","Has_Confuse","ApplyTarget","HasEffectDefineType","Confuse","","","False"
"Has_Restraint","Has_Restraint","ApplyTarget","HasEffectDefineType","Restraint","","","False"
"Has_Petrify","Has_Petrify","ApplyTarget","HasEffectDefineType","Petrify","","","False"
"Has_Fear","Has_Fear","ApplyTarget","HasEffectDefineType","Fear","","","False"
"Has_Blind","Has_Blind","ApplyTarget","HasEffectDefineType","Blind","","","False"
"Check_Red","Check_Red","ApplyTarget","WhatElement","Red","","","False"
"Check_Blue","Check_Blue","ApplyTarget","WhatElement","Blue","","","False"
"Check_Green","Check_Green","ApplyTarget","WhatElement","Green","","","False"
"Check_Caster","Check_Caster","ApplyTarget","IsCaster","","","","False"
"Check_NotCaster","Check_NotCaster","ApplyTarget","IsCaster","","","","True"
"Check_Random_2.5","Check_Random_2.5","Self","RandomChance","250","","","False"
"Check_Random_5","Check_Random_5","Self","RandomChance","500","","","False"
"Check_Random_7.5","Check_Random_7.5","Self","RandomChance","750","","","False"
"Check_Random_10","Check_Random_10","Self","RandomChance","1000","","","False"
"Check_Random_15","Check_Random_15","Self","RandomChance","1500","","","False"
"Check_Random_20","Check_Random_20","Self","RandomChance","2000","","","False"
"Check_Random_25","Check_Random_25","Self","RandomChance","2500","","","False"
"Check_Random_30","Check_Random_30","Self","RandomChance","3000","","","False"
"Check_Random_35","Check_Random_35","Self","RandomChance","3500","","","False"
"Check_Random_40","Check_Random_40","Self","RandomChance","4000","","","False"
"Check_Random_45","Check_Random_45","Self","RandomChance","4500","","","False"
"Check_Random_50","Check_Random_50","Self","RandomChance","5000","","","False"
"Check_Random_55","Check_Random_55","Self","RandomChance","5500","","","False"
"Check_Random_60","Check_Random_60","Self","RandomChance","6000","","","False"
"Check_Random_65","Check_Random_65","Self","RandomChance","6500","","","False"
"Check_Random_70","Check_Random_70","Self","RandomChance","7000","","","False"
"Check_Random_75","Check_Random_75","Self","RandomChance","7500","","","False"
"Check_Random_80","Check_Random_80","Self","RandomChance","8000","","","False"
"Check_Random_85","Check_Random_85","Self","RandomChance","8500","","","False"
"Check_Random_90","Check_Random_90","Self","RandomChance","9000","","","False"
"Check_Random_95","Check_Random_95","Self","RandomChance","9500","","","False"
"Has_Debuff_AtkSpeed","Has_Debuff_AtkSpeed","ApplyTarget","HasEffectDefineType","DebuffAtkSpeed","","","False"
"HasNot_Debuff_AtkSpeed","HasNot_Debuff_AtkSpeed","ApplyTarget","HasEffectDefineType","DebuffAtkSpeed","","","True"
"Check_ActiveSkill","Check_ActiveSkill","Self","WhatSkillCast","ActiveSkill","","","False"
