"SKILL_C005S01D_HERO_ATK_E_1","SKILL_C005S01D_HERO_ATK_E","1","Caster","Position","0","0","0","1","0.2"
"SKILL_C008S01B_HERO_LINKSKILL_1","SKILL_C008S01B_HERO_LINKSKILL","1","Caster","Position","0","0.1","0","1","3"
"SKILL_C008S01B_HERO_ACTIVESKILL_1","SKILL_C008S01B_HERO_ACTIVESKILL","1","Target","Attach","0","0","0","1","2"
"SKILL_C008S01B_HERO_ACTIVESKILL_2","SKILL_C008S01B_HERO_ACTIVESKILL","2","Target","Attach","0","0","0","1","2"
"SKILL_C008S01B_HERO_ACTIVESKILL_3","SKILL_C008S01B_HERO_ACTIVESKILL","3","Target","Attach","0","0.7","0","1","2"
"SKILL_C010S01B_HERO_ATK_M_1","SKILL_C010S01B_HERO_ATK_M","1","Target","Attach","0","0.1","0","1","2"
"SKILL_C010S01B_HERO_ATK_E_1","SKILL_C010S01B_HERO_ATK_E","1","Target","Position","0","1.6","0","1","2"
"SKILL_C014S01D_HERO_ATK_M_1","SKILL_C014S01D_HERO_ATK_M","1","Target","Attach","0","0.6","0.1","2","2"
"SKILL_C014S01D_HERO_ATK_E_1","SKILL_C014S01D_HERO_ATK_E","1","Target","Position","0","0.8","0","1","2.7"
"SKILL_C017S01G_HERO_ACTIVESKILL_1","SKILL_C017S01G_HERO_ACTIVESKILL","1","Caster","Position","0","0.4","0","1","2"
"SKILL_C047S01B_HERO_ATK_E_1","SKILL_C047S01B_HERO_ATK_E","1","Target","Position","0","0","1","1","2"
"SKILL_C047S01G_HERO_ATK_E_1","SKILL_C047S01G_HERO_ATK_E","1","Target","Position","0","0","1","1","2"
"SKILL_C052S01G_HERO_ATK_M_1","SKILL_C052S01G_HERO_ATK_M","1","Target","Attach","0","1.1","0","1","2"
"SKILL_C054S01G_HERO_LINKSKILL_1","SKILL_C054S01G_HERO_LINKSKILL","1","Target","Position","0","1.1","0","1","2"
"SKILL_C058S01R_HERO_ATK_M_1","SKILL_C058S01R_HERO_ATK_M","1","Target","Attach","0","1.1","0","1","2"
"SKILL_C058S01R_HERO_ATK_E_1","SKILL_C058S01R_HERO_ATK_E","1","Target","Attach","0","1.1","0","1","2"
"SKILL_C058S01B_HERO_ATK_M_1","SKILL_C058S01B_HERO_ATK_M","1","Target","Attach","0","1.1","0","1","2"
"SKILL_C058S01B_HERO_ATK_E_1","SKILL_C058S01B_HERO_ATK_E","1","Target","Attach","0","1.1","0","1","2"
"SKILL_C085S01B_HERO_ACTIVESKILL_1","SKILL_C085S01B_HERO_ACTIVESKILL","1","Target","Attach","0","0","0","1","2"
"SKILL_C085S01B_HERO_ACTIVESKILL_2","SKILL_C085S01B_HERO_ACTIVESKILL","2","Caster","Attach","0","0","0","1","2"
