"TWC_001_S01","Default","TWC001_S01/Animation/TWC001_S01@Appear","","TWC001_S01/Animation/TWC001_S01@Transform"
"TWC_001_S01","P2","","",""
"TWC_002_S01","Default","TWC002_S01/Animation/TWC002_S01@Appear","","TWC002_S01/Animation/TWC002_S01@Transform"
"TWC_002_S01","P2","","",""
"Mon_537_Prologue","Default","C537_Prologue/Animation/C537_Prologue@Appear","",""
"Mon_021_Prologue","Default","C021_Prologue/Animation/C021_Prologue@Appear","",""
"Mon_535G_CH4_Boss","Default","C535_S01G/Animation/C535_S01G@Appear","",""
"Mon_021_CH8_Boss","Default","C021_S01R/Animation/C021_S01R@Appear","",""
"Mon_022_CH12_Boss","Default","C022_S01B/Animation/C022_S01B@Appear","",""
"Mon_554_CH16_Boss","Default","C554_S01B/Animation/C554_S01B@Appear","C554_S01B/Animation/C554_S01B@Appear_Idle",""
"Mon_608_CH20_Boss","Default","C608_S01B/Animation/C608_S01B@Appear","C608_S01B/Animation/C608_S01B@Appear_Idle",""
"Mon_501_Lv1","Default","C501_S01B/Animation/C501_S01B@Appear","C501_S01B/Animation/C501_S01B@Appear_Idle",""
"Mon_501_Lv2","Default","C501_S01B/Animation/C501_S01B@Appear","C501_S01B/Animation/C501_S01B@Appear_Idle",""
"Mon_501_Lv3","Default","C501_S01B/Animation/C501_S01B@Appear","C501_S01B/Animation/C501_S01B@Appear_Idle",""
"Mon_501_Lv4","Default","C501_S01B/Animation/C501_S01B@Appear","C501_S01B/Animation/C501_S01B@Appear_Idle",""
"Mon_501_Lv5","Default","C501_S01B/Animation/C501_S01B@Appear","C501_S01B/Animation/C501_S01B@Appear_Idle",""
"Mon_501_Lv6","Default","C501_S01B/Animation/C501_S01B@Appear","C501_S01B/Animation/C501_S01B@Appear_Idle",""
"Mon_501_Lv7","Default","C501_S01B/Animation/C501_S01B@Appear","C501_S01B/Animation/C501_S01B@Appear_Idle",""
"Mon_502_Lv1","Default","C502_S01R/Animation/C502_S01R@Appear","C502_S01R/Animation/C502_S01R@Appear_Idle",""
"Mon_502_Lv2","Default","C502_S01R/Animation/C502_S01R@Appear","C502_S01R/Animation/C502_S01R@Appear_Idle",""
"Mon_502_Lv3","Default","C502_S01R/Animation/C502_S01R@Appear","C502_S01R/Animation/C502_S01R@Appear_Idle",""
"Mon_502_Lv4","Default","C502_S01R/Animation/C502_S01R@Appear","C502_S01R/Animation/C502_S01R@Appear_Idle",""
"Mon_502_Lv5","Default","C502_S01R/Animation/C502_S01R@Appear","C502_S01R/Animation/C502_S01R@Appear_Idle",""
"Mon_502_Lv6","Default","C502_S01R/Animation/C502_S01R@Appear","C502_S01R/Animation/C502_S01R@Appear_Idle",""
"Mon_502_Lv7","Default","C502_S01R/Animation/C502_S01R@Appear","C502_S01R/Animation/C502_S01R@Appear_Idle",""
"Mon_503_Lv1","Default","C503_S01G/Animation/C503_S01G@Appear","C503_S01G/Animation/C503_S01G@Appear_Idle",""
"Mon_503_Lv2","Default","C503_S01G/Animation/C503_S01G@Appear","C503_S01G/Animation/C503_S01G@Appear_Idle",""
"Mon_503_Lv3","Default","C503_S01G/Animation/C503_S01G@Appear","C503_S01G/Animation/C503_S01G@Appear_Idle",""
"Mon_503_Lv4","Default","C503_S01G/Animation/C503_S01G@Appear","C503_S01G/Animation/C503_S01G@Appear_Idle",""
"Mon_503_Lv5","Default","C503_S01G/Animation/C503_S01G@Appear","C503_S01G/Animation/C503_S01G@Appear_Idle",""
"Mon_503_Lv6","Default","C503_S01G/Animation/C503_S01G@Appear","C503_S01G/Animation/C503_S01G@Appear_Idle",""
"Mon_503_Lv7","Default","C503_S01G/Animation/C503_S01G@Appear","C503_S01G/Animation/C503_S01G@Appear_Idle",""
"Mon_566_S01_G_Lv1","Default","C566_S01G/Animation/C566_S01G@Appear","C566_S01G/Animation/C566_S01G@Appear_Idle",""
"Mon_566_S01_G_Lv2","Default","C566_S01G/Animation/C566_S01G@Appear","C566_S01G/Animation/C566_S01G@Appear_Idle",""
"Mon_566_S01_G_Lv3","Default","C566_S01G/Animation/C566_S01G@Appear","C566_S01G/Animation/C566_S01G@Appear_Idle",""
"Mon_566_S01_G_Lv4","Default","C566_S01G/Animation/C566_S01G@Appear","C566_S01G/Animation/C566_S01G@Appear_Idle",""
"Mon_566_S01_G_Lv5","Default","C566_S01G/Animation/C566_S01G@Appear","C566_S01G/Animation/C566_S01G@Appear_Idle",""
"Mon_566_S01_G_Lv6","Default","C566_S01G/Animation/C566_S01G@Appear","C566_S01G/Animation/C566_S01G@Appear_Idle",""
"Mon_566_S01_G_Lv7","Default","C566_S01G/Animation/C566_S01G@Appear","C566_S01G/Animation/C566_S01G@Appear_Idle",""
