"Item_Material_HeroGradeUp_Char_002_S01_R","Str_Item_Material_HeroGradeUp_Char_002_S01_R_Name","Str_Item_Material_HeroGradeUp_Char_002_S01_R_Desc","ICON_MATERIAL_HeroGradeUp_C002_S01R","HeroGradeUp","Char_002_S01_R","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_003_S01_B","Str_Item_Material_HeroGradeUp_Char_003_S01_B_Name","Str_Item_Material_HeroGradeUp_Char_003_S01_B_Desc","ICON_MATERIAL_HeroGradeUp_C003_S01B","HeroGradeUp","Char_003_S01_B","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_005_S01_D","Str_Item_Material_HeroGradeUp_Char_005_S01_D_Name","Str_Item_Material_HeroGradeUp_Char_005_S01_D_Desc","ICON_MATERIAL_HeroGradeUp_C005_S01D","HeroGradeUp","Char_005_S01_D","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_006_S01_G","Str_Item_Material_HeroGradeUp_Char_006_S01_G_Name","Str_Item_Material_HeroGradeUp_Char_006_S01_G_Desc","ICON_MATERIAL_HeroGradeUp_C006_S01G","HeroGradeUp","Char_006_S01_G","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_007_S01_D","Str_Item_Material_HeroGradeUp_Char_007_S01_D_Name","Str_Item_Material_HeroGradeUp_Char_007_S01_D_Desc","ICON_MATERIAL_HeroGradeUp_C007_S01D","HeroGradeUp","Char_007_S01_D","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_009_S01_G","Str_Item_Material_HeroGradeUp_Char_009_S01_G_Name","Str_Item_Material_HeroGradeUp_Char_009_S01_G_Desc","ICON_MATERIAL_HeroGradeUp_C009_S01G","HeroGradeUp","Char_009_S01_G","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_010_S01_B","Str_Item_Material_HeroGradeUp_Char_010_S01_B_Name","Str_Item_Material_HeroGradeUp_Char_010_S01_B_Desc","ICON_MATERIAL_HeroGradeUp_C010_S01B","HeroGradeUp","Char_010_S01_B","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_014_S01_D","Str_Item_Material_HeroGradeUp_Char_014_S01_D_Name","Str_Item_Material_HeroGradeUp_Char_014_S01_D_Desc","ICON_MATERIAL_HeroGradeUp_C014_S01D","HeroGradeUp","Char_014_S01_D","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_015_S01_B","Str_Item_Material_HeroGradeUp_Char_015_S01_B_Name","Str_Item_Material_HeroGradeUp_Char_015_S01_B_Desc","ICON_MATERIAL_HeroGradeUp_C015_S01B","HeroGradeUp","Char_015_S01_B","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_017_S01_G","Str_Item_Material_HeroGradeUp_Char_017_S01_G_Name","Str_Item_Material_HeroGradeUp_Char_017_S01_G_Desc","ICON_MATERIAL_HeroGradeUp_C017_S01G","HeroGradeUp","Char_017_S01_G","HeroGradeUp"
"Item_Material_HeroGradeUp_Char_019_S01_D","Str_Item_Material_HeroGradeUp_Char_019_S01_D_Name","Str_Item_Material_HeroGradeUp_Char_019_S01_D_Desc","ICON_MATERIAL_HeroGradeUp_C019_S01D","HeroGradeUp","Char_019_S01_D","HeroGradeUp"
