"AdventureChapterReward_01","Normal_ChapterReward_Group_01","15","Coin_TaleStone","50"
"AdventureChapterReward_02","Normal_ChapterReward_Group_01","30","Coin_TaleStone","50"
"AdventureChapterReward_03","Normal_ChapterReward_Group_01","45","Item_Material_HeroGradeUp_Char_002_S01_R","10"
"AdventureChapterReward_04","Normal_ChapterReward_Group_02","15","Coin_TaleStone","50"
"AdventureChapterReward_05","Normal_ChapterReward_Group_02","30","Coin_TaleStone","50"
"AdventureChapterReward_06","Normal_ChapterReward_Group_02","45","Item_Material_HeroGradeUp_Char_001_S01_B","10"
"AdventureChapterReward_07","Normal_ChapterReward_Group_03","15","Coin_TaleStone","50"
"AdventureChapterReward_08","Normal_ChapterReward_Group_03","30","Coin_TaleStone","50"
"AdventureChapterReward_09","Normal_ChapterReward_Group_03","45","Coin_TaleStone","100"
"AdventureChapterReward_100","Hard_ChapterReward_Group_01","9","Item_Material_HeroGradeUp_Char_103_S01_G","10"
"AdventureChapterReward_101","Hard_ChapterReward_Group_02","9","Item_Material_HeroGradeUp_Char_003_S01_B","10"
"AdventureChapterReward_102","Hard_ChapterReward_Group_03","9","Coin_TaleStone","250"
