type	id	status
string	string	int
108	2010501,2010502,2010503,2010504,2010505,2010506,2010507,2010508,2010509	1
104	2010101,2010102,2010103,2010104,2010105,2010106	1
103	2015001,2015002,2015003,2015004,2015005,2015006	1
204	2020101,2020102,2020103,2020104,2020105,2020106,2020107,2020108,2020109	1
203	2015101,2015102,2015103,2015104,2015105,2015106	1
308	2030501,2030502,2030503,2030504,2030505,2030506,2030507,2030508,2030509	1
303	2015201,2015202,2015203,2015204,2015205,2015206	1
408	2040501,2040502,2040503,2040504,2040505,2040506,2040507,2040508,2040509	1
403	2015301,2015302,2015303,2015304,2015305,2015306	1
508	2050501,2050502,2050503,2050504,2050505,2050506,2050507,2050508,2050509	1
503	2015401,2015402,2015403,2015404,2015405,2015406	1
607	2060401,2060402,2060403,2060404,2060405,2060406,2060407,2060408,2060409	1
603	2015501,2015502,2015503,2015504,2015505,2015506	1
