skillKey	id	status
string	int	int
41101008_1	41101008	1
41101008_2	41101008	1
41101008_3	41101008	1
42101008_1	42101008	1
42101008_2	42101008	1
42101008_3	42101008	1
43101008_1	43101008	1
43101008_2	43101008	1
43101008_3	43101008	1
43101008_4	43101008	1
43101008_5	43101008	1
43101008_6	43101008	1
43101008_7	43101008	1
43101008_8	43101008	1
43101008_9	43101008	1
43101008_10	43101008	1
43101008_11	43101008	1
43101008_12	43101008	1
43101008_13	43101008	1
43101008_14	43101008	1
43101008_15	43101008	1
43101008_16	43101008	1
43101008_17	43101008	1
43101008_18	43101008	1
43101008_19	43101008	1
43101008_20	43101008	1
43101008_21	43101008	1
43101008_22	43101008	1
43101008_23	43101008	1
43101008_24	43101008	1
43101008_25	43101008	1
41101011_1	41101011	1
41101011_2	41101011	1
41101011_3	41101011	1
42101011_1	42101011	1
42101011_2	42101011	1
42101011_3	42101011	1
43101011_1	43101011	1
43101011_2	43101011	1
43101011_3	43101011	1
43101011_4	43101011	1
43101011_5	43101011	1
43101011_6	43101011	1
43101011_7	43101011	1
43101011_8	43101011	1
43101011_9	43101011	1
43101011_10	43101011	1
43101011_11	43101011	1
43101011_12	43101011	1
43101011_13	43101011	1
43101011_14	43101011	1
43101011_15	43101011	1
43101011_16	43101011	1
43101011_17	43101011	1
43101011_18	43101011	1
43101011_19	43101011	1
43101011_20	43101011	1
43101011_21	43101011	1
43101011_22	43101011	1
43101011_23	43101011	1
43101011_24	43101011	1
43101011_25	43101011	1
41101005_1	41101005	1
41101005_2	41101005	1
41101005_3	41101005	1
42101005_1	42101005	1
42101005_2	42101005	1
42101005_3	42101005	1
43101005_1	43101005	1
43101005_2	43101005	1
43101005_3	43101005	1
43101005_4	43101005	1
43101005_5	43101005	1
43101005_6	43101005	1
43101005_7	43101005	1
43101005_8	43101005	1
43101005_9	43101005	1
43101005_10	43101005	1
43101005_11	43101005	1
43101005_12	43101005	1
43101005_13	43101005	1
43101005_14	43101005	1
43101005_15	43101005	1
43101005_16	43101005	1
43101005_17	43101005	1
43101005_18	43101005	1
43101005_19	43101005	1
43101005_20	43101005	1
43101005_21	43101005	1
43101005_22	43101005	1
43101005_23	43101005	1
43101005_24	43101005	1
43101005_25	43101005	1
41101006_1	41101006	1
41101006_2	41101006	1
41101006_3	41101006	1
42101006_1	42101006	1
42101006_2	42101006	1
42101006_3	42101006	1
43101006_1	43101006	1
43101006_2	43101006	1
43101006_3	43101006	1
43101006_4	43101006	1
43101006_5	43101006	1
43101006_6	43101006	1
43101006_7	43101006	1
43101006_8	43101006	1
43101006_9	43101006	1
43101006_10	43101006	1
43101006_11	43101006	1
43101006_12	43101006	1
43101006_13	43101006	1
43101006_14	43101006	1
43101006_15	43101006	1
43101006_16	43101006	1
43101006_17	43101006	1
43101006_18	43101006	1
43101006_19	43101006	1
43101006_20	43101006	1
43101006_21	43101006	1
43101006_22	43101006	1
43101006_23	43101006	1
43101006_24	43101006	1
43101006_25	43101006	1
41102008_1	41102008	1
41102008_2	41102008	1
41102008_3	41102008	1
42102008_1	42102008	1
42102008_2	42102008	1
42102008_3	42102008	1
43102008_1	43102008	1
43102008_2	43102008	1
43102008_3	43102008	1
43102008_4	43102008	1
43102008_5	43102008	1
43102008_6	43102008	1
43102008_7	43102008	1
43102008_8	43102008	1
43102008_9	43102008	1
43102008_10	43102008	1
43102008_11	43102008	1
43102008_12	43102008	1
43102008_13	43102008	1
43102008_14	43102008	1
43102008_15	43102008	1
43102008_16	43102008	1
43102008_17	43102008	1
43102008_18	43102008	1
43102008_19	43102008	1
43102008_20	43102008	1
43102008_21	43102008	1
43102008_22	43102008	1
43102008_23	43102008	1
43102008_24	43102008	1
43102008_25	43102008	1
41102007_1	41102007	1
41102007_2	41102007	1
41102007_3	41102007	1
42102007_1	42102007	1
42102007_2	42102007	1
42102007_3	42102007	1
43102007_1	43102007	1
43102007_2	43102007	1
43102007_3	43102007	1
43102007_4	43102007	1
43102007_5	43102007	1
43102007_6	43102007	1
43102007_7	43102007	1
43102007_8	43102007	1
43102007_9	43102007	1
43102007_10	43102007	1
43102007_11	43102007	1
43102007_12	43102007	1
43102007_13	43102007	1
43102007_14	43102007	1
43102007_15	43102007	1
43102007_16	43102007	1
43102007_17	43102007	1
43102007_18	43102007	1
43102007_19	43102007	1
43102007_20	43102007	1
43102007_21	43102007	1
43102007_22	43102007	1
43102007_23	43102007	1
43102007_24	43102007	1
43102007_25	43102007	1
41102011_1	41102011	1
41102011_2	41102011	1
41102011_3	41102011	1
42102011_1	42102011	1
42102011_2	42102011	1
42102011_3	42102011	1
43102011_1	43102011	1
43102011_2	43102011	1
43102011_3	43102011	1
43102011_4	43102011	1
43102011_5	43102011	1
43102011_6	43102011	1
43102011_7	43102011	1
43102011_8	43102011	1
43102011_9	43102011	1
43102011_10	43102011	1
43102011_11	43102011	1
43102011_12	43102011	1
43102011_13	43102011	1
43102011_14	43102011	1
43102011_15	43102011	1
43102011_16	43102011	1
43102011_17	43102011	1
43102011_18	43102011	1
43102011_19	43102011	1
43102011_20	43102011	1
43102011_21	43102011	1
43102011_22	43102011	1
43102011_23	43102011	1
43102011_24	43102011	1
43102011_25	43102011	1
44102011_1	44102011	1
44102011_2	44102011	1
44102011_3	44102011	1
41102001_1	41102001	1
41102001_2	41102001	1
41102001_3	41102001	1
42102001_1	42102001	1
42102001_2	42102001	1
42102001_3	42102001	1
43102001_1	43102001	1
43102001_2	43102001	1
43102001_3	43102001	1
43102001_4	43102001	1
43102001_5	43102001	1
43102001_6	43102001	1
43102001_7	43102001	1
43102001_8	43102001	1
43102001_9	43102001	1
43102001_10	43102001	1
43102001_11	43102001	1
43102001_12	43102001	1
43102001_13	43102001	1
43102001_14	43102001	1
43102001_15	43102001	1
43102001_16	43102001	1
43102001_17	43102001	1
43102001_18	43102001	1
43102001_19	43102001	1
43102001_20	43102001	1
43102001_21	43102001	1
43102001_22	43102001	1
43102001_23	43102001	1
43102001_24	43102001	1
43102001_25	43102001	1
41102021_1	41102021	1
41102021_2	41102021	1
41102021_3	41102021	1
42102021_1	42102021	1
42102021_2	42102021	1
42102021_3	42102021	1
43102021_1	43102021	1
43102021_2	43102021	1
43102021_3	43102021	1
43102021_4	43102021	1
43102021_5	43102021	1
43102021_6	43102021	1
43102021_7	43102021	1
43102021_8	43102021	1
43102021_9	43102021	1
43102021_10	43102021	1
43102021_11	43102021	1
43102021_12	43102021	1
43102021_13	43102021	1
43102021_14	43102021	1
43102021_15	43102021	1
43102021_16	43102021	1
43102021_17	43102021	1
43102021_18	43102021	1
43102021_19	43102021	1
43102021_20	43102021	1
43102021_21	43102021	1
43102021_22	43102021	1
43102021_23	43102021	1
43102021_24	43102021	1
43102021_25	43102021	1
41103008_1	41103008	1
41103008_2	41103008	1
41103008_3	41103008	1
42103008_1	42103008	1
42103008_2	42103008	1
42103008_3	42103008	1
43103008_1	43103008	1
43103008_2	43103008	1
43103008_3	43103008	1
43103008_4	43103008	1
43103008_5	43103008	1
43103008_6	43103008	1
43103008_7	43103008	1
43103008_8	43103008	1
43103008_9	43103008	1
43103008_10	43103008	1
43103008_11	43103008	1
43103008_12	43103008	1
43103008_13	43103008	1
43103008_14	43103008	1
43103008_15	43103008	1
43103008_16	43103008	1
43103008_17	43103008	1
43103008_18	43103008	1
43103008_19	43103008	1
43103008_20	43103008	1
43103008_21	43103008	1
43103008_22	43103008	1
43103008_23	43103008	1
43103008_24	43103008	1
43103008_25	43103008	1
41103002_1	41103002	1
41103002_2	41103002	1
41103002_3	41103002	1
42103002_1	42103002	1
42103002_2	42103002	1
42103002_3	42103002	1
43103002_1	43103002	1
43103002_2	43103002	1
43103002_3	43103002	1
43103002_4	43103002	1
43103002_5	43103002	1
43103002_6	43103002	1
43103002_7	43103002	1
43103002_8	43103002	1
43103002_9	43103002	1
