id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		2		时间倒回数小时前																1						op_jianpan																											1											時間倒回數小時前	A Few Hours Earlier	数時間前に遡る。	몇 시간 전	ย้อนเวลากลับไปสองสามชั่วโมงก่อน															
2	3		2		南港区丨流浪猫之家																1						op_jianpan																											1											南港區丨流浪貓之家	Southport | Stray Cat Shelter	南港区丨野良猫の家	사우스포트丨낭만 고양이 하우스	เขตทะเลใต้ | บ้านแมวจร															
3	4				<color=#d8d8d8>天朗气清，惠风和畅。春日的阳光透过薄云，明媚而又温暖。</color>		1	57:dialg_bg_385				17	-1								1					bgm_plot_trust01																												1											<color=#d8d8d8>天朗氣清，惠風和暢。春日的陽光透過薄雲，明媚而又溫暖。</color>	<color=#d8d8d8>The skies were clear and a light breeze caressed those graced by the Spring sunlight piercing the clouds.</color>	<color=#d8d8d8>天気は晴れ渡り、風も穏やか。春の日差しが薄雲を通して降り注ぎ、明るく温かい。</color>	<color=#d8d8d8>구름 한 점 없이 청명한 하늘에 살랑살랑 봄바람이 불었다. 구름 사이로는 봄날의 햇살이 비춰 화사하고 따스했다</color>	[ท้องฟ้าแจ่มใส สายลมโชยอ่อน แสงแดดฤดูใบไม้ผลิส่องผ่านเมฆบาง ทั้งสดใสและ\nอบอุ่น]															
4	5				<color=#d8d8d8>今天是「流浪猫之家」每个月的开放日，是每个孩子都很期待的日子。</color>																1																																	1											<color=#d8d8d8>今天是「流浪貓之家」每個月的開放日，是每個孩子都很期待的日子。</color>	<color=#d8d8d8>Today is the Stray Cat Shelter's monthly open day, a day which all of their children look forward to.</color>	<color=#d8d8d8>今日は「野良猫の家」月に一回の開放日で、子どもたちみんなが楽しみにしている日だ。</color>	<color=#d8d8d8>오늘은 매달「낭만 고양이 하우스」에서 오픈 데이 행사를 여는 날이다. 모든 아이가 손꼽아 기다리는 날이기도 했다</color>	[วันนี้เป็นวันเปิดบ้านประจำเดือนของ "บ้านแมวจร" เป็นวันที่เด็กๆ ทุกคนรอคอย]															
5	6				<color=#d8d8d8>只有这一天，孩子们可以通过向客人售卖自己亲手做的东西来得到一些礼物或是零花钱。</color>																1																																	1											<color=#d8d8d8>只有這一天，孩子們可以通過向客人售賣自己親手做的東西來得到一些禮物或是零花錢。</color>	<color=#d8d8d8>This is the only day of the month that they may sell trinkets they've made themselves for presents or pocket money.</color>	<color=#d8d8d8>この日だけ、子どもたちは自分の手作りのものを客に売り、プレゼントや小遣いを手に入れることができる。</color>	<color=#d8d8d8>이날 하루만큼은 아이들이 직접 만든 물건을 손님에게 팔아 선물이나 용돈을 받을 수 있었기 때문이다</color>	[มีเพียงวันนี้เท่านั้นที่เด็กๆ จะได้ของขวัญหรือเงินเล็กๆ น้อยๆ จากการขายของที่พวกเขา\nทำเองให้กับแขกที่มาเยี่ยมเยือน]															
6	7				<color=#d8d8d8>为了迎接开放日的客人们，孩子们早早地起了床，满心欢喜地布置起自己的摊位。</color>																1																																	1											<color=#d8d8d8>為了迎接開放日的客人們，孩子們早早地起了床，滿心歡喜地佈置起自己的攤位。</color>	<color=#d8d8d8>The children woke up at the break of dawn and quickly set about decorating their stalls in excitement.</color>	<color=#d8d8d8>開放日の客を迎えるため、子どもたちは早く起きて、ルンルン気分で自分らの屋台を設置していた。</color>	<color=#d8d8d8>그래서 아이들은 오픈 데이 손님을 맞기 위해 아침 일찍부터 설레는 마음으로 가판대를 꾸몄다</color>	[เพื่อต้อนรับแขกในวันเปิดบ้าน เด็กๆ ตื่นกันแต่เช้าตรู่ จัดแต่งแผงขายของอย่างมีความสุข]															
7	8			拉斐尔	太好了，布置得差不多了。\n看来，大家都很期待呢~					1.1				128008;130008			100101;0		14;26		1																					0;128008	37;0											1	拉斐爾	Raphaella	ラファエル	라파엘	ราฟาเอล						太好了，佈置得差不多了。\n看來，大家都很期待呢~	Wonderful, the decorations are almost complete.\nYou're all looking forward to today, aren't you?	よかった、設営はほぼ終わりましたね。みんな、本当に楽しみにしているみたいです～	다행이에요. 이제 준비가 거의 다 끝났어요.\n아이들도 엄청 기대되나 봐요~	ดีจังเลย จัดเสร็จเกือบหมดแล้วล่ะ\nดูท่า ทุกคนคงจะตั้งหน้าตั้งตารอกันมากเลยนะ~															
8	9				<color=#d8d8d8>拉斐尔站在庭院的树下，像是在和谁说话的样子。</color>					1.1				128008;130008			100101;0		14;26		1																					0;128008	37;0											1											<color=#d8d8d8>拉斐爾站在庭院的樹下，像是在和誰說話的樣子。</color>	<color=#d8d8d8>Raphaella stood beneath a tree in the courtyard.</color>	<color=#d8d8d8>ラファエルは庭の木の下に立ち、誰かと話しているようだ。</color>	<color=#d8d8d8>라파엘은 정원의 나무 아래에서 누군가와 대화를 나누고 있었다</color>	[ราฟาเอลยืนอยู่ใต้ต้นไม้ในสวน ดูเหมือนกำลังคุยกับใครบางคน]															
9	10			拉斐尔	达妮卡你要不要也一起呢？会很有趣的哦。					1.1				128008;130008		200101;0			14;26		1																					130008;128008	37;0											1	拉斐爾	Raphaella	ラファエル	라파엘	ราฟาเอล						達妮卡你要不要也一起呢？會很有趣的哦。	Danica, why don't you join in? It'll be great fun!	ダニカも一緒にどうですか？とても楽しいですよ！	다니카도 오픈 데이 행사에 올 거죠? 엄청 재미있을 거예요	ดานิก้า เธอมาร่วมด้วยดีมั้ย? สนุกมากเลยนะ															
