id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		11				1	57:dialg_bg_352			2	51	0	135008			100401		20		1					bgm_universal_shadeoflove_A	sfx_story_01_zaodian		sfx_story_00_nengliangwuran														44;2											1																														
2	3				<color=#d8d8d8>随着梦魇怪物的消散，小曼的幻境也失去了最后的支撑。</color>									135008			100401		20		1																						44;2											1											<color=#d8d8d8>隨著夢魘怪物的消散，小曼的幻境也失去了最後的支撐。</color>	<color=#d8d8d8>The beasts exploded into smoke, and the fantasy shuddered—its foundation crumbling.</color>	<color=#d8d8d8>怪物が消え去ると同時に、マンディーの心象世界も、最後の支えを失って崩れ始めた。</color>	<color=#d8d8d8>악몽 몬스터가 사라지면서, 맨디의 환영도 마지막 버팀목을 잃었다.</color>	[​พร้อมกับ​การ​สลาย​หาย​ไป​ของ​สัตว์ร้าย​ภายใน​ฝันร้าย​ ห้วง​ฝัน​ของ​แมน​ดี้​จึง​ได้​สูญเสีย​ที่พึ่งสุดท้าย​]​															
3	4		11								2	39	14	135008			100401		20		1						sfx_story_02_niesui																44;2											1																														
4	5				<color=#d8d8d8>眼前温馨的「家」如同沙堡一般，在小曼的泪眼中缓缓崩塌。</color>									135008		200201	100401		20		1																					1	44;2											1											<color=#d8d8d8>眼前溫馨的「家」如同沙堡一般，在小曼的淚眼中緩緩崩塌。</color>	<color=#d8d8d8>The cozy illusion of a family home slowly collapsed, as fragile as a castle made of sand.</color>	<color=#d8d8d8>目の前の温かな「家」は砂の城のように、彼女の涙の中でゆっくりと崩れていく。</color>	<color=#d8d8d8>눈앞의 따뜻한 「집」은 마치 모래성처럼, 맨디의 눈물 어린 눈 속에서 천천히 무너져 내렸다.</color>	[​ภายใน​แววตา​ที่​เต็มไปด้วย​น้ำตา​เอ่อล้น​ของ​แมน​ดี้​ "​บ้าน​"​ แสน​อบอุ่น​เบื้องหน้า​จึง​ได้​พังทลาย​ลง​อย่าง​เชื่องช้า​ราวกับ​ปราสาท​ทราย​]​															
5	6			小曼	爸爸……不要走……不要再离开我……									135008		200401			20		1																					1	1;1											1	小曼	Mandy	マンディー	맨디	แมนดี้						爸爸……不要走……不要再離開我……	Dad... stay... I can't lose you a second time...	父ちゃん……行かないで……もうあたしを置いて行かないでください……	아빠… 가지 마세요… 다시는 저를 떠나지 마세요…	คุณพ่อ​...​ อย่า​ไป​เลย​นะคะ​...​ อย่า​ทิ้ง​หนู​ไป​อีก​เลย​...​															
6	7			小曼爸爸	抱歉，小曼……爸爸……爸爸可能没有办法再陪着你一起走下去了……									135008		200401			20		1			18:npc_icon_787_3	1																	1	1;1											1	小曼爸爸	Mandy's Father	マンディーの父親	맨디 아버지	พ่อของแมนดี้						抱歉，小曼……爸爸……爸爸可能沒有辦法再陪著你一起走下去了……	Mandy... I'm so sorry... but this is where I have to say goodbye...	ごめんな、マンディー……父さんは……もう一緒に歩いていけないかもしれない……	미안하다, 맨디야… 아빠가… 아빠가 더는 너와 함께 걸어갈 수 없을 것 같구나…	ขอโทษ​นะ​ แมน​ดี้​...​ พ่อ​...​ พ่อ​คง​ไม่​สามารถ​เดิน​ไป​พร้อมกับ​ลูก​ได้​อีกต่อไป​ได้​แล้ว​...​															
7	8				<color=#d8d8d8>小曼爸爸的身影，也随着那个虚幻的家，一点一点消逝。</color>									135008		200401			20		1																					1	1;1											1											<color=#d8d8d8>小曼爸爸的身影，也隨著那個虛幻的家，一點一點消逝。</color>	<color=#d8d8d8>His form flickered, dissolving bit by bit with the crumbling fantasy.</color>	<color=#d8d8d8>マンディーの父親の姿もまた、その幻の家とともに、少しずつ輪郭を失っていった。</color>	<color=#d8d8d8>맨디 아버지의 모습도, 그 허상의 집과 함께, 조금씩 사라져갔다.</color>	[​เงา​ของ​คุณพ่อ​แมน​ดี้​ค่อยๆ​ เลือนหาย​ไป​ทีละน้อย​ เฉกเช่น​บ้าน​ภายใน​ห้วง​ฝัน​ลวงตา​นั้น​]​															
8	9			小曼	呜呜……我不听我不听——									135008			100401		20		1																					1	1;1											1	小曼	Mandy	マンディー	맨디	แมนดี้						嗚嗚……我不聽我不聽——	No, no, no—I can't accept this!	うぅ……知らない知らない——	흑흑… 듣기 싫어, 듣기 싫어——	ฮือ​อ.​..​ หนู​ไม่​อยาก​ฟัง​ หนู​ไม่​อยาก​ฟัง​อะไร​ทั้งนั้น​—​															
9	10			小曼	这么多年了……好不容易才又见到你……我不要你走……呜呜……									135008			100401		20		1																					1	1;1											1	小曼	Mandy	マンディー	맨디	แมนดี้						這麼多年了……好不容易才又見到你……我不要你走……嗚嗚……	After all this time... I just got you back... I won't let you go...	何年も経って……やっと、やっとまた父ちゃんに会えたのに……行かないで……うぅ……	이렇게 오랜 세월 만에… 겨우 다시 만났는데… 가지 마세요… 흑흑…	ผ่าน​มา​ตั้ง​หลาย​ปี​แล้ว​...​ อุตส่าห์​ได้​เจอ​กับ​คุณพ่อ​...​ หนู​ไม่​อยาก​ให้​คุณพ่อ​ไป​...​ ฮือ​อ.​..​															
