id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2				<color=#d8d8d8>凭着一股脑的冲劲，众人跟着暴饮来到了另一个景色与新海市内完全不同的地方。</color>		1	57:dialg_bg_47				17	-1								1					bgm_bg_gx_tower01																												1											<color=#d8d8d8>憑著一股腦的衝勁，眾人跟著暴飲來到了另一個景色與新海市內完全不同的地方。</color>	<color=#d8d8d8>Everyone charged after Gorin with much fervor, until they found themselves at a completely different place.</color>	<color=#d8d8d8>勢いに任せて暴飲王子を追いかけたら、新海市内とは全く違う景色の場所にやって来た。</color>	<color=#d8d8d8>기세를 몰아 주귀를 따라온 일행은 뉴오션 시티와는 전혀 다른 풍경의 장소에 도착했다</color>	[ด้วยแรงผลักดันจากความมุ่งมั่น ทุกคนตามโกรินไปยังสถานที่ที่มีทิวทัศน์แตกต่างจากใน\nแคทโตะ ซิตี้โดยสิ้นเชิง]															
2	3				<color=#d8d8d8>等又追丢了暴饮再回过神时，众人才发现已经到了旧城区内。</color>																1																																	1											<color=#d8d8d8>等又追丟了暴飲再回過神時，眾人才發現已經到了舊城區內。</color>	<color=#d8d8d8>When they lost track of him once more, they regained their senses and realized they were in Oldtown.</color>	<color=#d8d8d8>暴飲王子を見逃したことに気づくと、初めてオールドタウンに到着していたことに気がついた。</color>	<color=#d8d8d8>주귀를 쫓다가 정신을 차려 보니 이미 구시가지 안에 들어와 있었다</color>	[หลังจากไล่ตามโกรินไปจนเขาก็หายตัวไปอีกครั้ง พอรู้ตัวอีกที ทุกคนถึงได้รู้ว่าพวกเขา\nได้มาถึงเขตเมืองโบราณกันแล้ว]															
3	4			#playerName	果然是因为在梦境里吗，穿过光幕进入旧城区都不需要身份确认。				8	1.1				803008;801008		200801;200601	0;101001		14;26		1																					0;1	1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						果然是因為在夢境裡嗎，穿過光幕進入舊城區都不需要身份確認。	Are we still in the dream? They didn't check our IDs when we passed through the Curtain of Light.	やっぱり、夢の中なのか？光幕を通り抜けないと入れないオールドタウンなのに、身分証の確認もいらないなんて。	꿈속이라 그런가 빛의 장막을 통해 구시가지에 들어왔는데도 신분을 확인하지 않네	เป็น​เพราะ​อยู่​ใน​ความฝัน​จริงๆ​ ด้วย​สิ​นะ​ เข้าไป​ใน​เขตเมือง​โบราณ​ผ่าน​ม่าน​แสง​ได้​โดย​ไม่ต้อง​ยืนยัน​ตัวตน​ด้วยซ้ำ​															
4	5			#playerName	以前还觉得有些麻烦，现在没了又总感觉少了些什么，有点怪怪的啊……				8	1.1				803008;801008		201201;200601	0;101001		14;26		1																						1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						以前還覺得有些麻煩，現在沒了又總感覺少了些什麼，有點怪怪的啊……	I always thought it annoying but now it feels odd, like we've just skipped part of the process...	前はめんどくさいと思っていたが、今はそれがないと変な感じがするな……	늘 번거롭다고 느꼈었는데, 막상 아무 절차 없이 들어오니 기분이 좀 이상하네...	เมื่อก่อน​รู้สึก​ว่า​มัน​ยุ่งยาก​ไป​หน่อย​ แต่​ตอนนี้​พอ​หาย​ไป​แล้ว​กลับ​รู้สึก​เหมือน​ขาด​อะไร​ไป​ แปลก​ๆ​ แฮะ​...​															
5	6			米饭	调查官大人，您笑了，是想到了什么有趣的事情吗？				8	1.1				803008;801008			100201;101001		14;26		1																						46;1											1	米飯	Rice	ライス	백미	ไรซ์						調查官大人，您笑了，是想到了什麼有趣的事情嗎？	Why are you laughing? Did you think of something funny?	調査官さまが笑っているなんて……何か、面白いことでも、思いついたのですか？	조사관 나리, 웃고 계시네요. 뭔가 재미있는 일을 떠올리셨나요?	ท่านผู้ตรวจการ ยิ้มอะไรเหรอคะ นึกถึงอะไรสนุกๆ ขึ้นมาได้เหรอคะ?															
6	7			#playerName	不，只是对今天发生的事情感觉有些无语，反而有些想笑了。				8	1.1				803008;801008		200801;0	100201;0		14;26		1																						46;1											1	#playerName	#playerName	#playerName	#playerName	#playerName						不，只是對今天發生的事情感覺有些無語，反而有些想笑了。	Ah, no, not really. I just thought about how odd today has been and couldn't help myself from laughing.	いや、今日あったことが無茶苦茶すぎて……笑いたくなっちゃったんだ。	아니, 그냥 오늘 일어나는 일들이 어이가 없어서 오히려 웃음이 나	เปล่า​หรอก​ แค่​รู้สึก​ปวดหัว​กับ​เรื่อง​ที่​เกิดขึ้น​วันนี้​ แต่​ก็​รู้สึก​อยาก​หัวเราะ​ขึ้น​มา​น่ะ​															
7	8		11						8	1.1	1.5	18	0	803008;801008		200801;200601			14;26		1																						45;4											1																														
8	9		11				1	57:dialg_bg_100			0.6										1					-1																												1						1																								
9	10				<color=#d8d8d8>众人漫无目的地在街上走着，看着依旧还是往日模样的旧城区街道。</color>		1	57:dialg_bg_48				17	-1								1																																	1											<color=#d8d8d8>眾人漫無目的地在街上走著，看著依舊還是往日模樣的舊城區街道。</color>	<color=#d8d8d8>The group meandered around the familiar streets of Oldtown.</color>	<color=#d8d8d8>一行はあてもなく通りを歩き、景色の変わらないオールドタウンを眺めている。</color>	<color=#d8d8d8>일행은 옛 모습 그대로의 구시가지 거리를 무작정 걸었다</color>	[ทุกคนเดินไปตามถนนอย่างไร้จุดหมาย มองดูถนนในเขตเมืองโบราณที่ยังคงเป็น\nเหมือนเดิม]															
