id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		2		<color=#d8d8d8>一段时间后——</color>		1	57:dialg_bg_100													1																																	1											<color=#d8d8d8>一段時間後——</color>	<color=#d8d8d8>A while later—</color>	<color=#d8d8d8>しばらくして——</color>	<color=#d8d8d8>잠시 후</color>	<color=#d8d8d8>หลังจากนั้นสักพัก—</color>															
2	3		2		<color=#d8d8d8>夜阳丨伊利斯酒吧</color>																1						op_jianpan																											1											<color=#d8d8d8>夜陽丨伊利斯酒吧</color>	<color=#d8d8d8>Midnight Sun | Elis Bar</color>	<color=#d8d8d8>夜陽丨バー・エリス——</color>	<color=#d8d8d8>이터널 더스크 | 이리스 주점</color>	<color=#d8d8d8>มิดไนต์ซัน | บาร์อิลิส</color>															
3	4				<color=#d8d8d8>一进门，熟悉的酒香迎面扑来，与空气中飘浮的小曲一起轻抚着，让人不知不觉放松下来。</color>		1	57:dialg_bg_476		1.1		17	-1	151008		200201			27		1					bgm_universal_indulge	sfx_story_02_mengdidakai		sfx_story_01_fengling														45;2											1											<color=#d8d8d8>一進門，熟悉的酒香迎面撲來，與空氣中飄浮的小曲一起輕撫著，讓人不知不覺放鬆下來。</color>	<color=#d8d8d8>The familiar waft of alcohol hit your nose as you walked inside, floating in the air along with the music. A relaxing scene.</color>	<color=#d8d8d8>ドアを開けた瞬間、慣れ親しんだお酒の香りが優しく包み込み、漂うメロディーと共に、自然とリラックスさせてくれる。</color>	<color=#d8d8d8>문을 여니 익숙한 술 향기가 퍼지고 공기 중에 떠다니는 노래가 저절로 긴장을 풀게 만든다</color>	[​เมื่อ​เข้าไป​ใน​ร้าน​ กลิ่นหอม​ของ​เหล้า​ที่​คุ้นเคย​ก็​โชย​มา​ต้อนรับ​ทันที​ พร้อมกับ​ทำนองเพลง​ที่​ลอย​มา​ใน​อากาศ​ ทำให้​รู้สึก​ผ่อนคลาย​โดยไม่รู้ตัว​]​															
4	5			黛蕾拉	欢迎光临——					1.1				151008		200101			27		1																						45;2											1	黛蕾拉	Delilah	デリラ	딜라일라	ไดเลล่า						歡迎光臨——	Welcome—	いらっしゃいませ——	어서 오세요—	ยินดีต้อนรับ—															
5	6				<color=#d8d8d8>循声望去，对上了吧台后面黛蕾拉的目光。</color>					1.1				151008		200101	100101		27		1																						40;2											1											<color=#d8d8d8>循聲望去，對上了吧台後面黛蕾拉的目光。</color>	<color=#d8d8d8>Turning to the bar, you met Delilah's gaze.</color>	<color=#d8d8d8>声の方を向くと、カウンターの後ろにいるデリラの視線とぴたりと合った。</color>	<color=#d8d8d8>목소리를 따라 고개를 돌리니 바 뒤의 딜라일라와 눈이 마주쳤다</color>	[​เมื่อ​มอง​ไป​ตาม​เสียง​ ก็​พบ​กับ​สายตา​ของ​ได​เล​ล่า​ที่อยู่​หลัง​เคาน์เตอร์​]​															
6	7			黛蕾拉	嗯~原来是亲爱的来了呀~					1.1				151008		200101	100101		27		1																						40;2											1	黛蕾拉	Delilah	デリラ	딜라일라	ไดเลล่า						嗯~原來是親愛的來了呀~	Well, if it isn't you again, my darling!	あら、ダーリンが来てくれたわね〜	음~ 우리 달링 왔네~	อื้ม​~​ ที่แท้​ก็​เป็น​ที่รัก​นี่เอง​~​															
7	8			#playerName	咳咳，怎么又用上这个称呼了……					1.1				151008		200101	100101		27		1																						40;2											1	#playerName	#playerName	#playerName	#playerName	#playerName						咳咳，怎麼又用上這個稱呼了……	Ahem... You really need to drop the whole "darling" thing...	ゴホゴホ、どうしてまたこの呼び方を使ったのか……	흐흠, 또 그 호칭이군	อะ​แฮ่ม​ ทำไม​ถึง​ใช้​คำ​เรียก​แบบ​นั้น​อีกแล้ว​ล่ะ​...​															
8	9			黛蕾拉	唔，亲爱的几天不见，就变得这么冷漠~真让人伤心呢……					1.1				151008		200601	100101		27		1																						40;2											1	黛蕾拉	Delilah	デリラ	딜라일라	ไดเลล่า						唔，親愛的幾天不見，就變得這麼冷漠~真讓人傷心呢……	Now, now. It's been but a few days, and yet you've grown so cold... I'm hurt.	あら、ダーリン、数日会わないうちに、こんなに冷たくなっちゃって〜本当に悲しいわ……	음, 달링~ 며칠 못 본 사이 쌀쌀맞아졌네요~ 마음 아프게...	อืม​ ไม่​ได้​เจอ​ที่รัก​แค่​ไม่​กี่​วัน​ กลายเป็น​คน​เย็นชา​ขนาด​นี้​ซะ​แล้ว​~​ น่า​เศร้าใจ​จัง​เลย​ค่ะ​...​															
9	10			#playerName	……好好说话。					1.1				151008		200601	100101		27		1																						40;2											1	#playerName	#playerName	#playerName	#playerName	#playerName						……好好說話。	Knock it off.	……普通に話しようか。	... 이상한 소리 하지 마	...​เลิก​ล้อเล่น​ได้​แล้ว​น่า​															
