id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	status
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2				<color=#d8d8d8>未到用餐时间，餐厅的客人暂且不算多。</color>		1	57:dialg_bg_388				17	-1								1					bgm_role_mandy_lose																										1
2	4				<color=#d8d8d8>在服务生的带领下，众人来到了安妮预约好的位置。</color>																1						sfx_story_01_keting																									1
3	4			贝斯特	不错啊，这个地方正好可以看到那边的钟楼。				8	1.1				803008;801008		0;200101			14;26		1																					1;1	1;0									1
4	5			安妮	毕竟拜托了餐厅老板，一定要专门留给我呢。				8	1.1				803008;801008		0;200101			14;26		1			18:npc_icon_708_1	1																	1;1	1;0									1
5	6			红茶	比起其他的位置，这里还很僻静，适合静下来好好聊聊天。				8	1.1				803008;801008		0;200101			14;26		1																					1;1	1;0									1
6	7			米饭	嗯嗯，希望萝丝小姐也能喜欢这里~				8	1.1				803008;801008		200101;200101			14;26		1																					1;1	1;0									1
7	8			安妮	这也是，我的愿望……				8	1.1				803008;801008		0;200101			14;26		1			18:npc_icon_708_4	1																	1;1	1;0									1
8	9				<color=#d8d8d8>安妮笑得格外灿烂，这份灿烂带着期待与些许等待结果的不安。</color>				8	1.1				803008;801008		0;200101			14;26		1																					1;1	1;0									1
9	10			#playerName	米饭、红茶，过来帮我一下。				8	1.1				803008;801008		201201;0			14;26		1																						46;1									1
10	11				<color=#d8d8d8>虽然也想为了生日会努力到最后，但眼下还有一件重要的事情没能解决。</color>																1																															1
11	12				<color=#d8d8d8>安妮和贝斯特正在置换桌布，添置桌上的装饰摆件和花卉。</color>																1						sfx_story_02_chabei																									1
12	13				<color=#d8d8d8>完全没注意到另一边，摆弄着气球装饰拱门的三人正在窃窃私语。</color>																1																															1
13	14		11								1										1					-1																										1
14	15			#playerName	我有一件事想要拜托你们。				4	1.1				803008;801008					14;26		1																						1;0									1
15	16			米饭	调查官大人，您说就好了。				4	1.1				803008;801008		200101;0			14;26		1																						1;0									1
16	17			#playerName	之后我会找借口离开，希望红茶可以和我一起去钟楼那边看看情况。				4	1.1				803008;801008					14;26		1																						1;0									1
17	18			红茶	钟楼？为什么要去那边？				4	1.1				803008;801008		201201;0	0;101001		14;26		1					bgm_universal_survey01																	1;0									1
18	19			#playerName	具体的原因我还不能说，要到那里调查之后才能确认。				4	1.1				803008;801008			0;101001		14;26		1																						1;0									1
19	20			米饭	那调查官大人，需要我做些什么呢？				4	1.1				803008;801008		200801;0	0;101001		14;26		1																					0;803008	46;1									1
20	21			#playerName	我希望你能在我们离开的这段时间，尽可能拖住安妮小姐和贝斯特。				4	1.1				803008;801008		200801;0	0;101001		14;26		1																					0;803008	46;1									1
21	22			#playerName	现在我也不确定究竟发生了什么，只能尽可能让大家不要随意走动，以防意外发生。				4	1.1				803008;801008		200801;200601	0;101001		14;26		1																					0;803008	46;1									1
22	24			米饭	拖住安妮小姐她们吗……				4	1.1				803008;801008		201201;200601	100401;101001		14;26		1																					0;803008	46;1									1
24	25			米饭	我知道了，调查官大人只要安心调查就好。				4	1.1				803008;801008		200101;200601	0;101001		14;26		1																					0;803008	46;1									1
25	26			#playerName	谢谢你，米饭。				4	1.1				803008;801008			0;101001		14;26		1																					0;803008	46;1									1
26	27				<color=#d8d8d8>很快，以向工作人员借固定气球拱门的道具为由，计划就此展开。</color>																1																															1
27	28		11				1	57:dialg_bg_100			1										1					-1																										1
28	29				<color=#d8d8d8>漫步在城堡的长廊上，两边精美的石雕似乎在诉说着历史的瑰丽。</color>		1	57:dialg_bg_39	8	1.1		17	-1								1						sfx_story_01_gaogen																									1
29	30			红茶	调查官，看来钟楼那里是不能随意进入的。				8	1.1				801008		200601	101001		20		1																					1	44;1									1
30	31				<color=#d8d8d8>红茶指了指立在通道口的「禁止入内」的标志牌。</color>				8	1.1				801008		200601	101001		20		1																					1	44;1									1
31	32			#playerName	我们尽可能快去快回吧，我也不想在这引起什么骚乱。				8	1.1				801008		200601	101001		20		1																						44;1									1
32	33			红茶	好。				8	1.1				801008		200601			20		1																						44;1									1
33	34				<color=#d8d8d8>结果，走了没一会儿，走廊的另一处转角出现了一个陌生的身影。</color>				8	1.1				801008		200601			20		1						sfx_story_01_tingxia															1	15;0.7									1
34	35			蓝发猫族	两位客人，这里是禁止入内的。				8	1.1				801008		200301	100601		20		1			18:npc_icon_709_1	1	bgm_bg_gx_tower01																1	15;0.7									1
35	36				<color=#d8d8d8>蓝发的女性猫族身形高挑，穿着游乐场工作人员的制服，语气却显得冷漠而又疏离。</color>				8	1.1				801008		200301	100601		20		1																					1	15;0.7									1
36	37			#playerName	嗯？禁止入内？				8	1.1				801008		200301	100601		20		1																					1	15;0.7									1
37			3						8	1.1				801008		200301	100601		20		1														抱歉，我迷路了。;对不起，我第一次来这里。	38;45						1	15;0.7									1
38	39			#playerName	不知道这里的洗手间在哪里呢？				8	1.1				801008		200301			20		1																					1	15;0.7									1
39	40			蓝发猫族	从这出去之后左转，走廊尽头就是。				8	1.1				801008		200301			20		1			18:npc_icon_709_1	1																	1	15;0.7									1
40	41			#playerName	谢谢。				8	1.1				801008		200301	101001		20		1																					1	15;0.7									1
41	42				<color=#d8d8d8>短暂对话过后，双方却都没有立刻离开的意思。</color>				8	1.1				801008		200301	101001		20		1																					1	15;0.7									1
42	43			蓝发猫族	要我带你们过去吗？				8	1.1				801008		200301	101001		20		1			18:npc_icon_709_1	1																	1	15;0.7									1
43	44			#playerName	不，不用了。				8	1.1				801008		200301	101001		20		1																					1	15;0.7									1
44	49			#playerName	（没办法，只好先暂时离开了。）				8	1.1				801008		200301			20		1																					1	15;0.7									1
45	46			#playerName	看到这里面好像很好看的样子，就想来参观一下。				8	1.1				801008		200301			20		1																					1	15;0.7									1
46	47			蓝发猫族	不好意思，客人，这里不对外开放，请立刻离开。				8	1.1				801008		200301	101001		20		1			18:npc_icon_709_1	1																	1	15;0.7									1
47	48			#playerName	这样啊……还真是可惜。				8	1.1				801008		200301	101001		20		1																					1	15;0.7									1
48	49			#playerName	（这个人明明没什么表情，给人的感觉还真是强势啊……）				8	1.1				801008		200301			20		1																					1	15;0.7									1
49	50		11				1	57:dialg_bg_100			0.6										1					-1																										1
50	51				<color=#d8d8d8>估摸着刚刚的那个猫族已经离开，两人又很快折返了回去。</color>		1	57:dialg_bg_39				17	-1								1																															1
51	52			红茶	调查官，你这么执意想要去钟楼的原因……是觉得那里有什么问题吗？				7	1.1				801008		200601	101301		20		1																						44;0									1
52	53			#playerName	嗯，自从来到这里之后，我一直有种奇怪的感觉……				7	1.1				801008		200601	101301		20		1																						44;0									1
53	54				<color=#d8d8d8>目光不由地望向那在不远处的钟楼，明明看上去那么近，却又感觉很遥远。</color>				7	1.1				801008		200601			20		1																					1	44;0									1
54	55		11				1	57:dialg_bg_100			0.6										1						op2_jingtoulayuan																									1
55	56		11				1	57:dialg_bg_387			2	51	0								1						sfx_story_01_zaodian																									1
56	57				<color=#d8d8d8>突然，脑海中闪现出了几个场景，一股陌生的熟悉感涌上心头。</color>		1	57:dialg_bg_39	7	1.1				801008		200601			20		1																					1	44;0									1
57	58			#playerName	（欸？！这是钟楼内部的场景吗？为什么我会看到这些？）				7	1.1				801008		200601			20		1																						44;0									1
58	59			#playerName	（新海市的游乐园，原本是没有这个钟楼才对……我不可能见到过啊……）				7	1.1				801008		200601			20		1																						44;0									1
59	60				<color=#d8d8d8>脑海的思绪不断交叠，却始终得不到自己想要的结果。</color>				7	1.1				801008		200601			20		1																					1	44;0									1
60	61		11	红茶	调查官，小心！				7	1.1	2			801008		200301	101301		20		1					-1	sfx_story_01_dihou		bgm_plot_taskstar01													1	46;0.6									1
61	0				<color=#d8d8d8>红茶的呼喊打断了浑浊的思绪，这时，才注意到了不知何时出现在面前的傀化物们。</color>				7	1.1				801008		200301	101301		20		1																					1	46;0.6									1
