id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		2		中心区丨宴会厅																1						op_jianpan														1													1																														
2	3			艾可	南……姐姐？？？		1	57:dialg_bg_39	8	1.1		17		102008;104003		200201;200101	0;100201		14;26		1					bgm_universal_survey01															1	104003;102008												1																														
3	4				<color=#d8d8d8>艾可转过身，被点缀在南弥生脖颈的珠宝闪得晃了晃神。</color>				8	1.1				102008;104003		200201;200101	0;100201		14;26		1																				1	104003;102008												1																														
4	5				<color=#d8d8d8>好在她及时接收到南弥生的暗示，艰难地咽下呼之欲出的疑问，等待南弥生继续「表演」。</color>				8	1.1				102008;104003		200101;200101	0;100201		14;26		1																				1	104003;102008												1																														
5	6			保安	请问您是……？				2	1.3				104003		200101			21		1			18:npc_icon_342_1	1		sfx_story_01_gaogen														1	1												1																														
6	7				<color=#d8d8d8>南弥生神色淡淡，从包中拿出一张精致的邀请函。</color>				2	1.3				104003		200101	101301		21		1																				1	1												1																														
7	8				<color=#d8d8d8>保安看过邀请函后神色一变，魁梧的身形多了几分拘谨。</color>				2	1.3				104003		200101			21		1																				1	1												1																														
8	9			保安	原来是南妮特小姐……是我失礼了。\n所以这位……是你的妹妹？				2	1.3				104003		200101	100201		21		1			18:npc_icon_342_1	1																1	1												1																														
9	10			艾可	……南妮特……小姐……				2	1.3				104003		200101	100201		21		1			18:card_icon_102008_15	1																1	1												1																														
10	11				<color=#d8d8d8>艾可张了张嘴，最终还是选择沉默。</color>				2	1.3				104003		200501	100201		21		1																				1	1												1																														
11	12				<color=#d8d8d8>南弥生似笑非笑地看了她一眼，挂上一副苦恼的表情。</color>				2	1.1				104003;102008		200601;200201	100201;0		14;26		1																				1	102008;104003												1																														
12	13			南弥生	小朋友就是爱和大人闹变扭，搞一些离家出走之类的小把戏。\n又想要引起大人的注意……				2	1.1				104003;102008		200601;200201	100201;0		14;26		1									vo_Nanmisheng_00_05											1	102008;104003												1																														
13	14			南弥生	这不就跟着我到这里来了?\n小孩子就是黏人~				2	1.1				104003;102008		200601;200601	100201;10205		14;26		1																				1	102008;104003												1																														
14	15			南弥生	你今天先跟着我~等回去了再让父亲母亲收拾你。				2	1.1				104003;102008		200301;200601	100201;10205		14;26		1																				1	102008;104003												1																														
15	16			艾可	……好的，姐姐。				2	1.1				104003;102008		200301;200401	100201;0		14;26		1									vo_Aike_00_09											1	102008;104003												1																														
16	17			保安	……南妮特小姐，恕我直言，邀请函只有一张，您的妹妹……				2	1.3				104003					21		1			18:npc_icon_342_2	1																1	1												1																														
17	18			南弥生	我会和查尔斯先生沟通的，相信他很欢迎我妹妹的到来。				2	1.3				104003					21		1									vo_Nanmisheng_00_05											1	1												1																														
18	19				<color=#d8d8d8>保安的眼神在两人间徘徊，似是在评估什么，又似无声的对峙。</color>																1																				1													1																														
19	20				<color=#d8d8d8>最终，他附和了南弥生的话语。</color>																1																				1													1																														
20	21			保安	我也是按规则行事，对贵客们的安全负责。																1			18:npc_icon_342_1	1																1													1																														
21	22			保安	既然知道是南妮特小姐的妹妹，我就放心了。两位贵客请进！																1			18:npc_icon_342_1	1																1													1																														
22	23			南弥生	多谢。				2	1.3				104003		200101	100201		21		1																				1	1												1																														
23	24				<color=#d8d8d8>保安目送着两位贵客的身影消失在入口处，自顾自地嘀咕。</color>																1						sfx_story_01_gaogen														1													1																														
24	25			保安	豪门的姐妹关系都那么奇怪么……																1			18:npc_icon_342_3	1																1													1																														
25	26						1	57:dialg_bg_38				17	0								1						sfx_story_02_mengdidakai														1													1																														
26	27				<color=#d8d8d8>艾可维持大脑宕机的模样飘进了宴会厅，\n南弥生收回了望向保安的目光，忍不住笑了。</color>																1																				1													1																														
27	28			南弥生	不用担心，我确实认识这场宴会的主办方查尔斯先生，你不是黑户。				8	1.1				104003;102008		0;200201	100101;0		14;26		1									vo_Nanmisheng_00_05											1	102008;104003												1																														
28	29			南弥生	现在我们可是豪门姐妹，要注意形象哦~				8	1.1				104003;102008		0;200101	100101;0		14;26		1																				1	102008;104003												1																														
29	30			艾可	南妮特？我亲爱的姐姐？现在是怎么回事喵 ？				8	1.1				104003;102008		0;200601	100101;10205		14;26		1																				1	102008;104003												1																														
30	31			艾可	……难道说，弥生姐是什么隐藏富豪？！难怪你一点都不在意工作！				8	1.1				104003;102008		0;200501	100101;10205		14;26		1									vo_Aike_00_05											1	102008;104003												1																														
31	32				<color=#d8d8d8>南弥生饶有兴趣地观赏了一番艾可迫切的表情，慢悠悠地端起一杯香槟。</color>				8	1.3				104003		201301			21		1																				1													1																														
32	33			南弥生	哎呀，艾可这么说我好伤心~我出现在这里，不正是在工作吗？				8	1.3				104003		200601	100501		21		1									vo_Nanmisheng_00_01											1													1																														
33	34			南弥生	至于珠宝首饰，只是伪装的一部分，到时候要还给我朋友的哦。				8	1.3				104003		200101	100501		21		1																				1													1																														
34	35			艾可	……居然不是假的喵？！！\n能借到这么厉害的首饰，弥生姐很厉害嘛~！				8	1.1				104003;102008		200101;200101			14;26		1																				1	102008;104003												1																														
35	36			艾可	等等，工作？？弥生姐接到了调查官给的隐藏任务？				8	1.1				104003;102008		200101;200201	0;200301		14;26		1									vo_Aike_00_05											1	102008;104003												1																														
36	37			南弥生	呵呵，你呢？想要参加宴会怎么不先问问特莉丝，她或许能收到邀请函。				8	1.1				104003;102008		200501;200101	100201;0		14;26		1									vo_Nanmisheng_00_05											1	102008;104003												1																														
37	38			艾可	哎——我也考虑过找特莉丝帮忙啦！				8	1.1				104003;102008		200501;200601	100201;10205		14;26		1																				1	102008;104003												1																														
38	39			艾可	可是，我是来暗中调查艾琳娜的过去的！				8	1.1				104003;102008		200101;200601	100201;10205		14;26		1																				1	102008;104003												1																														
39	40			艾可	如果用特莉丝的邀请函进来，会引起某些人的注意吧？				8	1.1				104003;102008		200101;200601	100201;10205		14;26		1																				1	102008;104003												1																														
40	41			艾可	到时候想打听点消息、八卦之类的，肯定很麻烦喵！				8	1.1				104003;102008		200101;200601	100201;10205		14;26		1																				1	102008;104003												1																														
41	42			艾可	我也不想让特莉丝担心……				8	1.1				104003;102008		200101;200601	100201;0		14;26		1																				1	102008;104003												1																														
42	43			南弥生	暗中调查艾琳娜？				8	1.1				104003;102008		200501;200601	100201;0		14;26		1									vo_Nanmisheng_00_07											1	102008;104003												1																														
43	44			艾可	是啊，弥生姐也觉得她很可疑吧！				8	1.1				104003;102008		200501;200302	100201;100301		14;26		1																				1	102008;104003												1																														
44	45			艾可	为了保护特莉丝，我想弄明白艾琳娜和特莉丝之间的纠葛是怎么回事！				8	1.1				104003;102008		200501;200302	100201;100301		14;26		1																				1	102008;104003												1																														
45	46			南弥生	原来是这样……那，艾可觉得艾琳娜的那位经纪人安雅怎么样呢？				8	1.1				104003;102008		200101;200601	100201;100301		14;26		1									vo_Nanmisheng_00_09											1	102008;104003												1																														
