id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	speakId	speakIcon	status	characterName_zh_TW	characterName_en_UK	characterName_ja_JP	characterName_ko_KR	characterName_th_TH	fedesc_zh_TW	fedesc_en_UK	fedesc_ja_JP	fedesc_ko_KR	fedesc_th_TH	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	option_zh_TW	option_en_UK	option_ja_JP	option_ko_KR	option_th_TH	feOption_zh_TW	feOption_en_UK	feOption_ja_JP	feOption_ko_KR	feOption_th_TH	feCharacterName_zh_TW	feCharacterName_en_UK	feCharacterName_ja_JP	feCharacterName_ko_KR	feCharacterName_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2		13					57:countdown_159													1								sfx_universal_countdown02														1;0											1																														
2	3		14					57:countdown_160													1								sfx_universal_countdown01														1;0											1																														
3	4		11					57:dialg_bg_100			1	17	-1								1								sfx_story_sea_shuixia														1;0											1																														
4	5		0		<color=#d8d8d8>意识在黑暗中沉沦。</color>																1																						1;0											1											<color=#d8d8d8>意識在黑暗中沉淪。</color>	<color=#d8d8d8>Your consciousness sank deeper into the darkness.</color>	<color=#d8d8d8>意識は暗闇の中に沈む。</color>	<color=#d8d8d8>사방이 어두워지며 의식이 아득해졌다</color>	[​จิตใจ​ค่อยๆ​ จมดิ่ง​ลง​สู่​ความมืด​]​															
5	6		0	#playerName	（虽然娜卡说我不会被情绪粒子影响……但现在这个样子实在不容乐观啊。）																1																						1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						（雖然娜卡說我不會被情緒粒子影響……但現在這個樣子實在不容樂觀啊。）	(Naka said that Pathos Particle wouldn't affect me... But as things aren't looking too great.)	（ナカは、私はエモーション粒子には影響されないと言っていたが……現状は楽観的ではないな。）	(나카 말대로 내가 이모션 파티클의 영향을 받지 않는다 해도... 이건 긍정적인 징조는 아니야)	(​ถึง​นา​กะ​จะ​บอ​กว่า​ฉัน​ไม่​ได้รับ​ผลกระทบ​จาก​อนุภาค​พา​โธส​...​แต่​สภาพ​แบบนี้​ไม่​น่าไว้วางใจ​เลย​)​															
6	7		2		咔哒——																1					sfx_general_pen_press			-1														1;0											1											哢噠——	[Click—]	カチッ――	딸깍——	กึก—															
7	8		0	#playerName	（……熟悉的声音，是那个喜欢折磨圆珠笔的人？）																1																						1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						（……熟悉的聲音，是那個喜歡折磨圓珠筆的人？）	(...That familiar sound... The one who can't help themselves from playing with their ballpoint pen?)	（……聞き覚えのある音、ボールペンを使っているのか？）	(... 익숙한 소리... 볼펜 소리를 내기 좋아하는 그 사람인가?)	(...​เสียง​คุ้นๆ​ คน​ที่​ชอบ​กด​ปากกาลูกลื่น​คน​นั้น​สิ​นะ​?)​															
8	9		2		咔哒咔哒——																1																						1;0											1											哢噠哢噠——	[Clickety—click...]	カチッカチッ——	딸깍딸깍——	กึกกึกกึก—															
9	10		0	#playerName	（眼皮好沉重，但是……想醒过来……\n如果声音能传递出去……想要问她——）																1																						1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						（眼皮好沉重，但是……想醒過來……\n如果聲音能傳遞出去……想要問她——）	(My eyelids feel leaden... Yet, I want to... wake up...\nIf my voice can reach her... I want to ask—)	(まぶたが重い……だが目覚めたい……声が伝わるなら……聞きたい——)	(눈꺼풀이 무겁지만... 깨어나야 해...\n목소리만 나오면... 물어보고 싶은데...)	(​เปลือกตา​หนักอึ้ง​ แต่​...​ อยาก​ลืมตา​...​\nถ้า​ส่งเสียง​ออก​ไป​ได้​...​ อยาก​ถาม​เธอ​—)​															
10	11		0	#playerName	（……我，真的不会变成纯黑者吧？）																1																						1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						（……我，真的不會變成純黑者吧？）	(...I, I won't turn into a Darkrift, will I?)	（……私が、純黒者になるわけないよな？）	(... 내가 정말 다크리프트가 되는 건 아니겠지?)	(​ฉัน​...​ จะ​ไม่​กลาย​เป็นเงา​พา​โธ​ซิ​ส​จริงๆ​ ใช่ไหม​?)​															
11	12		2		咔哒咔哒咔哒——																1																						1;0											1											哢噠哢噠哢噠——	[Click—clickety—click—click...]	カチッカチッカチッ——	딸깍딸깍딸깍——	กึกกึกกึก—															
12	13		11								2										1					-1																	1;0											1																														
13	14		0		<color=#d8d8d8>声音突然顿住。</color>																1																						1;0											1											<color=#d8d8d8>聲音突然頓住。</color>	<color=#d8d8d8>The incessant clicking stopped.</color>	<color=#d8d8d8>音が突然止んだ。</color>	<color=#d8d8d8>소리가 갑자기 멈췄다.</color>	[​เสียง​กด​ปากกา​หยุด​กะทันหัน​]​															
14	15		0	？？？	…………呼。\n顺利度过……阶段了，吗？																1									story_00_02_199													1;0											1	？？？	???	？？？	???	? ? ?						…………呼。\n順利度過……階段了，嗎？	...Phew.\nSuccessfully passed a stage... eh?	…………ふぅ。\n無事に……次のステージに至ったかな?	... 휴우.\n순조롭게... 단계를 넘겼군... 응?	...​เฮ้อ​\nผ่าน​ขั้นตอน​ไป​ได้​...​ สิ​นะ​?​															
15	16		0		<color=#d8d8d8>潮湿的气流打湿脸颊。</color>																1						op2_xiaobaijugong																1;0											1											<color=#d8d8d8>潮濕的氣流打濕臉頰。</color>	<color=#d8d8d8>A damp flow of air wettened your cheeks.</color>	<color=#d8d8d8>湿った空気が彼の頬を濡らした。</color>	<color=#d8d8d8>축축한 숨이 뺨에 닿았다</color>	[​ลมหายใจ​ชื้น​ๆ​ ปะทะ​แก้ม​]​															
16	17		0		<color=#d8d8d8>（声音离得好近，仿佛……就在耳边。）</color>							50	4								1																						1;0											1											<color=#d8d8d8>（聲音離得好近，仿佛……就在耳邊。）</color>	<color=#d8d8d8>(The sound draws nearer, it's... just by my ear.)</color>	<color=#d8d8d8>（声が近い、まるで……耳元で話されているかのよう）</color>	<color=#d8d8d8>(목소리가 바로 옆에서 들려. 마치... 귓가에 대고 말하는 것 같이)</color>	[(​เสียง​ใกล้​มาก​ ราวกับว่า​...​ อยู่​ข้าง​หู​)]​															
17	18		11					57:dialg_bg_34	1	1.3	1.5	38	1								1								sfx_story_01_kongkuangjioabu2												1		1;0											1																														
18			3			……不要走。;……你是谁？			1	1.3											1														……不要走。;……你是谁？	19;19					1		1;0											1						……不要走。;……你是誰？	...Don't go.;...Who are you?	……行かないで。;……あなたは誰？	... 가지 마.;... 너는 누구야?	...อย่าไป;...คุณคือใคร?						……不要走。;……你是誰？	...Don't go.;...Who are you?	……行くな。;……あなたは誰だ？	... 가지 마.;... 넌, 누구야?	...อย่าไป;...คุณคือใคร?										
19	20		0		<color=#d8d8d8>对方却只是以沉默和渐远的脚步声作为回应。</color>				1	1.3											1																				1		1;0											1											<color=#d8d8d8>對方卻只是以沉默和漸遠的腳步聲作為回應。</color>	<color=#d8d8d8>No response came. Instead, their receding footsteps grew fainter and fainter.</color>	<color=#d8d8d8>相手は沈黙と遠のく足音だけを残した。</color>	<color=#d8d8d8>상대는 침묵과 점점 멀어지는 발소리로 대답을 대신했다</color>	[​แต่​อีก​ฝ่าย​ไม่​ตอบกลับ​ มี​เพียง​เสียง​ฝีเท้า​ที่​ค่อยๆ​ ห่าง​ออก​ไป​]​															
20	21		11						1	1.3	1.5	37	1								1																				1		1;0											1																														
21	22		11					57:dialg_bg_100			2										1																				1													1																														
22	23		11					57:dialg_bg_34			1.5	38	1								1								sfx_story_03_daohang												1		1;0											1																														
23	24		11								2										1																				1		1;0											1																														
24	25		0		<color=#d8d8d8>挣扎许久，终于慢慢找回了身体的主动权。</color>																1																				1		1;0											1											<color=#d8d8d8>掙扎許久，終於慢慢找回了身體的主動權。</color>	<color=#d8d8d8>You struggled for what felt like an age and finally regained control over your body.</color>	<color=#d8d8d8>長い間もがいた後、ようやく少しずつ自分の体の主導権を取り戻した。</color>	<color=#d8d8d8>한참을 몸부림친 끝에 서서히 몸의 주도권을 되찾았다</color>	[​หลังจาก​ดิ้นรน​อยู่​นาน​ ในที่สุด​ก็​กลับมา​ควบคุม​ร่างกาย​ได้​]​															
25	26		0	#playerName	……果然，被送到情绪干预中心了啊。																1																				1		1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						……果然，被送到情緒干預中心了啊。	...The ERC, huh?	……案の定、ERCに送られたな。	... 역시 이모션 컨트롤 센터로 이송됐네	...​ตาม​คาด​ ถูก​ส่ง​มา​ศูนย์​เยียวยา​พา​โธ​ซิ​ส​สิ​นะ​															
26	27		0	斐克	你醒了？睡了一整天呢。																1			18:npc_icon_319_1	1				-1	story_00_02_200											1		1;0											1	斐克	Dr. Frek	フェイク	프렉	ฟิค						你醒了？睡了一整天呢。	You're awake! You slept an entire day, you know.	起きたようですね？一日中寝ていましたよ。	깼나? 종일 잠만 자더군	ตื่น​แล้ว​เหรอ​ครับ​?​ หลับ​ไป​ทั้งวัน​เลย​นะ​															
27	28		0	斐克	不过，嗯……单从数据来看，恢复得还不错。																1			18:npc_icon_319_1	1					story_00_02_201											1		1;0											1	斐克	Dr. Frek	フェイク	프렉	ฟิค						不過，嗯……單從資料來看，恢復得還不錯。	But, hmm... Just looking at the data, you appear to have recovered quite well indeed.	でもまぁ……データだけ見るとかなり回復したようですね。	그래도 으음... 데이터상으로만 보면 회복 상태가 나쁘지 않네	แต่​...​ ถ้า​แค่​จาก​ข้อมูล​ ดูเหมือน​คุณ​จะ​ฟื้นตัว​ได้ดี​ทีเดียว​															
28			3			真的吗？;太好了。															1														真的吗？;太好了。	29;30					1		1;0											1						真的嗎？;太好了。	Really?!;Great.	本当ですか？;良かった。	정말이요?;다행이네요.	จริงเหรอ?;ดีจริงๆ						真的嗎？;太好了。	Really?!;Great.	本当ですか？;良かった。	정말이요?;다행이네요.	จริงเหรอ?;ดีจริงๆ										
29	31		0	#playerName	「单从」？……会这么说，就证明还有别的问题吧。																1																				1		1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						「單從」？……會這麼說，就證明還有別的問題吧。	Just looking at the data? ...You mean there's something else that's wrong with me?	「データだけ」？……つまり他に問題があるのでしょうか？	데이터상으로’만’이요? ... 이렇게 말씀하시면 다른 데에도 문제가 있다는 뜻이잖아요	แค่​ เหรอ​?...​ พูด​แบบนี้​ แสดงว่า​ยัง​มีเรื่อง​อื่น​สิ​นะ​															
30	32		0	#playerName	特莉丝她们就可以放心了呢。																1																				1		1;0											1	#playerName	#playerName	#playerName	#playerName	#playerName						特莉絲她們就可以放心了呢。	At least Triss and the others won't have to worry anymore.	トリスたちを安心させられる。	트리스 님도 그렇고 다들 한숨 돌릴 수 있겠네요	ท​ริ​ส​และ​ทุกคน​คง​โล่งอก​ได้​แล้ว​ล่ะ​															
31	33		0	斐克	……你很敏锐呢。																1			18:npc_icon_319_1	1					story_00_02_202											1		1;0											1	斐克	Dr. Frek	フェイク	프렉	ฟิค						……你很敏銳呢。	...You're quite astute.	……鋭いですね。	... 핵심을 잘 짚는군	...หลักแหลมจริงนะครับ															
32	33		0	斐克	那么，作为这份敏锐的回报，我要开始打击你了。																1			18:npc_icon_319_2	1					story_00_02_203											1		1;0											1	斐克	Dr. Frek	フェイク	프렉	ฟิค						那麼，作為這份敏銳的回報，我要開始打擊你了。	Astute you may be, however, there's something I must tell you in earnest.	さて、その鋭さの見返りとして、現実を突きつけてあげます。	그럼 그에 걸맞는 경고 하나 하지	ถึง​จะ​หลักแหลม​ แต่​ผม​ต้อง​ถือโอกาส​นี้​ขอ​บอก​ความจริง​กับ​คุณ​															
33	34		0	斐克	再继续过度消耗自身，你的身体会彻底崩溃的。																1			18:npc_icon_319_2	1	bgm_bg_gx_tower01				story_00_02_204											1		1;0											1	斐克	Dr. Frek	フェイク	프렉	ฟิค						再繼續過度消耗自身，你的身體會徹底崩潰的。	Continue to overexert yourself, and your body will collapse. That's the truth.	無理をし続けると、体は完全に崩壊するでしょう。	계속 그렇게 무리하면 몸이 완전히 무너질거라네	ถ้า​ยัง​ฝืน​ร่างกาย​แบบนี้​ต่อไป​ สังขาร​คุณ​จะ​พังยับเยิน​แน่ๆ​															
34	35		0	斐克	暂时放下工作，留院观察吧。\n我想，豪威尔调查长也会乐于接受这个治疗方案。																1			18:npc_icon_319_2	1					story_00_02_205											1		1;0											1	斐克	Dr. Frek	フェイク	프렉	ฟิค						暫時放下工作，留院觀察吧。\n我想，豪威爾調查長也會樂於接受這個治療方案。	Leave your work for later, and stay here for observation for now. I'm positive that Chief Inspector Howell will be more than happy with that solution.	しばらく仕事を休んで、経過観察のため病院に滞在してください。\nホーウェル調査長も喜んでこの治療計画を受け入れてくれるはずだ。	잠시 업무는 내려놓고 병원에 남아서 지켜보게.\n하웰 조사국장님도 기꺼이 이 치료방식을 받아들일 것이라고 생각하네	พักงาน​ไว้​ก่อน​ แล้ว​พัก​รักษาตัว​อยู่​ที่นี่​สักพัก​เถอะ​ครับ​\nผม​คิด​ว่า​ หัวหน้า​ฮา​วเวลล์​ก็​คง​เห็นด้วย​กับ​แผน​การรักษา​นี้​															
35			3			我有我的责任。;保守方案不适合我。															1														我有我的责任。;保守方案不适合我。	36;36					1		1;0											1						我有我的責任。;保守方案不適合我。	There are things I must do.;Protective treatment doesn't suit me.	私には私の責任がある。;保守的な方法は私には適していない。	저는 해야 할 일이 있어요;그런 건 제 성격에 맞지 않아요	ฉันมีหน้าที่ของฉัน;การรอดูท่าทีไม่เหมาะกับฉัน						我有我的責任。;保守方案不適合我。	There are things I must do.;Protective treatment doesn't suit me.	私には私の責任がある。;保守的な方法は私には適していない。	저는 해야 할 일이 있어요;그런 건 제 성격에 맞지 않아요.	ฉันมีหน้าที่ของฉัน;การรอดูท่าทีไม่เหมาะกับฉัน										
