id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	status
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
1	2				<color=#d8d8d8>虽然经历了一场小小的闹剧，不过所幸，最终买到了心仪的东西。</color>		1	57:dialg_bg_327				17	-1								1					bgm_home_saxophone1																										1
2	3				<color=#d8d8d8>于是告别了忙于工作的小铃、艾可和非天，众人来到了游乐园。</color>																1																															1
3	4			#playerName	传说中的钟楼，是在那上面吗？																1																															1
4	5				<color=#d8d8d8>众人的目光随之望去——一座气势恢宏的城堡，正静静伫立在远处。</color>																1																															1
5	8			安妮	没错，就是那里。\n我预约好的那个餐厅也在城堡里面。																1			18:npc_icon_708_1	1																											1
8	9			米饭	原来……还需要预约啊。					1.1				803008;801008		200801;200101			14;26		1																					1;1	2;0									1
9	10			安妮	嗯，毕竟这家餐厅的人气可是很高的。					1.1				803008;801008		200801;200101			14;26		1			18:npc_icon_708_1	1																	1;1	2;0									1
10	11			安妮	幸好大家很快想到了这个方案，所以我预约的时候还有空位，不算迟。					1.1				803008;801008		0;200101			14;26		1			18:npc_icon_708_1	1																	1;1	2;0									1
11	12			#playerName	也有安妮小姐你行动力很强的缘故呢……					1.1				803008;801008		0;200101			14;26		1																					1;1	2;0									1
12	13		11	红茶	调查官，小心。					1.1	1			803008;801008		201201;200301	100901;101301		14;26		1					-1																1;0	1;0.7									1
13	14				<color=#d8d8d8>一个匆忙的人影一边说着「快开始了」，一边慌张地从一旁跑过。</color>					1.1				803008;801008		0;200301	100901;101301		14;26		1						sfx_story_03_shuaidao		sfx_rolestory_jiaobujin													1;0	46;1									1
14	15			#playerName	谢谢你，红茶。					1.1				803008;801008		200801;0			14;26		1																						45;1									1
15	16			贝斯特	这些人怎么回事？这么急着是要去干嘛？					1.1				803008;801008		200801;0			14;26		1			18:npc_icon_562_1	1																	1;1	45;1									1
16	17			安妮	看起来是有演出的样子……					1.1				803008;801008		201201;0			14;26		1			18:npc_icon_708_1	1																	1;1	45;1									1
17	18			米饭	啊……那边的大屏幕上面好像有写什么「偶像大对决」。					1.1				803008;801008		201201;0	100901;0		14;26		1																					1;1	46;1									1
18	19			#playerName	偶像？难道……					1.1				803008;801008		201201;0	100901;101001		14;26		1																					1;1	46;1									1
19	20		11				1	57:dialg_bg_100			0.6										1																															1
20	21				<color=#d8d8d8>出于难以抑制的好奇，还是走到了这场表演的舞台前。</color>		1	57:dialg_bg_389				17	-1								1																						54;0									1
21	22			果冻	大家好！我是果冻，今天很高兴能来到这里。\n接下来的这首歌，希望大家可以喜欢。																1			18:npc_icon_675_1	1																		54;0									1
22	23				<color=#d8d8d8>站在舞台之上的小小少女有着甜美可爱的外表，但满脸笑容的她眼神却无比坚定。</color>																1																						54;0									1
23	24		12	黄发少年	噢噢噢——果冻亲！！！																1			18:npc_icon_677_1	1																		54;0									1
24	25				<color=#d8d8d8>突然在一旁炸开的应援声惊扰到了台下的观众，但是当事人却毫不在意这些。</color>																1								sfx_story_03_huanhu														54;0									1
25	26				<color=#d8d8d8>少年手里的荧光棒应和着台上温柔的歌声，不断晃动着。</color>																1																						54;0									1
26	27		12	黄发少年	果冻亲！果冻亲！																1			18:npc_icon_677_1	1																		54;0									1
27	28			#playerName	（他这么应援也太拼了吧……完全沉浸其中，毫不在意他人的目光啊……）																1																						54;0									1
28	29			果冻	谢谢大家，希望大家可以支持我，给我投票哦~																1			18:npc_icon_675_1	1																		54;0									1
29	30				<color=#d8d8d8>台下掌声雷动，而直到这首歌结束，那位少年的应援也不曾停止。</color>																1																						54;0									1
30	31			米饭	投票？调查官大人，这是要做什么呢？				7	1.1				803008;801008		200801;0	100201;0		14;26		1																					0;803008	1;0									1
31			3						7	1.1				803008;801008		200801;0	100201;0		14;26		1														我也不是很清楚。	32						0;803008	1;0									1
32	33			#playerName	看这个样子应该是游乐园举办的什么比赛吧！				7	1.1				803008;801008		200801;0	0;101001		14;26		1																					0;803008	1;0									1
33	34			黄发少年	你们居然不知道吗！				7	1.1				803008;801008		201201;0	0;101001		14;26		1			18:npc_icon_677_1	1	bgm_prologue_ditu	sfx_story_01_tingxia															1;1	1;0									1
34	35				<color=#d8d8d8>黄发少年突然蹦到了众人面前，一脸得意的模样。</color>				7	1.1				803008;801008		200801;200601	0;101001		14;26		1																					1;1	1;0									1
35	36			黄发少年	现在可是在进行决出本年度游乐园形象大使的决赛啊！\n在场的每一位都可以投票哦！				7	1.1				803008;801008		200801;200601	0;101001		14;26		1			18:npc_icon_677_1	1																	1;1	1;0									1
36	37			黄发少年	当然……不用说，这次比赛获胜的一定会是可爱的果冻亲！				7	1.1				803008;801008		200801;200601	0;101001		14;26		1			18:npc_icon_677_1	1																	1;1	1;0									1
37	38			米饭	呃……				7	1.1				803008;801008		200801;200601	0;101001		14;26		1																					1;1	1;0									1
38	39			贝斯特	这个人的话好多啊……				7	1.1				803008;801008		200801;200601	0;101001		14;26		1			18:npc_icon_562_6	1																	1;1	1;0									1
39	40			安妮	可不能这么说别人哦，实话也不可以。				7	1.1				803008;801008		200801;200601	0;101001		14;26		1			18:npc_icon_708_1	1																	1;1	1;0									1
40	41			#playerName	安妮小姐……你这么说似乎更伤人了。				7	1.1				803008;801008		200801;200601	0;101001		14;26		1																					1;1	1;0									1
41	42			红茶	又有一个人上台了。				7	1.1				803008;801008		201201;200601			14;26		1																					1;0	1;0									1
42	43			芒果布丁	今天的我会给大家带来最热烈的舞蹈，让你们每个人都记住我——芒果布丁。																1			18:npc_icon_676_1	1	-1																	54;0									1
43	44			芒果布丁	所以，大家一定要支持我哦~																1			18:npc_icon_676_1	1																		54;0									1
44	45				<color=#d8d8d8>下一秒，热情的舞曲响起。此时的芒果布丁如同一团燃烧的火焰。</color>																1								sfx_story_03_huanhu														54;0									1
45	46				<color=#d8d8d8>每一个动作都充满了力量和激情，仿佛在向世界宣告自己的存在。</color>																1																						54;0									1
46	47				<color=#d8d8d8>一曲舞毕，响起的掌声热烈而又持久，都在为刚刚那段精彩的舞蹈喝彩。</color>																1																						54;0									1
47	48			芒果布丁	谢谢，谢谢大家的掌声！																1			18:npc_icon_676_1	1																		54;0									1
48	49			安妮	唔……看来这个偶像的实力也不容小觑啊。				7	1.1				803008;801008		200101;0	0;101001		20;27		1			18:npc_icon_708_5	1																	1;1	45;0									1
49	50			红茶	没错，那种舞蹈动作，一定是经过很长时间的练习才能习得的。				7	1.1				803008;801008			0;101001		20;27		1																					1;1	45;0									1
50	51			米饭	哇……大家都好厉害，不知道接下来会有什么样的演出呢。				7	1.1				803008;801008		200101;0	100901;101001		20;27		1																					1;1	45;0									1
51	52				<color=#d8d8d8>看着舞台大屏幕上的三个少女的身影，接下来的会出场的人在场的观众早已心知肚明。</color>				7	1.1				803008;801008		200101;0	100901;101001		20;27		1																					1;1	45;0									1
52			3						7	1.1				803008;801008			0;101001		20;27		1														下一个是艾琳娜吗……;艾琳娜的话，一定没问题的。	53;55						1;1	45;0									1
53	54			#playerName	不知道这次她会有什么样的表现呢……				7	1.1				803008;801008			0;101001		20;27		1																					1;1	45;0									1
54	56			米娅	调查官先生，你很担心艾琳娜小姐吗？	调查官小姐，你很担心艾琳娜小姐吗？			7	1.1				112008;803008;801008		0;201201;0	100801;0;0		13;20;27		1																					0;112008;112008	8;1									1
55	56			米娅	要是知道调查官先生这么相信自己，艾琳娜小姐也一定会很高兴的。	要是知道调查官小姐这么相信自己，艾琳娜小姐也一定会很高兴的。			7	1.1				112008;803008;801008		0;201201;0	100801;0;0		13;20;27		1																					0;112008;112008	8;1									1
56	57			#playerName	米娅？！你怎么在这？				7	1.1				112008;803008;801008			100801;0;0		13;20;27		1																					0;112008;112008	8;1									1
57	58			米娅	因为这次的我想要作为观众，看看艾琳娜小姐在舞台上熠熠生辉的样子。				7	1.1				112008;803008;801008					13;20;27		1																					0;112008;112008	8;1									1
58	59			米娅	调查官先生，也好好期待吧！	调查官小姐，也好好期待吧！			7	1.1				112008;803008;801008					13;20;27		1																					0;112008;112008	8;1									1
59	60			#playerName	既然你都这么说了，我会期待的。				7	1.1				112008;803008;801008					13;20;27		1																					0;112008;112008	8;1									1
60	61				<color=#d8d8d8>舞台的灯光骤然变暗，直到第一个音符随着被撩拨的琴弦响起——</color>																1																															1
61	62				<color=#d8d8d8>璀璨夺目的灯光瞬间便聚集在了一个人身上。</color>																1						sfx_story_03_wutaideng		-1																							1
62	63			艾琳娜	1.2.3，Go！					1.4				109008		201301			20		1																						54;0									1
63	64				<color=#d8d8d8>穿着酷酷的朋克乐手服，此刻的艾琳娜背着电吉他，全身都透露着一股不可一世的自信。</color>					1.4				109008			100101		20		1								sfx_story_03_jita														1;0.7									1
64	65				<color=#d8d8d8>她的手指在琴弦上跳跃自如，每一个音符都迸发着生命的火花。</color>																1								-1																							1
65	66			艾琳娜	Oh，My heart is fire,																1					bgm_misssolar_inter_cut																										1
66	67				<color=#d8d8d8>铿锵有力的声音与电吉他的旋律完美融合，让所有人都沉醉其中。</color>																1																															1
67	68			艾琳娜	And I can keep flames burning all along.																1																															1
68	69			艾琳娜	No matter the challenge，																1																															1
69	70			艾琳娜	if I can give my best,																1																															1
70	71			艾琳娜	nothing can go wrong……																1																															1
71	72				<color=#d8d8d8>唱着歌的艾琳娜，每一个动作和神情都充满了张力，这一刻，她成了这个舞台的主宰。</color>																1																															1
72	73				<color=#d8d8d8>台下的观众随着音乐摇摆着身体，沉浸在这片狂欢的音乐海洋。</color>																1																															1
73	74				<color=#d8d8d8>纵使音乐停止，也仍能感受到心脏在持续剧烈地鼓动。</color>																1																															1
74	75			米娅	太棒了，艾琳娜小姐。				7	1.1				112008;803008;801008		0;201201;0	100101;100901;0		13;20;27		1								sfx_story_03_huanhu													1;1;1	34;0									1
75	76			安妮	哇，这个现场也太强了吧……				7	1.1				112008;803008;801008		0;201201;0	100101;100901;0		13;20;27		1			18:npc_icon_708_5	1	-1																1;1;1	34;0									1
76	77			米饭	好，好厉害！				7	1.1				112008;803008;801008			100101;0;0		13;20;27		1																					1;1;1	34;0									1
77			3						7	1.1				112008;803008;801008			100101;0;0		13;20;27		1														艾琳娜这次也太让人惊喜了。	78						1;1;1	34;0									1
78	79			#playerName	完全突破了以前的表演风格，又恰到好处地凸显出了自己的性格……				7	1.1				112008;803008;801008					13;20;27		1																						34;0									1
79	80			米娅	嗯，这次艾琳娜小姐真的准备了很多，不仅重新编曲，而且还去学了新的乐器。				7	1.1				112008;803008;801008					13;20;27		1																					0;112008;112008	34;0									1
80	81			米娅	为了不让舞台出现差池，艾琳娜小姐每天都要练习至少15个小时。				7	1.1				112008;803008;801008					13;20;27		1																					0;112008;112008	34;0									1
81	82			红茶	幸好，最后的舞台证明了她的努力是值得的。				7	1.1				112008;803008;801008			0;0;100101		13;20;27		1																					801008;112008;112008	1;1									1
82	83			米娅	是啊，我也为艾琳娜小姐感到无比骄傲。				7	1.1				112008;803008;801008		0;200101;0	0;0;100101		13;20;27		1																					801008;112008;112008	1;1									1
83	84			#playerName	嗯，艾琳娜果然很厉害啊……				7	1.1				112008;803008;801008		200102;0;200101	0;0;100101		13;20;27		1																					801008;112008;112008	46;1									1
